Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Keyphrase,Combined_Text,Topic
emnlp2023,Ã¢â‚¬Å“Fifty Shades of BiasÃ¢â‚¬Â: Normative Ratings of Gender Bias in GPT Generated English Text,Yes.,4,increasingly gain humanlike fluency text generation gain nuance understanding bias imperative,2023,December,"Keyphrase: ""Biased understanding""",increasingly gain humanlike fluency text generation gain nuance understand bias imperative keyphrase bias understanding,0
emnlp2023,MAGNIFICo: Evaluating the In-Context Learning Ability of Large Language Models to Generalize to Novel Interpretations,Yes.,4,cutoff costly finetune repeatedly finding also highlight need improvement particularly interpret unfamiliar word compose multiple novel interpretation simultaneously example,2023,December,"Keyphrase: ""Difficulty in interpreting unfamiliar words""",cutoff costly finetune repeatedly find also highlight need improvement particularly interpret unfamiliar word compose multiple novel interpretation simultaneously example keyphrase difficulty interpret unfamiliar word,1
emnlp2023,Instructed Language Models with Retrievers Are Powerful Entity Linkers,Yes.,5,generative nature still make content suffer hallucination thus unsuitable entitycentric like entity link el require precise entity prediction base el remain persistent hurdle general,2023,December,"Keyphrase: ""Hallucination in generative content""",generative nature still make content suffer hallucination thus unsuitable entitycentric like entity link el require precise entity prediction base el remain persistent hurdle general keyphrase hallucination generative content,2
emnlp2023,"The Troubling Emergence of Hallucination in Large Language Models - An Extensive Definition, Quantification, and Prescriptive Remediations",Yes.,5,issue hallucination parallelly emerge byproduct pose significant concern propose two solution strategy mitigate hallucination,2023,December,"Keyphrase: ""Hallucination issues""",issue hallucination parallelly emerge byproduct pose significant concern propose two solution strategy mitigate hallucination keyphrase hallucination issue,2
emnlp2023,The Skipped Beat: A Study of Sociopragmatic Understanding in LLMs for 64 Languages,Yes.,5,comprehensive analysis reveal exist opensource instruction tune still struggle understand sm across various close random baseline case also find although chatgpt outperform many still fall behind taskspecific finetune gap   sparrow score,2023,December,"Keyphrase: ""Struggles with task-specific fine-tuning""",comprehensive analysis reveal exist opensource instruction tune still struggle understand sm across various close random baseline case also find although chatgpt outperform many still fall behind taskspecific finetune gap sparrow score keyphrase struggle taskspecific finetuning,1
emnlp2023,Understanding the Effect of Model Compression on Social Bias in Large Language Models,Yes.,4,train selfsupervision vast corpora web text fit social bias text without intervention social bias persist modelÃ¢s prediction downstream lead representational harm,2023,December,"Keyphrase: ""Persistent social biases""",train selfsupervision vast corpora web text fit social bias text without intervention social bias persist modelãs prediction downstream lead representational harm keyphrase persistent social bias,0
emnlp2023,Critic-Driven Decoding for Mitigating Hallucinations in Data-to-text Generation,Yes.,5,hallucination text ungrounded wellknown problem neural datatotext generation,2023,December,"Keyphrase: ""Ungrounded hallucinations""",hallucination text ungrounde wellknown problem neural datatotext generation keyphrase ungrounded hallucination,2
emnlp2023,Oolong: Investigating What Makes Transfer Learning Hard with Controlled Studies,Yes.,5,find largely recover syntacticstyle shift recover vocabulary misalignment embed matrix reinitialization even continued pretraining   million token,2023,December,"Keyphrase: ""Difficulty in recovering syntax and vocabulary alignment""",find largely recover syntacticstyle shift recover vocabulary misalignment embed matrix reinitialization even continue pretraine million token keyphrase difficulty recover syntax vocabulary alignment,5
emnlp2023,The Curious Case of Hallucinatory (Un)answerability: Finding Truths in the Hidden States of Over-Confident Large Language Models,Yes.,5,primary issue arise context management unanswerable query often hallucinatory behavior due overconfidence,2023,December,"Keyphrase: ""Overconfidence leading to hallucinatory behavior""",primary issue arise context management unanswerable query often hallucinatory behavior due overconfidence keyphrase overconfidence lead hallucinatory behavior,2
emnlp2023,ROBBIE: Robust Bias Evaluation of Large Generative Language Models,Yes.,4,must develop comprehensive enough tool measure improve fairness testing dataset potentially help characterize bias fully explore frequency demographic term common pretraine corpora may relate bias,2023,December,"Keyphrase: ""Limited fairness testing and bias characterization""",must develop comprehensive enough tool measure improve fairness testing dataset potentially help characterize bias fully explore frequency demographic term common pretraine corpora may relate bias keyphrase limited fairness testing bias characterization,0
emnlp2023,Adapting Language Models to Compress Contexts,Yes.,5,transformerbase lm powerful widelyapplicable tool usefulness constrain finite context window expensive computational cost process long text document,2023,December,"Keyphrase: ""Limited context window""",transformerbase lm powerful widelyapplicable tool usefulness constrain finite context window expensive computational cost process long text document keyphrase limited context window,3
emnlp2023,Large Language Models are Temporal and Causal Reasoners for Video Question Answering,Yes.,5,however prior often cause suboptimal videoqa lead overrely question ie linguistic bias ignore visual content also know Ã¢ungrounded guessesÃ¢ Ã¢hallucinationsÃ¢,2023,December,"Keyphrase: ""Linguistic bias and ungrounded guesses""",however prior often cause suboptimal videoqa lead overrely question ie linguistic bias ignore visual content also know ãungrounded guessesã ãhallucinationsã keyphrase linguistic bias ungrounded guess,2
emnlp2023,Preserving Privacy Through Dememorization: An Unlearning Technique For Mitigating Memorization Risks In Language Models,Yes.,5,show ability memorize reproduce portion training prompt adversary prior research focus address memorization issue prevent verbatim replication technique like unlearning preprocesse however limitation regard number protect sample limited privacy type potentially lowerquality generative,2023,December,"Keyphrase: ""Memorization and privacy concerns""",show ability memorize reproduce portion training prompt adversary prior research focus address memorization issue prevent verbatim replication technique like unlearn preprocesse however limitation regard number protect sample limit privacy type potentially lowerquality generative keyphrase memorization privacy concern,0
emnlp2023,Noisy Exemplars Make Large Language Models More Robust: A Domain-Agnostic Behavioral Analysis,Yes.,5,find sensitive certain perturbation replace word synonym,2023,December,"Keyphrase: ""Sensitivity to word perturbations""",find sensitive certain perturbation replace word synonym keyphrase sensitivity word perturbation,5
emnlp2023,Can Large Language Models Capture Dissenting Human Voices?,Yes.,5,show exhibit limited ability solve nli simultaneously fail capture human disagreement distribution inference human alignment performance plunge even sample high human disagreement level raise concern natural understand nlu ability representativeness human population,2023,December,"Keyphrase: ""Limited ability in capturing human disagreement""",show exhibit limited ability solve nli simultaneously fail capture human disagreement distribution inference human alignment performance plunge even sample high human disagreement level raise concern natural understand nlu ability representativeness human population keyphrase limited ability capture human disagreement,4
emnlp2023,Merging Generated and Retrieved Knowledge for Open-Domain QA,Yes.,4,retrieve passage give source know suffer insufficient coverage tend hallucinate content conflict retrieve,2023,December,"Keyphrase: ""Insufficient coverage and tendency to hallucinate""",retrieve passage give source know suffer insufficient coverage tend hallucinate content conflict retrieve keyphrase insufficient coverage tendency hallucinate,2
emnlp2023,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs Through a Global Prompt Hacking Competition,Yes.,5,deployment increasingly plague prompt injection jailbreake collectively prompt hacking manipulate ignore original instruction instead follow potentially malicious one,2023,December,"Keyphrase: ""Vulnerability to manipulation""",deployment increasingly plague prompt injection jailbreake collectively prompt hack manipulate ignore original instruction instead follow potentially malicious one keyphrase vulnerability manipulation,0
emnlp2023,Prompting is not a substitute for probability measurements in large language models,Yes.,5,broadly find llmsÃ¢ metalinguistic judgment inferior quantity directly derive representation furthermore consistency get bad prompt query diverge direct measurement nextword probability,2023,December,"Keyphrase: ""Inferior metalinguistic judgment""",broadly find llmsã metalinguistic judgment inferior quantity directly derive representation furthermore consistency get bad prompt query diverge direct measurement nextword probability keyphrase inferior metalinguistic judgment,5
emnlp2023,"Fine-tuned LLMs Know More, Hallucinate Less with Few-Shot Sequence-to-Sequence Semantic Parsing over Wikidata",Yes.,5,many question correctly also hallucinate give wrong,2023,December,"Keyphrase: ""Hallucinations and incorrect answers""",many question correctly also hallucinate give wrong keyphrase hallucination incorrect,2
emnlp2023,Beyond Factuality: A Comprehensive Evaluation of Large Language Models as Knowledge Generators,Yes.,4,community concern abound regard factuality potential implication use uncensored surprisingly study reveal factuality even low significantly hinder downstream,2023,December,"Keyphrase: ""Factuality concerns""",community concern abound regard factuality potential implication use uncensored surprisingly study reveal factuality even low significantly hinder downstream keyphrase factuality concern,6
emnlp2023,Compressing Context to Enhance Inference Efficiency of Large Language Models,Yes.,5,however face challenge manage long document extended conversation due significantly increase computational requirement memory inference time potential context truncation exceed llmÃ¢s fix context length,2023,December,"Keyphrase: ""Challenges with long documents and extended conversations""",however face challenge manage long document extend conversation due significantly increase computational requirement memory inference time potential context truncation exceed llmãs fix context length keyphrase challenge long document extended conversation,3
emnlp2023,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Yes.,5,chatgpt prone hallucination ie content conflict source verify factual moreover exist face great challenge recognize hallucination text,2023,December,"Keyphrase: ""Hallucination and factual inaccuracies""",chatgpt prone hallucination ie content conflict source verify factual moreover exist face great challenge recognize hallucination text keyphrase hallucination factual inaccuracy,2
emnlp2023,Enabling Large Language Models to Generate Text with Citations,Yes.,5,prone hallucination current considerable room improvementÃ¢for example eli dataset even good lack complete citation support   time,2023,December,"Keyphrase: ""Incomplete citation support""",prone hallucination current considerable room improvementãfor example eli dataset even good lack complete citation support time keyphrase incomplete citation support,2
emnlp2023,Counting the Bugs in ChatGPTÃ¢â‚¬â„¢s Wugs: A Multilingual Investigation into the Morphological Capabilities of a Large Language Model,Yes.,5,find chatgpt massively underperform purposebuilt particularly english overall resultsÃ¢through lens morphologyÃ¢cast new light linguistic capability chatgpt suggest claim humanlike skill premature misleading,2023,December,"Keyphrase: ""Underperformance in specialized tasks""",find chatgpt massively underperform purposebuilt particularly english overall resultsãthrough lens morphologyãcast new light linguistic capability chatgpt suggest claim humanlike skill premature misleading keyphrase underperformance specialized,1
emnlp2023,MAF: Multi-Aspect Feedback for Improving Reasoning in Large Language Models,Yes.,5,however come natural reasoning lm still face challenge hallucination incorrect intermediate reasoning step make mathematical error,2023,December,"Keyphrase: ""Challenges in natural reasoning""",however come natural reasoning lm still face challenge hallucination incorrect intermediate reasoning step make mathematical error keyphrase challenge natural reasoning,1
emnlp2023,Do Language Models Have a Common Sense regarding Time? Revisiting Temporal Commonsense Reasoning in the Era of Large Language Models,Yes.,5,finding reveal nuance depiction capability limitation within temporal reasoning offer comprehensive reference future research pivotal domain,2023,December,"Keyphrase: ""Limitation in temporal reasoning""",find reveal nuance depiction capability limitation within temporal reasoning offer comprehensive reference future research pivotal domain keyphrase limitation temporal reasoning,1
emnlp2023,Evaluation of African American Language Bias in Natural Language Generation,Yes.,4,present evidence dialectal bias six pretraine performance gap,2023,December,"Keyphrase: ""Dialectal bias""",present evidence dialectal bias six pretraine performance gap keyphrase dialectal bias,0
emnlp2023,An Investigation of LLMsÃ¢â‚¬â„¢ Inefficacy in Understanding Converse Relations,Yes.,5,suggest often resort shortcut learning still face challenge propose benchmark,2023,December,"Keyphrase: ""Reliance on shortcuts""",suggest often resort shortcut learning still face challenge propose benchmark keyphrase reliance shortcut,4
emnlp2023,"Speak, Memory: An Archaeology of Books Known to ChatGPT/GPT-4",Yes.,4,ability memorize unknown set book complicate assessment measurement validity cultural analytic contaminate test show much well memorized book nonmemorize book downstream,2023,December,"Keyphrase: ""Over-reliance on memorization""",ability memorize unknown set book complicate assessment measurement validity cultural analytic contaminate test show much well memorize book nonmemorize book downstream keyphrase overreliance memorization,0
emnlp2023,Copyright Violations and Large Language Models,Yes.,5,work explore issue copyright violation lens verbatim memorization focus possible redistribution copyright text,2023,December,"Keyphrase: ""Risk of copyright violation""",work explore issue copyright violation lens verbatim memorization focus possible redistribution copyright text keyphrase risk copyright violation,0
emnlp2023,Symbolic Planning and Code Generation for Grounded Dialogue,Yes.,5,limit applicability ground taskoriented dialogue difficult steer toward objective fail handle novel grounding,2023,December,"Keyphrase: ""Difficulty in handling novel grounding""",limit applicability ground taskoriente dialogue difficult steer toward objective fail handle novel ground keyphrase difficulty handle novel grounding,4
emnlp2023,Have LLMs Advanced Enough? A Challenging Problem Solving Benchmark For Large Language Models,Yes.,5,typical failure mode gpt good error algebraic manipulation difficulty ground abstract concept mathematical equation accurately failure retrieve relevant domainspecific concept,2023,December,"Keyphrase: ""Struggles with domain-specific concepts""",typical failure mode gpt good error algebraic manipulation difficulty ground abstract concept mathematical equation accurately failure retrieve relevant domainspecific concept keyphrase struggle domainspecific concept,1
emnlp2023,Federated Learning of Large Language Models with Parameter-Efficient Prompt Tuning and Adaptive Optimization,Yes.,4,training process generally incur update significant parameter limit applicability fl technique tackle real scenario prompt tuning significantly reduce number parameter update either incur performance degradation low training efficiency decentralized generally nonindependent identically distribute,2023,December,"Keyphrase: ""Limited training efficiency""",training process generally incur update significant parameter limit applicability fl technique tackle real scenario prompt tune significantly reduce number parameter update either incur performance degradation low training efficiency decentralize generally nonindependent identically distribute keyphrase limited training efficiency,3
emnlp2023,Active Retrieval Augmented Generation,Yes.,5,despite remarkable ability lm comprehend tendency hallucinate create factually inaccurate,2023,December,"Keyphrase: ""Factually inaccurate hallucinations""",despite remarkable ability lm comprehend tendency hallucinate create factually inaccurate keyphrase factually inaccurate hallucination,2
emnlp2023,Reasoning with Language Model is Planning with World Model,Yes.,5,however still struggle problem easy human action plan execute complex math logical reasoning due llmsÃ¢ absence internal world predict world states eg environment status variable value simulate,2023,December,"Keyphrase: ""Limited logical reasoning""",however still struggle problem easy human action plan execute complex math logical reasoning due llmsã absence internal world predict world states eg environment status variable value simulate keyphrase limit logical reasoning,1
emnlp2023,SOUL: Towards Sentiment and Opinion Understanding of Language,Yes.,5,experimental indicate soul challenging small performance gap   compare human performance furthermore evaluation conduct human expert gpt highlight limitation small reasoningbase justification,2023,December,"Keyphrase: ""Limited reasoning and justification""",experimental indicate soul challenge small performance gap compare human performance furthermore evaluation conduct human expert gpt highlight limitation small reasoningbase justification keyphrase limited reasoning justification,1
emnlp2023,Detecting and Mitigating Hallucinations in Multilingual Summarisation,Yes.,5,hallucination pose significant challenge reliability neural abstractive summarisation assess broad range multilingual find tend hallucinate often different english,2023,December,"Keyphrase: ""Hallucination in abstractive summarization""",hallucination pose significant challenge reliability neural abstractive summarisation assess broad range multilingual find tend hallucinate often different english keyphrase hallucination abstractive summarization,2
emnlp2023,EasyQuant: An Efficient Data-free Quantization Algorithm for LLMs,Yes.,5,however expensive computation high memory requirement prohibitive deployment quantize calibrate use sample training might affect generalization quantize unknown case,2023,December,"Keyphrase: ""High computational cost and memory requirements""",however expensive computation high memory requirement prohibitive deployment quantize calibrate use sample training might affect generalization quantize unknown case keyphrase high computational cost memory requirement,3
emnlp2023,SummEdits: Measuring LLM Ability at Factual Reasoning Through The Lens of Summarization,Yes.,5,struggle summedit performance close random chance bestperforme gpt still   estimate human performance highlight gap llmsÃ¢ ability reason fact detect inconsistency occur,2023,December,"Keyphrase: ""Limited reasoning ability""",struggle summedit performance close random chance bestperforme gpt still estimate human performance highlight gap llmsã ability reason fact detect inconsistency occur keyphrase limited reasoning ability,1
emnlp2023,Appraising the Potential Uses and Harms of LLMs for Medical Systematic Reviews,Yes.,5,however sometimes inaccurate potentially mislead text hallucination omission healthcare make unusable well dangerous bad also raise concern regard confidently compose inaccurate potential downstream harm include decrease accountability proliferation lowquality review,2023,December,"Keyphrase: ""Inaccuracies and potential dangers""",however sometimes inaccurate potentially mislead text hallucination omission healthcare make unusable well dangerous bad also raise concern regard confidently compose inaccurate potential downstream harm include decrease accountability proliferation lowquality review keyphrase inaccuracy potential danger,2
emnlp2023,Hidding the Ghostwriters: An Adversarial Evaluation of AI-Generated Student Essay Detection,Yes.,4,utilization carry inherent risk include limit plagiarism dissemination fake news issue educational exercise exist detector easily circumvent use straightforward automatic adversarial attack,2023,December,"Keyphrase: ""Vulnerability to adversarial attacks""",utilization carry inherent risk include limit plagiarism dissemination fake news issue educational exercise exist detector easily circumvent use straightforward automatic adversarial attack keyphrase vulnerability adversarial attack,0
emnlp2023,Learning from Mistakes via Cooperative Study Assistant for Large Language Models,Yes.,5,however feedback often inaccurate thereby limit benefit,2023,December,"Keyphrase: ""Inaccurate feedback""",however feedback often inaccurate thereby limit benefit keyphrase inaccurate feedback,6
emnlp2023,Conceptor-Aided Debiasing of Large Language Models,Yes.,5,pretraine reflect inherent social bias training corpus many propose mitigate issue often fail debias sacrifice accuracy,2023,December,"Keyphrase: ""Inherent social bias""",pretraine reflect inherent social bias training corpus many propose mitigate issue often fail debias sacrifice accuracy keyphrase inherent social bias,0
emnlp2023,CoMPosT: Characterizing and Evaluating Caricature in LLM Simulations,Yes.,5,grow concern simulation flatten caricature persona aim simulate fail capture multidimensionality people perpetuate stereotype,2023,December,"Keyphrase: ""Simplistic caricatures""",grow concern simulation flatten caricature persona aim simulate fail capture multidimensionality people perpetuate stereotype keyphrase simplistic caricature,0
emnlp2023,An Empirical Study of Translation Hypothesis Ensembling with Large Language Models,Yes.,4,become onefitsmany solution sometimes hallucinate produce unreliable,2023,December,"Keyphrase: ""Unreliable hallucinations""",become onefitsmany solution sometimes hallucinate produce unreliable keyphrase unreliable hallucination,2
emnlp2023,FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,Yes.,5,evaluate factuality longform text lm nontrivial   generation often contain mixture support unsupported piece information make binary judgment quality inadequate   human evaluation timeconsume,2023,December,"Keyphrase: ""Mixed factual accuracy""",evaluate factuality longform text lm nontrivial generation often contain mixture support unsupported piece information make binary judgment quality inadequate human evaluation timeconsume keyphrase mixed factual accuracy,6
emnlp2023,Calc-X and Calcformers: Empowering Arithmetical Chain-of-Thought through Interaction with Symbolic Systems,Yes.,5,notoriously inclined make factual error require arithmetic computation,2023,December,"Keyphrase: ""Factual errors in arithmetic computation""",notoriously inclined make factual error require arithmetic computation keyphrase factual error arithmetic computation,6
emnlp2023,StereoMap: Quantifying the Awareness of Human-like Stereotypes in Large Language Models,Yes.,4,observe encode perpetuate harmful association present training study contribute understanding perceive represent social group shed light potential bias perpetuation harmful association,2023,December,"Keyphrase: ""Perpetuation of harmful associations""",observe encode perpetuate harmful association present training study contribute understanding perceive represent social group shed light potential bias perpetuation harmful association keyphrase perpetuation harmful association,0
emnlp2023,Question Answering as Programming for Solving Time-Sensitive Questions,Yes.,5,experiment reveal aforementioned problem still pose significant challenge exist attribute llmsÃ¢ inability rigorous reasoning base surfacelevel text semantic,2023,December,"Keyphrase: ""Limited reasoning ability""",experiment reveal aforementioned problem still pose significant challenge exist attribute llmsã inability rigorous reasoning base surfacelevel text semantic keyphrase limited reasoning ability,1
emnlp2023,Context Compression for Auto-regressive Transformers with Sentinel Tokens,Yes.,5,quadratic complexity attention module make gradually become bulk compute transformerbase generation moreover excessive keyvalue cache arise deal long also bring severe issue memory footprint inference latency,2023,December,"Keyphrase: ""Quadratic attention complexity""",quadratic complexity attention module make gradually become bulk compute transformerbase generation moreover excessive keyvalue cache arise deal long also bring severe issue memory footprint inference latency keyphrase quadratic attention complexity,3
emnlp2023,MoPe: Model Perturbation based Privacy Attacks on Language Models,Yes.,5,recent work show unintentionally leak sensitive information present training,2023,December,"Keyphrase: ""Sensitive information leakage""",recent work show unintentionally leak sensitive information present training keyphrase sensitive information leakage,0
emnlp2023,Empower Nested Boolean Logic via Self-Supervised Curriculum Learning,Yes.,5,find pretraine even include behave like random selector face multinested boolean logic human handle ease,2023,December,"Keyphrase: ""Lack of logical reasoning""",find pretraine even include behave like random selector face multineste boolean logic human handle ease keyphrase lack logical reasoning,1
emnlp2023,KCTS: Knowledge-Constrained Tree Search Decoding with Token-Level Hallucination Detection,Yes.,5,demonstrate remarkable humanlevel natural generation capability however potential misinformation often call hallucination problem pose significant risk deployment,2023,December,"Keyphrase: ""Misinformation and hallucination risk""",demonstrate remarkable humanlevel natural generation capability however potential misinformation often call hallucination problem pose significant risk deployment keyphrase misinformation hallucination risk,2
emnlp2023,FANToM: A Benchmark for Stress-testing Machine Theory of Mind in Interactions,Yes.,5,show fantom challenge stateoftheart significantly bad human even chainofthought reasoning finetune,2023,December,"Keyphrase: ""Challenges in chain-of-thought reasoning""",show fantom challenge stateoftheart significantly bad human even chainofthought reasoning finetune keyphrase challenge chainofthought reasoning,1
emnlp2023,Dr ChatGPT tell me what I want to hear: How different prompts impact health answer correctness,Yes.,5,reveal pass prompt bias detriment correctness,2023,December,"Keyphrase: ""Prompt bias affecting correctness""",reveal pass prompt bias detriment correctness keyphrase prompt bias affect correctness,0
emnlp2023,CRAB: Assessing the Strength of Causal Relationships Between Real-world Events,Yes.,5,find bad causal reasoning event derive complex causal structure compare simple linear causal chain,2023,December,"Keyphrase: ""Limited causal reasoning""",find bad causal reasoning event derive complex causal structure compare simple linear causal chain keyphrase limited causal reasoning,1
emnlp2023,Hallucination Detection for Generative Large Language Models by Bayesian Sequential Estimation,Yes.,5,propensity inaccurate nonfactual content term Ã¢Å“hallucinationsÃ¢ remain significant challenge,2023,December,"Keyphrase: ""Inaccurate hallucinations""",propensity inaccurate nonfactual content term ãåhallucinationsã remain significant challenge keyphrase inaccurate hallucination,2
emnlp2023,Consistency Analysis of ChatGPT,Yes.,5,prompt design fewshot learning employ unlikely ultimate solution resolve inconsistency issue,2023,December,"Keyphrase: ""Limited few-shot learning capabilities""",prompt design fewshot learning employ unlikely ultimate solution resolve inconsistency issue keyphrase limit fewshot learning capability,4
emnlp2023,Mitigating Societal Harms in Large Language Models,Yes.,5,provide overview potential social issue generation include toxicity social biases misinformation factual inconsistency privacy violation,2023,December,"Keyphrase: ""Social issues and biases""",provide overview potential social issue generation include toxicity social bias misinformation factual inconsistency privacy violation keyphrase social issue bias,0
emnlp2023,H2O Open Ecosystem for State-of-the-art Large Language Models,Yes.,5,represent revolution ai however also pose many significant risk presence biased private copyright harmful text,2023,December,"Keyphrase: ""Biased and harmful content""",represent revolution ai however also pose many significant risk presence bias private copyright harmful text keyphrase biased harmful content,0
emnlp2023,FLEEK: Factual Error Detection and Correction with Evidence Retrieved from External Knowledge,Yes.,5,llmsÃ¢ inability attribute claim external tendency hallucinate make difficult rely response,2023,December,"Keyphrase: ""Difficulty in attributing claims""",llmsã inability attribute claim external tendency hallucinate make difficult rely response keyphrase difficulty attribute claim,2
emnlp2023,LM-Polygraph: Uncertainty Estimation for Language Models,Yes.,5,however significant challenge arise often Ã¢Å“hallucinateÃ¢ ie fabricate fact without provide user apparent mean discern veracity statement,2023,December,"Keyphrase: ""Fabricating facts""",however significant challenge arise often ãåhallucinateã ie fabricate fact without provide user apparent mean discern veracity statement keyphrase fabricating fact,2
emnlp2023,CarExpert: Leveraging Large Language Models for In-Car Conversational Question Answering,Yes.,5,leverage domainspecific question suffer severe limitation tend hallucinate due training collection time use offtheshelf complex user utterance wrong retrieval retrievalaugmente generation furthermore due,2023,December,"Keyphrase: ""Hallucination in domain-specific questions""",leverage domainspecific question suffer severe limitation tend hallucinate due training collection time use offtheshelf complex user utterance wrong retrieval retrievalaugmente generation furthermore due keyphrase hallucination domainspecific question,2
emnlp2023,DELPHI: Data for Evaluating LLMsÃ¢â‚¬â„¢ Performance in Handling Controversial Issues,Yes.,4,dataset present challenge concern recency safety fairness bias,2023,December,"Keyphrase: ""Challenges with recency, safety, fairness, and bias""",dataset present challenge concern recency safety fairness bias keyphrase challenge recency safety fairness bias,0
naacl2024,Assessing Logical Puzzle Solving in Large Language Models: Insights from a Minesweeper Case Study,Yes.,5,despite advancement remain open question whether fundamentally capable reasoning planning primarily rely recall synthesize information training experiment include trial advanced gpt indicate possess foundational ability require struggle integrate coherent,2024,June,"Keyphrase: ""Limited reasoning and planning capabilities""",despite advancement remain open question whether fundamentally capable reasoning planning primarily rely recall synthesize information training experiment include trial advanced gpt indicate possess foundational ability require struggle integrate coherent keyphrase limited reasoning planning capability,1
naacl2024,Measuring and Improving Chain-of-Thought Reasoning in Vision-Language Models,Yes.,5,even bestperforme unable demonstrate strong visual reasoning capability consistency indicate substantial effort require enable vlm visual reasoning systematically consistently human,2024,June,"Keyphrase: ""Weak visual reasoning""",even bestperforme unable demonstrate strong visual reasoning capability consistency indicate substantial effort require enable vlm visual reasoning systematically consistently human keyphrase weak visual reasoning,1
naacl2024,Assessing Factual Reliability of Large Language Model Knowledge,Yes.,5,factual typically evaluate use accuracy yet metric capture vulnerability hallucinationinduce factor like prompt context variability,2024,June,"Keyphrase: ""Vulnerability to hallucination-inducing factors""",factual typically evaluate use accuracy yet metric capture vulnerability hallucinationinduce factor like prompt context variability keyphrase vulnerability hallucinationinduce factor,2
naacl2024,A Closer Look at the Self-Verification Abilities of Large Language Models in Logical Reasoning,Yes.,5,despite significant advancement make still struggle complex logical reasoning problem main finding suggest exist could struggle identify fallacious reasoning step accurately may fall short guarantee validity selfverification,2024,June,"Keyphrase: ""Struggles with complex logical reasoning""",despite significant advancement make still struggle complex logical reasoning problem main finding suggest exist could struggle identify fallacious reasoning step accurately may fall short guarantee validity selfverification keyphrase struggle complex logical reasoning,1
naacl2024,On Large Language ModelsÃ¢â‚¬â„¢ Hallucination with Regard to Known Facts,Yes.,5,successful factoid question also prone hallucination investigate phenomenon possess correct yet still hallucinate perspective inference dynamic,2024,June,"Keyphrase: ""Hallucination tendency""",successful factoid question also prone hallucination investigate phenomenon possess correct yet still hallucinate perspective inference dynamic keyphrase hallucination tendency,2
naacl2024,"Language Models Hallucinate, but May Excel at Fact Verification",Yes.,5,frequently Ã¢Å“hallucinateÃ¢ nonfactual analyze reliance highquality evidence well deficiency robustness generalization ability,2024,June,"Keyphrase: ""Nonfactual hallucinations and poor generalization""",frequently ãåhallucinateã nonfactual analyze reliance highquality evidence well deficiency robustness generalization ability keyphrase nonfactual hallucination poor generalization,2
naacl2024,Ensuring Safe and High-Quality Outputs: A Guideline Library Approach for Language Models,Yes.,5,exhibit impressive capability also present risk biased content generation privacy issue,2024,June,"Keyphrase: ""Biased content generation""",exhibit impressive capability also present risk bias content generation privacy issue keyphrase biased content generation,0
naacl2024,"E5: Zero-shot Hierarchical Table Analysis using Augmented LLMs via Explain, Extract, Execute, Exhibit and Extrapolate",Yes.,4,application hierarchical table constrain reliance manually curate exemplar modelÃ¢s token capacity limitation,2024,June,"Keyphrase: ""Token capacity limitation""",application hierarchical table constrain reliance manually curate exemplar modelãs token capacity limitation keyphrase token capacity limitation,3
naacl2024,"S3Eval: A Synthetic, Scalable, Systematic Evaluation Suite for Large Language Model",Yes.,5,rapid development lead great stride capability like longcontext understanding reasoning however able process long context become challenging evaluate whether acquire certain capability since length,2024,June,"Keyphrase: ""Challenges in processing long contexts""",rapid development lead great stride capability like longcontext understanding reasoning however able process long context become challenge evaluate whether acquire certain capability since length keyphrase challenge process long context,3
naacl2024,MMC: Advancing Multimodal Chart Understanding with Large-scale Instruction Tuning,Yes.,4,extensive experiment mmcbenchmark reveal limitation exist lmms correctly interpret chart even recent gptv,2024,June,"Keyphrase: ""Difficulty in interpreting charts""",extensive experiment mmcbenchmark reveal limitation exist lmms correctly interpret chart even recent gptv keyphrase difficulty interpret chart,1
naacl2024,Large Language Models Help Humans Verify Truthfulness Ã¢â‚¬â€œ Except When They Are Convincingly Wrong,Yes.,5,user read explanation significantly efficient use search engine achieve similar accuracy however overrely explanation wrong natural explanation may reliable replacement read retrieve,2024,June,"Keyphrase: ""Overreliance on unreliable explanations""",user read explanation significantly efficient use search engine achieve similar accuracy however overrely explanation wrong natural explanation may reliable replacement read retrieve keyphrase overreliance unreliable explanation,6
naacl2024,SELF-GUARD: Empower the LLM to Safeguard Itself,Yes.,4,safety training involve finetune adversarial sample activate llmÃ¢s capability jailbreak however always effective counter new attack often lead potential performance degradation safeguard hand use,2024,June,"Keyphrase: ""Vulnerability to adversarial attacks""",safety training involve finetune adversarial sample activate llmãs capability jailbreak however always effective counter new attack often lead potential performance degradation safeguard hand use keyphrase vulnerability adversarial attack,0
naacl2024,MART: Improving LLM Safety with Multi-round Automatic Red-Teaming,Yes.,4,redteame common practice mitigate unsafe behavior involve thoroughly assess identify potential flaw address responsible accurate response effective manual redteame costly exist automatic redteame typically discover safety risk,2024,June,"Keyphrase: ""Limited ability to mitigate unsafe behavior""",redteame common practice mitigate unsafe behavior involve thoroughly assess identify potential flaw address responsible accurate response effective manual redteame costly exist automatic redteame typically discover safety risk keyphrase limited ability mitigate unsafe behavior,0
