Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Cluster
emnlp2023,Oolong: Investigating What Makes Transfer Learning Hard with Controlled Studies,Yes.,5,we find that models can largely recover from syntacticstyle shifts but cannot recover from vocabulary misalignment and embedding matrix reinitialization even with continued pretraining on  million tokens,2023,December,6
emnlp2023,The Curious Case of Hallucinatory (Un)answerability: Finding Truths in the Hidden States of Over-Confident Large Language Models,Yes.,5,a primary issue arising in this context is the management of unanswerable queries by llms which often results in hallucinatory behavior due to overconfidence,2023,December,3
emnlp2023,ROBBIE: Robust Bias Evaluation of Large Generative Language Models,Yes.,4,we must develop comprehensive enough tools to measure and improve their fairness and testing llms on more datasets can potentially help us characterize their biases more fully and we explore the frequency of demographic terms in common llm pretraining corpora and how this may relate to model biases,2023,December,7
emnlp2023,Adapting Language Models to Compress Contexts,Yes.,5,transformerbased language models lms are powerful and widelyapplicable tools but their usefulness is constrained by a finite context window and the expensive computational cost of processing long text documents,2023,December,5
emnlp2023,Large Language Models are Temporal and Causal Reasoners for Video Question Answering,Yes.,5,however such priors often cause suboptimal results on videoqa by leading the model to overrely on questions ie linguistic bias while ignoring visual content this is also known as âungrounded guessesâ or âhallucinationsâ,2023,December,3
emnlp2023,TrojanSQL: SQL Injection against Natural Language Interface to Database,Yes.,4,experimental results demonstrate that both mediumsized models based on finetuning and llmbased parsers using prompting techniques are vulnerable to this type of attack with attack success rates as high as  and  respectively,2023,December,5
emnlp2023,Preserving Privacy Through Dememorization: An Unlearning Technique For Mitigating Memorization Risks In Language Models,Yes.,5,llms have shown the ability to memorize and reproduce portions of their training data when prompted by adversaries prior research has focused on addressing this memorization issue and preventing verbatim replication through techniques like knowledge unlearning and data preprocessing however these methods have limitations regarding the number of protected samples limited privacy types and potentially lowerquality generative models,2023,December,7
emnlp2023,Meta-Learning Online Adaptation of Language Models,Yes.,5,the knowledge in static language models falls out of date limiting the modelâs effective shelf life while online finetuning can reduce this degradation we find that naively finetuning on a stream of documents leads to a low level of information uptake,2023,December,5
emnlp2023,Noisy Exemplars Make Large Language Models More Robust: A Domain-Agnostic Behavioral Analysis,Yes.,5,we find that models are more sensitive to certain perturbations such as replacing words with their synonyms,2023,December,6
emnlp2023,Can Large Language Models Capture Dissenting Human Voices?,Yes.,5,we show llms exhibit limited ability in solving nli tasks and simultaneously fail to capture human disagreement distribution the inference and human alignment performances plunge even further on data samples with high human disagreement levels raising concerns about their natural language understanding nlu ability and their representativeness to a larger human population,2023,December,6
emnlp2023,Merging Generated and Retrieved Knowledge for Open-Domain QA,Yes.,4,retrieving passages from a given source is known to suffer from insufficient knowledge coverage and llms tend to hallucinate content that conflicts with the retrieved knowledge,2023,December,3
emnlp2023,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs Through a Global Prompt Hacking Competition,Yes.,5,these deployments are increasingly plagued by prompt injection and jailbreaking collectively prompt hacking in which models are manipulated to ignore their original instructions and instead follow potentially malicious ones,2023,December,4
emnlp2023,Prompting is not a substitute for probability measurements in large language models,Yes.,5,broadly we find that llmsâ metalinguistic judgments are inferior to quantities directly derived from representations furthermore consistency gets worse as the prompt query diverges from direct measurements of nextword probabilities,2023,December,6
emnlp2023,"The Effect of Scaling, Retrieval Augmentation and Form on the Factual Consistency of Language Models",Yes.,5,large language models llms make natural interfaces to factual knowledge but their usefulness is limited by their tendency to deliver inconsistent answers to semantically equivalent questions,2023,December,5
emnlp2023,HyperRouter: Towards Efficient Training and Inference of Sparse Mixture of Experts,Yes.,5,however this strategy has two key limitations,2023,December,0
emnlp2023,"Fine-tuned LLMs Know More, Hallucinate Less with Few-Shot Sequence-to-Sequence Semantic Parsing over Wikidata",Yes.,5,while large language models llms can answer many questions correctly they can also hallucinate and give wrong answers,2023,December,3
emnlp2023,Beyond Factuality: A Comprehensive Evaluation of Large Language Models as Knowledge Generators,Yes.,4,community concerns abound regarding the factuality and potential implications of using this uncensored knowledge and surprisingly our study reveals that the factuality of generated knowledge even if lower does not significantly hinder downstream tasks,2023,December,1
emnlp2023,Compressing Context to Enhance Inference Efficiency of Large Language Models,Yes.,5,however they face challenges in managing long documents and extended conversations due to significantly increased computational requirements both in memory and inference time and potential context truncation when the input exceeds the llmâs fixed context length,2023,December,5
emnlp2023,Can You Follow Me? Testing Situational Understanding for ChatGPT,Yes.,5,previous works have identified certain su limitations in nonchatbot large language models llms and find that despite the fundamental simplicity of the task the modelâs performance reflects an inability to retain correct environment states across time and performance degradation is largely because chatgpt has nonpersistent incontext memory although it can access the full dialogue history and it is susceptible to,2023,December,5
emnlp2023,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Yes.,5,large language models llms such as chatgpt are prone to generate hallucinations ie content that conflicts with the source or cannot be verified by the factual knowledge and moreover existing llms face great challenges in recognizing the hallucinations in texts,2023,December,3
emnlp2023,Enabling Large Language Models to Generate Text with Citations,Yes.,5,their generated outputs are prone to hallucination and current systems have considerable room for improvementâfor example on the eli dataset even the best models lack complete citation support  of the time,2023,December,3
emnlp2023,Counting the Bugs in ChatGPTâ€™s Wugs: A Multilingual Investigation into the Morphological Capabilities of a Large Language Model,Yes.,5,we find that chatgpt massively underperforms purposebuilt systems particularly in english overall our resultsâthrough the lens of morphologyâcast a new light on the linguistic capabilities of chatgpt suggesting that claims of humanlike language skills are premature and misleading,2023,December,6
emnlp2023,MAF: Multi-Aspect Feedback for Improving Reasoning in Large Language Models,Yes.,5,however when it comes to natural language reasoning lms still face challenges such as hallucination generating incorrect intermediate reasoning steps and making mathematical errors,2023,December,2
emnlp2023,Do Language Models Have a Common Sense regarding Time? Revisiting Temporal Commonsense Reasoning in the Era of Large Language Models,Yes.,5,our findings reveal a nuanced depiction of the capabilities and limitations of the models within temporal reasoning offering a comprehensive reference for future research in this pivotal domain,2023,December,6
emnlp2023,Evaluation of African American Language Bias in Natural Language Generation,Yes.,4,we present evidence of dialectal bias for six pretrained llms through performance gaps on these tasks,2023,December,6
emnlp2023,An Investigation of LLMsâ€™ Inefficacy in Understanding Converse Relations,Yes.,5,the results suggest that llms often resort to shortcut learning and still face challenges on our proposed benchmark,2023,December,1
emnlp2023,HiddenTables and PyQTax: A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies,Yes.,5,a myriad of different large language models llms face a common challenge in contextually analyzing table questionanswering tasks these challenges are engendered from  finite context windows for large tables  multifaceted discrepancies amongst tokenization patterns against cell boundaries and  various limitations stemming from data confidentiality in the process of using external models such as,2023,December,5
emnlp2023,"Speak, Memory: An Archaeology of Books Known to ChatGPT/GPT-4",Yes.,4,the ability of these models to memorize an unknown set of books complicates assessments of measurement validity for cultural analytics by contaminating test data we show that models perform much better on memorized books than on nonmemorized books for downstream tasks,2023,December,4
emnlp2023,Copyright Violations and Large Language Models,Yes.,5,this work explores the issue of copyright violations and large language models through the lens of verbatim memorization focusing on possible redistribution of copyrighted text,2023,December,7
emnlp2023,Symbolic Planning and Code Generation for Grounded Dialogue,Yes.,5,llms have had limited applicability in grounded taskoriented dialogue as they are difficult to steer toward task objectives and fail to handle novel grounding,2023,December,2
emnlp2023,Have LLMs Advanced Enough? A Challenging Problem Solving Benchmark For Large Language Models,Yes.,5,the typical failure modes of gpt the best model are errors in algebraic manipulation difficulty in grounding abstract concepts into mathematical equations accurately and failure in retrieving relevant domainspecific concepts,2023,December,2
emnlp2023,Task-Agnostic Low-Rank Adapters for Unseen English Dialects,Yes.,4,large language models llms are trained on corpora disproportionally weighted in favor of standard american english as a result speakers of other dialects experience significantly more failures when interacting with these technologies,2023,December,5
emnlp2023,Federated Learning of Large Language Models with Parameter-Efficient Prompt Tuning and Adaptive Optimization,Yes.,4,the training process of large language models llms generally incurs the update of significant parameters which limits the applicability of fl techniques to tackle the llms in real scenarios and prompt tuning can significantly reduce the number of parameters to update but it either incurs performance degradation or low training efficiency and the decentralized data is generally nonindependent and identically distributed,2023,December,5
emnlp2023,Active Retrieval Augmented Generation,Yes.,5,despite the remarkable ability of large language models lms to comprehend and generate language they have a tendency to hallucinate and create factually inaccurate output,2023,December,3
emnlp2023,Reasoning with Language Model is Planning with World Model,Yes.,5,however llms can still struggle with problems that are easy for humans such as generating action plans for executing tasks or performing complex math or logical reasoning this is due to llmsâ absence of an internal world model for predicting world states eg environment status variable values and simulating,2023,December,2
emnlp2023,This is not a Dataset: A Large Negation Benchmark to Challenge Large Language Models,Yes.,5,they fail to interpret negation a crucial step in natural language processing and our findings show that while llms are proficient at classifying affirmative sentences they struggle with negative sentences and lack a deep understanding of negation often relying on superficial cues and the lack of generalization in handling negation is persistent highlighting the ongoing challenges of llms,2023,December,2
emnlp2023,SOUL: Towards Sentiment and Opinion Understanding of Language,Yes.,5,experimental results indicate that soul is a challenging task for both small and large language models with a performance gap of up to  when compared to human performance furthermore evaluations conducted with both human experts and gpt highlight the limitations of the small language model in generating reasoningbased justifications,2023,December,2
emnlp2023,Detecting and Mitigating Hallucinations in Multilingual Summarisation,Yes.,5,hallucinations pose a significant challenge to the reliability of neural models for abstractive summarisation and we assess a broad range of multilingual large language models and find that they all tend to hallucinate often in languages different from english,2023,December,3
emnlp2023,EasyQuant: An Efficient Data-free Quantization Algorithm for LLMs,Yes.,5,however their expensive computations and high memory requirements are prohibitive for deployment and the quantized model was calibrated using few samples from the training data which might affect the generalization of the quantized llms to unknown cases and tasks,2023,December,5
emnlp2023,EpiK-Eval: Evaluation for Language Models as Epistemic Models,Yes.,5,evaluations across various llms reveal significant weaknesses in this domain and we contend that these shortcomings stem from the intrinsic nature of prevailing training objectives,2023,December,1
emnlp2023,Large Language Models are biased to overestimate profoundness,Yes.,5,however llms systematically overestimate the profoundness of nonsensical statements and this work provides insights into the potential biases induced by reinforcement learning from human feedback rlhf inducing an increase in the bias to overestimate the profoundness of statements,2023,December,2
emnlp2023,SummEdits: Measuring LLM Ability at Factual Reasoning Through The Lens of Summarization,Yes.,5,most llms struggle on summedits with performance close to random chance the bestperforming model gpt is still  below estimated human performance highlighting the gaps in llmsâ ability to reason about facts and detect inconsistencies when they occur,2023,December,2
emnlp2023,Do All Languages Cost the Same? Tokenization in the Era of Commercial Language Models,Yes.,4,we show evidence that speakers of a large number of the supported languages are overcharged while obtaining poorer results,2023,December,6
emnlp2023,Appraising the Potential Uses and Harms of LLMs for Medical Systematic Reviews,Yes.,5,however llms sometimes generate inaccurate and potentially misleading texts by hallucination or omission in healthcare this can make llms unusable at best and dangerous at worst and they also raised concerns regarding confidently composed but inaccurate llm outputs and other potential downstream harms including decreased accountability and proliferation of lowquality reviews,2023,December,3
emnlp2023,Large Language Models Meet Open-World Intent Discovery and Recognition: An Evaluation of ChatGPT,Yes.,5,we summarize and discuss the challenges faced by llms including clustering domainspecific understanding and crossdomain incontext learning scenarios,2023,December,1
emnlp2023,Improving Diversity of Demographic Representation in Large Language Models via Collective-Critiques and Self-Voting,Yes.,5,a crucial challenge for generative large language models llms is diversity,2023,December,7
emnlp2023,Hidding the Ghostwriters: An Adversarial Evaluation of AI-Generated Student Essay Detection,Yes.,4,the utilization of these models carries inherent risks including but not limited to plagiarism the dissemination of fake news and issues in educational exercises and the existing detectors can be easily circumvented using straightforward automatic adversarial attacks,2023,December,7
emnlp2023,Synthetic Data Generation with Large Language Models for Text Classification: Potential and Limitations,Yes.,5,the effectiveness of the llmgenerated synthetic data in supporting model training is inconsistent across different classification tasks and subjectivity at both the task level and instance level is negatively associated with the performance of the model trained on synthetic data,2023,December,1
emnlp2023,Learning from Mistakes via Cooperative Study Assistant for Large Language Models,Yes.,5,however the feedback from llm itself is often inaccurate thereby limiting its benefits,2023,December,1
emnlp2023,Conceptor-Aided Debiasing of Large Language Models,Yes.,5,pretrained large language models llms reflect the inherent social biases of their training corpus and many methods have been proposed to mitigate this issue but they often fail to debias or they sacrifice model accuracy,2023,December,7
emnlp2023,CoMPosT: Characterizing and Evaluating Caricature in LLM Simulations,Yes.,5,there is growing concern that these llm simulations are flattened caricatures of the personas that they aim to simulate failing to capture the multidimensionality of people and perpetuating stereotypes,2023,December,1
emnlp2023,Revisiting the Knowledge Injection Frameworks,Yes.,5,we find that injecting unaligned ie random knowledge tuple into the llms achieves comparable and sometimes better results than the aligned knowledge being injected and how to adapt these llms to better suit the vertical domainspecific tasks by utilizing external knowledge remains not completely solved,2023,December,6
emnlp2023,Polyglot or Not? Measuring Multilingual Encyclopedic Knowledge in Foundation Models,Yes.,4,an analysis of llamaâs errors reveals significant limitations in its ability to recall facts in languages other than english plus difficulties related to the location and gender of fact subjects,2023,December,2
emnlp2023,Integrating Language Models into Direct Speech Translation: An Inference-Time Solution to Control Gender Inflection,Yes.,4,the existing solutions to do so though effective are hardly feasible in practice as they involve dedicated model retraining on genderlabeled st data,2023,December,7
emnlp2023,StoryAnalogy: Deriving Story-level Analogies from Large Language Models to Unlock Analogical Understanding,Yes.,5,interestingly we find that the analogy identification tasks are incredibly difficult not only for sentence embedding models but also for the recent large language models llms such as chatgpt and llama,2023,December,6
emnlp2023,An Empirical Study of Translation Hypothesis Ensembling with Large Language Models,Yes.,4,large language models llms are becoming a onefitsmany solution but they sometimes hallucinate or produce unreliable output,2023,December,5
emnlp2023,FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,Yes.,5,evaluating the factuality of longform text generated by large language models lms is nontrivial because  generations often contain a mixture of supported and unsupported pieces of information making binary judgments of quality inadequate and  human evaluation is timeconsuming,2023,December,5
emnlp2023,Calc-X and Calcformers: Empowering Arithmetical Chain-of-Thought through Interaction with Symbolic Systems,Yes.,5,language models are notoriously inclined to make factual errors in tasks requiring arithmetic computation,2023,December,2
emnlp2023,StereoMap: Quantifying the Awareness of Human-like Stereotypes in Large Language Models,Yes.,4,large language models llms have been observed to encode and perpetuate harmful associations present in the training data and this study contributes to the understanding of how llms perceive and represent social groups shedding light on their potential biases and the perpetuation of harmful associations,2023,December,7
emnlp2023,Large Language Models Only Pass Primary School Exams in Indonesia: A Comprehensive Test on IndoMMLU,Yes.,5,our empirical evaluations show that gpt only manages to pass the indonesian primary school level with limited knowledge of local indonesian languages and culture,2023,December,6
emnlp2023,Large Language Models: The Need for Nuance in Current Debates and a Pragmatic Perspective on Understanding,Yes.,5,critically assess three points recurring in critiques of llm capacities,2023,December,1
emnlp2023,Question Answering as Programming for Solving Time-Sensitive Questions,Yes.,5,our experiments reveal that the aforementioned problems still pose a significant challenge to existing llms this can be attributed to the llmsâ inability to perform rigorous reasoning based on surfacelevel text semantics,2023,December,2
emnlp2023,Context Compression for Auto-regressive Transformers with Sentinel Tokens,Yes.,5,the quadratic complexity of the attention module makes it gradually become the bulk of compute in transformerbased llms during generation moreover the excessive keyvalue cache that arises when dealing with long inputs also brings severe issues on memory footprint and inference latency,2023,December,5
emnlp2023,MoPe: Model Perturbation based Privacy Attacks on Language Models,Yes.,5,recent work has shown that large language models llms can unintentionally leak sensitive information present in their training data,2023,December,7
emnlp2023,Empower Nested Boolean Logic via Self-Supervised Curriculum Learning,Yes.,5,we find that any pretrained language models even including large language models only behave like a random selector in the face of multinested boolean logic a task that humans can handle with ease,2023,December,6
emnlp2023,KCTS: Knowledge-Constrained Tree Search Decoding with Token-Level Hallucination Detection,Yes.,5,large language models llms have demonstrated remarkable humanlevel natural language generation capabilities however their potential to generate misinformation often called the hallucination problem poses a significant risk to their deployment,2023,December,3
emnlp2023,Language Models with Rationality,Yes.,5,this lack of interpretability is a growing impediment to widespread use of llms and resolve inconsistencies that may exist,2023,December,1
emnlp2023,Mitigating Temporal Misalignment by Discarding Outdated Facts,Yes.,5,while large language models are able to retain vast amounts of world knowledge seen during pretraining such knowledge is prone to going out of date and is nontrivial to update,2023,December,5
emnlp2023,FANToM: A Benchmark for Stress-testing Machine Theory of Mind in Interactions,Yes.,5,we show that fantom is challenging for stateoftheart llms which perform significantly worse than humans even with chainofthought reasoning or finetuning,2023,December,2
emnlp2023,Assessing Step-by-Step Reasoning against Lexical Negation: A Case Study on Syllogism,Yes.,5,we observed that dozens of modern llms were not robust against lexical negation eg plausibleâimplausible when performing cotstyle reasoning and the results highlight unique limitations in each llm family,2023,December,2
emnlp2023,Dr ChatGPT tell me what I want to hear: How different prompts impact health answer correctness,Yes.,5,reveal that knowledge passed in the prompt can bias the model to the detriment of answer correctness,2023,December,4
emnlp2023,CRAB: Assessing the Strength of Causal Relationships Between Real-world Events,Yes.,5,find that models perform worse on causal reasoning when events are derived from complex causal structures compared to simple linear causal chains,2023,December,4
emnlp2023,Hallucination Detection for Generative Large Language Models by Bayesian Sequential Estimation,Yes.,5,the propensity of llms to generate inaccurate or nonfactual content termed âœhallucinationsâ remains a significant challenge,2023,December,3
emnlp2023,MQuAKE: Assessing Knowledge Editing in Language Models via Multi-Hop Questions,Yes.,5,current knowledgeediting approaches can recall edited facts accurately they fail catastrophically on the constructed multihop questions,2023,December,2
emnlp2023,Consistency Analysis of ChatGPT,Yes.,5,prompt designing fewshot learning and employing larger large language models llms are unlikely to be the ultimate solution to resolve the inconsistency issue of llms,2023,December,5
emnlp2023,Mitigating Societal Harms in Large Language Models,Yes.,5,we will provide an overview of potential social issues in language generation including toxicity social biases misinformation factual inconsistency and privacy violations,2023,December,7
emnlp2023,H2O Open Ecosystem for State-of-the-art Large Language Models,Yes.,5,llms represent a revolution in ai however they also pose many significant risks such as the presence of biased private copyrighted or harmful text,2023,December,7
emnlp2023,FLEEK: Factual Error Detection and Correction with Evidence Retrieved from External Knowledge,Yes.,5,llmsâ inability to attribute their claims to external knowledge and their tendency to hallucinate makes it difficult to rely on their responses,2023,December,3
emnlp2023,CLEVA: Chinese Language Models EVAluation Platform,Yes.,4,the absence of a comprehensive chinese benchmark that thoroughly assesses a modelâs performance the unstandardized and incomparable prompting procedure and the prevalent risk of contamination pose major challenges in the current evaluation of chinese llms,2023,December,1
emnlp2023,LM-Polygraph: Uncertainty Estimation for Language Models,Yes.,5,however a significant challenge arises as these models often âœhallucinateâ ie fabricate facts without providing users an apparent means to discern the veracity of their statements,2023,December,3
emnlp2023,CarExpert: Leveraging Large Language Models for In-Car Conversational Question Answering,Yes.,5,leveraging llms for domainspecific question answering suffers from severe limitations the generated answer tends to hallucinate due to the training data collection time when using offtheshelf complex user utterance and wrong retrieval in retrievalaugmented generation furthermore due to the,2023,December,3
emnlp2023,DELPHI: Data for Evaluating LLMsâ€™ Performance in Handling Controversial Issues,Yes.,4,this dataset presents challenges concerning knowledge recency safety fairness and bias,2023,December,1
naacl2024,Assessing Logical Puzzle Solving in Large Language Models: Insights from a Minesweeper Case Study,Yes.,5,despite these advancements it remains an open question whether llms are fundamentally capable of reasoning and planning or if they primarily rely on recalling and synthesizing information from their training data and our experiments including trials with the advanced gpt model indicate that while llms possess the foundational abilities required for this task they struggle to integrate these into a coherent,2024,June,2
naacl2024,Measuring and Improving Chain-of-Thought Reasoning in Vision-Language Models,Yes.,5,even the bestperforming model is unable to demonstrate strong visual reasoning capabilities and consistency indicating that substantial efforts are required to enable vlms to perform visual reasoning as systematically and consistently as humans,2024,June,2
naacl2024,Head-to-Tail: How Knowledgeable are Large Language Models (LLMs)? A.K.A. Will LLMs Replace Knowledge Graphs?,Yes.,5,we show that existing llms are still far from being perfect in terms of their grasp of factual knowledge especially for facts of torsototail entities,2024,June,2
naacl2024,Embrace Divergence for Richer Insights: A Multi-document Summarization Benchmark and a Case Study on Summarizing Diverse Information from News Articles,Yes.,5,our analyses suggest that despite the extraordinary capabilities of llms in singledocument summarization the proposed task remains a complex challenge for them mainly due to their limited coverage with gpt only able to cover under  of the diverse information on average,2024,June,2
naacl2024,An Examination of the Compositionality of Large Generative Vision-Language Models,Yes.,4,we identify the syntactical bias in current benchmarks which is exploited by the linguistic capability of gvlms the bias renders visualgptscore an insufficient metric for assessing gvlms,2024,June,6
naacl2024,Assessing Factual Reliability of Large Language Model Knowledge,Yes.,5,the factual knowledge of llms is typically evaluated using accuracy yet this metric does not capture the vulnerability of llms to hallucinationinducing factors like prompt and context variability,2024,June,1
naacl2024,A Closer Look at the Self-Verification Abilities of Large Language Models in Logical Reasoning,Yes.,5,despite significant advancements made by large language models llms they still struggle with complex logical reasoning problems and our main findings suggest that existing llms could struggle to identify fallacious reasoning steps accurately and may fall short of guaranteeing the validity of selfverification methods,2024,June,2
naacl2024,On Large Language Modelsâ€™ Hallucination with Regard to Known Facts,Yes.,5,large language models are successful in answering factoid questions but are also prone to hallucination and we investigate the phenomenon of llms possessing correct answer knowledge yet still hallucinating from the perspective of inference dynamics,2024,June,3
naacl2024,"Language Models Hallucinate, but May Excel at Fact Verification",Yes.,5,llms frequently âœhallucinateâ resulting in nonfactual outputs and analyze the reliance of these llms on highquality evidence as well as their deficiencies in robustness and generalization ability,2024,June,3
naacl2024,Ensuring Safe and High-Quality Outputs: A Guideline Library Approach for Language Models,Yes.,5,large language models llms exhibit impressive capabilities but also present risks such as biased content generation and privacy issues,2024,June,7
naacl2024,"E5: Zero-shot Hierarchical Table Analysis using Augmented LLMs via Explain, Extract, Execute, Exhibit and Extrapolate",Yes.,4,their application to hierarchical tables is constrained by the reliance on manually curated exemplars and the modelâs token capacity limitations,2024,June,5
naacl2024,"S3Eval: A Synthetic, Scalable, Systematic Evaluation Suite for Large Language Model",Yes.,5,the rapid development of large language models llms has led to great strides in model capabilities like longcontext understanding and reasoning however as llms are able to process longer contexts it becomes more challenging to evaluate whether they have acquired certain capabilities since the length,2024,June,5
naacl2024,MMC: Advancing Multimodal Chart Understanding with Large-scale Instruction Tuning,Yes.,4,extensive experiments on mmcbenchmark reveal the limitations of existing lmms on correctly interpreting charts even for the most recent gptv model,2024,June,2
naacl2024,Large Language Models Help Humans Verify Truthfulness â€“ Except When They Are Convincingly Wrong,Yes.,5,users reading llm explanations are significantly more efficient than those using search engines while achieving similar accuracy however they overrely on the llms when the explanation is wrong and natural language explanations by llms may not be a reliable replacement for reading the retrieved,2024,June,2
naacl2024,SELF-GUARD: Empower the LLM to Safeguard Itself,Yes.,4,safety training involves finetuning the llm with adversarial samples which activate the llmâs capabilities against jailbreak however it is not always effective in countering new attacks and often leads to potential performance degradation and safeguards on the other hand are methods using,2024,June,1
naacl2024,MART: Improving LLM Safety with Multi-round Automatic Red-Teaming,Yes.,4,redteaming is a common practice for mitigating unsafe behaviors in large language models llms which involves thoroughly assessing llms to identify potential flaws and addressing them with responsible and accurate responses while effective manual redteaming is costly and existing automatic redteaming typically discovers safety risks,2024,June,7
naacl2024,Are Multilingual LLMs Culturally-Diverse Reasoners? An Investigation into Multicultural Proverbs and Sayings,Yes.,5,our experiments reveal that,2024,June,6
naacl2024,The Colorful Future of LLMs: Evaluating and Improving LLMs as Emotional Supporters for Queer Youth,Yes.,5,however they tend to be generic not empathetic enough and lack personalization resulting in nonreliable and potentially harmful advice,2024,June,1
naacl2024,ReTA: Recursively Thinking Ahead to Improve the Strategic Reasoning of Large Language Models,Yes.,5,experimental results demonstrate that existing stateoftheart llms and reasoning schemes are largely ineffective for strategic reasoning tasks,2024,June,2
naacl2024,"First Tragedy, then Parse: History Repeats Itself in the New Era of Large Language Models",Yes.,4,we argue that disparities in scale are transient and researchers can work to reduce them that data rather than hardware is still a bottleneck for many applications that meaningful realistic evaluation is still an open problem and that there is still room for speculative approaches,2024,June,1
naacl2024,Found in the Middle: Permutation Self-Consistency Improves Listwise Ranking in Large Language Models,Yes.,5,large language models llms exhibit positional bias in how they use context which especially affects listwise ranking,2024,June,5
naacl2024,How Well Do Large Language Models Truly Ground?,Yes.,5,to reduce issues like hallucinations and lack of control in large language models llms and we perform experiments across  llms of different sizes and training methods and provide insights into factors that influence grounding performance,2024,June,6
naacl2024,How Trustworthy are Open-Source LLMs? An Assessment under Malicious Demonstrations Shows their Vulnerabilities,Yes.,5,however there is still a limited understanding of their trustworthiness and scrutinizing them across eight different aspects including toxicity stereotypes ethics hallucination fairness sycophancy privacy and robustness against adversarial demonstrations and our result analysis reveals that models with superior performance in general nlp tasks do not always have greater trustworthiness in fact larger,2024,June,7
naacl2024,Paraphrase and Solve: Exploring and Exploiting the Impact of Surface Form on Mathematical Reasoning in Large Language Models,Yes.,5,we find that subtle alterations in the surface form can significantly impact the answer distribution and the solve rate exposing the language modelâs lack of robustness and sensitivity to the surface form in reasoning through complex problems,2024,June,6
naacl2024,Do Localization Methods Actually Localize Memorized Data in LLMs? A Tale of Two Benchmarks,Yes.,4,methods for localization have never been systematically and directly evaluated and even successful methods identify neurons that are not specific to a single memorized sequence,2024,June,4
naacl2024,Fair Abstractive Summarization of Diverse Perspectives,Yes.,4,experiments show that both the modelgenerated and the humanwritten reference summaries suffer from low fairness,2024,June,7
naacl2024,Confronting LLMs with Traditional ML: Rethinking the Fairness of Large Language Models in Tabular Classifications,Yes.,5,llms have been shown to exhibit harmful social biases that reflect the stereotypes and inequalities present in society and llms tend to inherit social biases from their training data which significantly impact their fairness in tabular classification tasks and the social,2024,June,7
naacl2024,Ada-LEval: Evaluating long-context LLMs with length-adaptable benchmarks,Yes.,5,the evaluation results demonstrate the limitations of current llms especially in ultralongcontext settings,2024,June,1
naacl2024,TRAQ: Trustworthy Retrieval Augmented Question Answering via Conformal Prediction,Yes.,5,large language models llms frequently generate incorrect responses based on madeup facts which are called hallucinations,2024,June,3
naacl2024,On-the-fly Definition Augmentation of LLMs for Biomedical NER,Yes.,5,despite their general capabilities llms still struggle on biomedical ner tasks which are difficult due to the presence of specialized terminology and lack of training data,2024,June,2
naacl2024,"This Land is Your, My Land: Evaluating Geopolitical Bias in Language Models through Territorial Disputes",Yes.,5,we show that llms recall certain geographical knowledge inconsistently when queried in different languagesâa phenomenon we term geopolitical bias and use the proposed metrics to discover numerous inconsistencies in how these models respond in different languages and highlights how brittle llms are and how they tailor their responses depending on cues from the interaction context,2024,June,6
naacl2024,Towards Improved Multi-Source Attribution for Long-Form Answer Generation,Yes.,5,current llms struggle with attribution for longform responses which require reasoning over multiple evidence sources,2024,June,2
naacl2024,Can Knowledge Graphs Reduce Hallucinations in LLMs? : A Survey,Yes.,5,the contemporary llms are prone to producing hallucinations stemming mainly from the knowledge gaps within the models,2024,June,3
naacl2024,LM-Infinite: Zero-Shot Extreme Length Generalization for Large Language Models,Yes.,5,todayâs large language models llms typically train on short text segments eg k tokens due to the quadratic complexity of their transformer architectures as a result their performance suffers drastically on inputs longer than those encountered during training substantially limiting their applications in realworld,2024,June,5
naacl2024,Enhancing Contextual Understanding in Large Language Models through Contrastive Decoding,Yes.,5,large language models llms tend to inadequately integrate input context during text generation relying excessively on encoded prior knowledge in model parameters potentially resulting in generated text with factual inconsistencies or contextually unfaithful content,2024,June,5
naacl2024,Fixing Rogue Memorization in Many-to-One Multilingual Translators of Extremely-Low-Resource Languages by Rephrasing Training Samples,Yes.,5,however we also found that manytoone multilingual systems have a tendency to learn a rogue strategy of storing output strings from the training data in the llm structure and retrieving them instead of performing actual translations,2024,June,6
naacl2024,Flames: Benchmarking Value Alignment of LLMs in Chinese,Yes.,4,there is still a significant gap in llmsâ deeper alignment with human values and achieving genuine harmlessness and our findings indicate that all the evaluated llms demonstrate relatively poor performance on flames particularly in the safety and fairness dimensions,2024,June,1
naacl2024,Effective Long-Context Scaling of Foundation Models,Yes.,5,we delve into llamaâs position encodings and discuss its key limitation in modeling long data,2024,June,5
naacl2024,Aligning as Debiasing: Causality-Aware Alignment via Reinforcement Learning with Interventional Feedback,Yes.,5,large language models llms often generate biased outputs containing offensive toxic or stereotypical text,2024,June,7
naacl2024,Fake Alignment: Are LLMs Really Aligned Well?,Yes.,5,this study investigates an underexplored issue about the evaluation of llms namely the substantial discrepancy in performance between multiplechoice questions and openended questions,2024,June,1
