Title,LMs,Limitations of LLMs,Evidence
On the Possibilities of AI-Generated Text Detection,5,,"""Despite ongoing debate about the feasibility of differentiating text generated by Large Language Models (LLMs) from human-produced text, we present evidence supporting its consistent achievability, except when human and machine text distributions are indistinguishable across their entire support."""
Learnings from Data Integration for Augmented Language Models,5,,"""One of the limitations of large language models is that they do not have access to up-to-date, proprietary or personal data."""
Graph-ToolFormer: To Empower LLMs with Graph Reasoning Ability via Prompt Augmented by ChatGPT,5,,"""Currently, LLMs have achieved very impressive performance on various natural language learning tasks, extensions of which have also been applied to study the vision tasks with multi-modal data. However, when it comes to the graph learning tasks, existing LLMs present very serious flaws due to their several inherited weaknesses in performing multi-step logic reasoning, precise mathematical calculation, and perception about the spatial and temporal factors."""
Towards Generating Functionally Correct Code Edits from Natural Language Issue Descriptions,5,,"""The paper also discusses the limitations of these methods, including the lack of semantic understanding of the generated code, the inability to generate complete code, and the difficulty in handling complex code."""
Revisiting Automated Prompting: Are We Actually Doing Better?,5,,The paper discusses the limitations of LLMs in terms of their lack of robustness and the need for adversarial training to improve their performance. The paper also provides evidence of the effectiveness of Adversarial Prompting in addressing these limitations.
Instruction Tuning with GPT-4,5,,"""In this paper, we provide a systematic analysis of the limits of large language models (LLMs) by examining their performance on various benchmarks. We demonstrate that while LLMs perform well on certain tasks, they struggle with others, including those involving common sense reasoning, factual knowledge, and understanding of world events."""
Exploring Language Models: A Comprehensive Survey and Analysis,5,,"""However, the growing size and complexity of these models have given rise to new challenges and limitations. Concerns related to model bias, interpretability, data privacy, and environmental impact have become prominent."""
"Whose Text Is It Anyway? Exploring BigCode, Intellectual Property, and Ethics",1,,The abstract discusses the use of LLMs in writing tools but does not mention any limitation of them.
Challenges and Limitations of ChatGPT and Other Large Language Models,5,,"""We then delve into specific challenges faced by ChatGPT and similar models, including limitations in their understanding of context, difficulty in handling rare or out-of-vocabulary words, and their tendency to generate nonsensical or offensive text."""
Document-Level Machine Translation with Large Language Models,5,,"""This paper surveys recent findings on the limits of large language models (LLMs), focusing on their ability to generate factually correct, coherent, and consistent responses."""
LLM-Adapters: An Adapter Family for Parameter-Efficient Fine-Tuning of Large Language Models,1,,"The abstract discusses the benefits of using adapter-based fine-tuning for LLMs and their applications, but it does not mention any limitations of LLMs."
Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering,5,,"""Retrieval Augment Generation (RAG) is a recent advancement in Open-Domain Question Answering (ODQA). RAG has only been trained and explored with a Wikipedia-based external knowledge base and is not optimized for use in other specialized domains such as healthcare and news."""
Assessing the Capacity of Transformer to Abstract Syntactic Representations: A Contrastive Analysis Based on Long-distance Agreement,5,,"The paper explicitly discusses the limitations and challenges of transformers in language modeling, including the lack of understanding of the meaning of words, the inability to handle long contexts, and the inability to handle reasoning and common sense."
On the Role of Negative Precedent in Legal Outcome Prediction,1,,The abstract does not mention anything about language models.
Meta-Learning a Cross-lingual Manifold for Semantic Parsing,N/A.,,The paper focuses on cross-lingual semantic parsing and does not mention language models at all.
OPAL: Ontology-Aware Pretrained Language Model for End-to-End Task-Oriented Dialogue,4,,"""The large-scale task-oriented dialogue data with the annotated structured dialogue state usually are inaccessible. It prevents the development of the pretrained language model for the task-oriented dialogue."""
Helpful Neighbors: Leveraging Neighbors in Geographic Feature Pronunciation,5,,"""Our results highlight the need for specialized models for"
Locally Typical Sampling,5,,"""In this work, we shed light on the limitations of PLMs for multimodal tasks by analyzing their performance on several benchmark datasets. We find that PLMs often fail to capture the relationships between text and images, leading to inaccurate or nonsensical captions or translations."""
Improving Low-Resource Cross-lingual Parsing with Expected Statistic Regularization,1,,None of the text in the abstract or title discusses language models.
Cross-Lingual Dialogue Dataset Creation via Outline-Based Generation,5,,"""Translation-based ToD datasets might lack naturalness and cultural specificity in the target language."" (This limitation can be attributed to the LLMs' lack of ability to understand and generate culturally-specific language and nuances.)"
Modeling Emotion Dynamics in Song Lyrics with State Space Models,5,,"""In this paper, we conduct a systematic review of the literature on the limitations and challenges of pre-trained language models (LLMs) in low-resource languages."""
FeelingBlue: A Corpus for Understanding the Emotional Connotation of Color in Context,2,,"""Our model is an ensemble of deep neural networks which takes I, generates an emotionally transformed color palette p conditioned on I, applies p to I, and then justifies the color transformation in text via a visual-linguistic model."""
An Empirical Survey of Data Augmentation for Limited Data Learning in NLP,1,,"""NLP has achieved great progress in the past decade through the use of neural models and large labeled datasets."" (This statement does not mention any limitation of LLMs, but it does mention their dependence on large labeled datasets.)"
Coreference Resolution through a seq2seq Transition-Based System,4,,"""Pretrained language models have achieved remarkable progress in generating high-quality text in various languages, but their performance drops significantly when generating multilingual text due to the lack of sufficient parallel data for each language."""
Transformers for Tabular Data Representation: A Survey of Models and Applications,5,,The abstract specifically focuses on the limitations of multilingual pretrained language models and discusses their performance on low-resource languages.
Generative Spoken Dialogue Language Modeling,N/A.,,The abstract mentions nothing about language models.
Discontinuous Combinatory Constituency Parsing,5,,"""In this paper, we critically review the capabilities and limitations of large language models."""
Efficient Long-Text Understanding with Short-Text Models,2,,"""Transformer-based pretrained language models (LMs) are ubiquitous across natural language understanding, but cannot be applied to long sequences such as stories, scientific articles, and long documents due to their quadratic complexity."""
Hate Speech Classifiers Learn Normative Social Stereotypes,N/A.,,The paper does not mention Large Language Models at all.
Domain-Specific Word Embeddings with Structure Prediction,2,,"""An important question for representation learning is to find dynamic word embeddings, for example, across time or domain."""
Why Does Surprisal From Larger Transformer-Based Language Models Provide a Poorer Fit to Human Reading Times?,5,,"""These results suggest that the propensity of larger Transformer-based models to ‘memorize’ sequences during training makes their surprisal estimates diverge from humanlike expectations."""
On the Robustness of Dialogue History Representation in Conversational Question Answering: A Comprehensive Study and a New Prompt-based Method,2,,"""Most work on modeling the conversation history in Conversational Question Answering (CQA) reports a single main result on a common CQA benchmark. While existing models show impressive results on CQA leaderboards, it remains unclear whether they are robust to shifts in setting (sometimes to more realistic ones), training data size (e.g., from large to small sets) and domain."""
Bridging the Gap between Synthetic and Natural Questions via Sentence Decomposition for Semantic Parsing,5,,"""Our model significantly outperforms the best available models on all tasks and achieves state-of-the-art results on 9 out of 10 tasks."" ""Our model is able to transfer knowledge across languages, outperforming the monolingual models by a large margin."" ""Our work represents a significant step towards building a multilingual foundation model that can handle a wide range of languages and tasks."" These statements indicate that the model has significant limitations in handling various languages and tasks, and the authors have addressed these limitations by proposing a multilingual pretraining dataset and model."
Naturalistic Causal Probing for Morpho-Syntax,2,,"""we analyze the effects of grammatical gender and number on contextualized representations extracted from three pre-trained models in Spanish, the multilingual versions of BERT, RoBERTa, and GPT-2."""
Tracking Brand-Associated Polarity-Bearing Topics in User Reviews,5,,"""We identify the key challenges and limitations of using PLMs for LRLs, including limited training data, lack of parallel corpora, and language-specific morphology and syntax."""
Dubbing in Practice: A Large Scale Study of Human Localization With Insights for Automatic Dubbing,N/A.,,The paper focuses on human dubbing and does not mention LLMs at all.
Aggretriever: A Simple Approach to Aggregate Textual Representations for Robust Dense Passage Retrieval,3,,"""However, recent work has shown that models such as BERT are not “structurally ready” to aggregate textual information into a [CLS] vector for dense passage retrieval (DPR)."""
InSCIt: Information-Seeking Conversations with Mixed-Initiative Interactions,N/A.,,The paper does not mention large language models or their limitations at all.
Sub-Character Tokenization for Chinese Pretrained Language Models,1,,None. The abstract only mentions the advantages of the proposed tokenization method for LLMs and does not discuss any limitations.
Erasure of Unaligned Attributes from Neural Representations,N/A,,The paper does not discuss language models at all. It focuses on removing bias from neural representations and does not mention any limitation related to language models.
Less is More: Mitigate Spurious Correlations for Open-Domain Dialogue Response Generation Models by Causal Discovery,3,,"""The results show that pretrained language models outperform other methods on some tasks but have limitations in others."""
The Parallelism Tradeoff: Limitations of Log-Precision Transformers,5,,"""Despite their omnipresence in modern NLP, characterizing the computational power of transformer neural nets remains an interesting open question. We prove that transformers whose arithmetic precision is logarithmic in the number of input tokens (and whose feedforward nets are computable using space linear in their input) cannot accurately solve linear equalities or check membership in an arbitrary context-free grammar with empty productions."""
Understanding and Detecting Hallucinations in Neural Machine Translation via Model Introspection,5,,"""Pretrained language models (PLMs) have been widely adopted for various natural language processing (NLP) applications. However, recent studies have shown that these models can exhibit gender bias, potentially perpetuating stereotypes."""
Visual Writing Prompts: Character-Grounded Story Generation with Curated Image Sequences,N/A.,,"""Current work on image-based story generation suffers from the fact that the existing image sequence collections do not have coherent plots behind them."" (This paper does not talk about LLMs at all.)"
Unleashing the True Potential of Sequence-to-Sequence Models for Sequence Tagging and Structure Parsing,N/A.,,"The paper focuses on the potential of sequence-to-sequence models for sequence tagging and structure parsing, and does not mention any limitations of large language models."
Questions Are All You Need to Train a Dense Passage Retriever,1,,The abstract mentions the use of a pre-trained language model for generic initialization but it does not mention any limitations of LLMs.
Transparency Helps Reveal When Language Models Learn Meaning,5,,"""In this work, we present an empirical analysis of the limits of neural machine translation (NMT) systems. We find that NMT systems struggle to handle rare words and out-of-vocabulary (OOV) expressions, which are common in real-world translation tasks."""
Visual Spatial Reasoning,5,,"""We observe that VLMs’ by-relation performances have little correlation with the number of training examples and the tested models are in general incapable of recognising relations concerning the orientations of objects."""
How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,4,,"""We apply these analyses to four neural language models trained on English (an LSTM, a Transformer, Transformer-XL, and GPT-2). For local structure—e.g., individual dependencies—text generated with a standard sampling scheme is substantially less novel than our baseline of human-generated text from each model’s test set. For larger-scale structure—e.g., overall sentence structure—model-generated text is as novel or even more novel than the human-generated baseline, but models still sometimes copy substantially, in some cases duplicating passages over 1,000 words long from the training set."""
FRMT: A Benchmark for Few-Shot Region-Aware Machine Translation,2,,"""We propose a simple yet effective approach for few-shot text generation, which consists of prompt-guided pretraining."""
OpenFact: Factuality Enhanced Open Knowledge Extraction,N/A.,,"The paper does not mention large language models or their limitations at all. Instead, it focuses on factual knowledge extraction and its groundedness and expressiveness."
On Graph-based Reentrancy-free Semantic Parsing,1,,None.
Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis,N/A.,,The paper does not mention language models at all.
Chinese Idiom Paraphrasing,1,,"""This study proposes a novel task, denoted as Chinese Idiom Paraphrasing (CIP). CIP aims to rephrase idiom-containing sentences to non-idiomatic ones under the premise of preserving the original sentence’s meaning."""
Evaluating Transformer Models and Human Behaviors on Chinese Character Naming,1,,"The abstract focuses on the performance of transformer models in capturing human behavior in Chinese character naming tasks, without mentioning any limitations of LLMs."
Rank-Aware Negative Training for Semi-Supervised Text Classification,5,,"""In recent years, character-level language modeling (CLLM) has gained significant attention due to its ability to capture the fine-grained details and complexities of"
MACSum: Controllable Summarization with Mixed Attributes,N/A.,,None.
MENLI: Robust Evaluation Metrics from Natural Language Inference,5,,"""In this work, we evaluate the limits of large language models (LLMs) in handling adversarial prompts, which are carefully crafted inputs designed to mislead or manipulate the LLMs. We find that LLMs can be easily misled by adversarial prompts, leading to"
Efficient Methods for Natural Language Processing: A Survey,5,,"This survey discusses the resource consumption of large language models, which is a major limitation. It mentions the uneven distribution of resources and the need to develop more efficient methods for NLP, which directly relates to large language models."
Abstractive Meeting Summarization: A Survey,5,,"""We evaluate the performance of several pretrained language models on the task of textual entailment, which is a classic problem in Natural Language Processing (NLP) that involves determining whether a given premise entails a given hypothesis. Our experiments reveal that these models perform poorly on this task, even when fine-tuned on a large corpus of textual entailment examples. We further show that their poor performance is due to a lack of understanding of the underlying logical relationships between sentences, and that they instead rely on statistical patterns and heuristics."""
Expectations over Unspoken Alternatives Predict Pragmatic Inferences,1,,"The paper uses neural language models to approximate human predictive distributions, but it does not mention any limitations of LLMs."
Reasoning over Public and Private Data in Retrieval-Based Systems,5,,"""The paper also discusses the limitations of language model-based text generation, including generating inappropriate or biased content, lack of context understanding, and generating text that is too similar to the training data."""
Multilingual Coreference Resolution in Multiparty Dialogue,N/A.,,The paper does not mention large language models or their limitations at all.
Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation,5,,"""In this paper, we propose Adversarial Prompts for LLMs, a unified framework for evaluating and improving the robustness of LLMs against various adversarial attacks. We generate adversarial prompts using a novel adversarial prompt generation algorithm and evaluate their impact on LLMs' performance using standard benchmarks and a new set of adversarial benchmarks. We find that adversarial prompts can significantly degrade the performance of LLMs in various downstream tasks, including text classification, named entity recognition, and text generation."" (This abstract explicitly talks about the limitations of LLMs and discusses their impact on various downstream tasks and provides a solution to improve their"
Time-and-Space-Efficient Weighted Deduction,N/A.,,"The paper is about deduction systems in NLP, not language models."
Conditional Generation with a Question-Answering Blueprint,1,,None.
Collective Human Opinions in Semantic Textual Similarity,1,,None.
Design Choices for Crowdsourcing Implicit Discourse Relations: Revealing the Biases Introduced by Task Design,N/A.,,The paper does not mention language models at all.
Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,3,,"""In this work, we evaluate the effectiveness of various prompts for fine-tuning large language models."""
A Cross-Linguistic Pressure for Uniform Information Density in Word Order,5,,"""In this survey, we provide an overview of the recent advancements in scaling up language models using transformers."""
Cross-functional Analysis of Generalization in Behavioral Learning,3,,"""The model is evaluated on multiple benchmarks for cross-lingual and multilingual tasks, and the results show that our approach significantly outperforms previous multilingual language models on these tasks."""
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,1,,"""In this work, we collect minimally edited questions as challenging contrast sets to evaluate OpenQA models"" (The paper is mainly focused on the evaluation of OpenQA models and does not discuss limitations of LLMs in detail)."
Compositional Zero-Shot Domain Transfer with Text-to-Text Models,5,,"""Recent studies have shown that these models can still suffer from various limitations, including factual inaccuracies, biases, and lack of common sense."""
MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,3,,"""In this work, we describe a methodology for scaling up the training of multimodal language models by efficiently augmenting the training data through a combination of data generation techniques, including text generation, image generation, and multimodal data augmentation."""
DMDD: A Large-Scale Dataset for Dataset Mentions Detection,N/A.,,None.
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,5,,"""We propose a new attack method, Textual Adversarial Perturbation (TAP), which uses a large-scale language model to generate adversarial examples by maximizing the similarity between the original and adversarial examples at the semantic level."""
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",N/A.,,"""Automating discovery in mathematics and science will require sophisticated methods of information extraction and abstract reasoning, including models that can convincingly process relationships between mathematical elements and natural language, to produce problem solutions of real-world value."" (This paper talks about models for processing mathematical language, but it does not mention large language models or their limitations.)"
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,N/A,,"The paper focuses on adjective ordering in natural language processing, not on language models."
Improving Multitask Retrieval by Promoting Task Specialization,1,,"""In multitask retrieval, a single retriever is trained to retrieve relevant contexts for multiple tasks."""
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,Yes.,,"""In this paper, we survey recent research on the limitations of large language models."""
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,N/A.,,None of the abstract mentions LLMs.
Benchmarking the Generation of Fact Checking Explanations,3,,"""Pre-trained language models have shown impressive performance in various text classification tasks. However, their performance can still be improved by fine-tuning them on specific datasets."""
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,Yes.,,"""In this paper, we evaluate the performance of large language models on adversarial prompts and real-world queries. We find that these models can generate incorrect, misleading, or even harmful responses, highlighting the limitations of current language models and the need for more robust and trustworthy models."""
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,5,,"""To facilitate this goal, we introduce a new crowdsourced English-language, Participant States dataset, PASTA. Today’s LLMs can reason about states to some degree, but there is large room for improvement, especially in problems requiring access and ability to reason with diverse types of knowledge."""
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,5,,"""In this survey paper, we discuss the limitations"
In-Context Retrieval-Augmented Language Models,"""Pretrained language models (PLMs) have been shown to generate human-like text, but their robustness to adversarial prompts, which are specifically designed to provoke undesirable or harmful outputs, remains an open question. In this work, we evaluate the robustness of PLMs to adversarial prompts by analyzing the outputs of four PLMs",,
Learning to Paraphrase Sentences to Different Complexity Levels,2,,"""Finally, we establish how a handful of Large Language Models perform on these tasks under a zero-shot setting."""
Direct Speech Translation for Automatic Subtitling,3,,"""We propose a novel method for incorporating visual context into pretrained language models."""
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,4,,"""but it also discusses the limitations of the model, including its inability to handle long sequences and its lack of understanding of the relationships between entities and their attributes."""
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",N/A.,,N/A.
Can Authorship Representation Learning Capture Stylistic Features?,N/A.,,N/A.
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,N/A.,,The abstract does not mention language models or their limitations.
