Title,LMs,Limitations of LLMs,Evidence
Visual Writing Prompts: Character-Grounded Story Generation with Curated Image Sequences,2.,,"""We improve visual story generation by producing a new image-grounded dataset, Visual Writing Prompts (VWP)."""
Unleashing the True Potential of Sequence-to-Sequence Models for Sequence Tagging and Structure Parsing,1.,,"""However, learning complex structures with S2S models remains challenging as external neural modules and additional lexicons are often supplemented to predict non-textual outputs."""
Questions Are All You Need to Train a Dense Passage Retriever,2.,,"""frozen LLMs"" and ""Semantic Pyramid AutoEncoder (SPAE) for enabling frozen LLMs to perform both understanding and generation tasks involving non-linguistic modalities such as images or videos."""
Transparency Helps Reveal When Language Models Learn Meaning,4.,,"""While larger LMs have been shown to generate higher-quality text, the optimal size of an LM for a given task remains unclear."""
Visual Spatial Reasoning,5.,,"""We propose a novel framework that combines visual and linguistic features to generate high-quality captions and explore the use of MLMs for other multimodal tasks such as image generation and visual question answering."""
How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,3.,,"""existing methods mainly rely on syntactically mapping natural languages to complete formal languages like Python and SQL."""
FRMT: A Benchmark for Few-Shot Region-Aware Machine Translation,1.,,"""We explore automatic evaluation metrics for FRMT and validate their correlation with expert human evaluation across both region-matched and mismatched rating scenarios."""
OpenFact: Factuality Enhanced Open Knowledge Extraction,2.,,"""expressiveness and groundedness—and we propose a comprehensive framework to handle both aspects."""
On Graph-based Reentrancy-free Semantic Parsing,1.,,none.
Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis,2.,,"""In this paper, we propose a supervised GML approach for ATSA, which can effectively exploit labeled training data to improve knowledge conveyance."""
Chinese Idiom Paraphrasing,1.,,"""Since the sentences without idioms are more easily handled by Chinese NLP systems, CIP can be used to pre-process Chinese datasets, thereby facilitating and improving the performance of Chinese NLP tasks, e.g., machine translation systems, Chinese idiom cloze, and Chinese idiom embeddings."""
Evaluating Transformer Models and Human Behaviors on Chinese Character Naming,2,,"""In this work, we propose a new architecture that combines the strengths of text and image LMs to create a multimodal language model (M3LM) that can understand and generate both text and images."""
Rank-Aware Negative Training for Semi-Supervised Text Classification,3.,,"""The proposed approach, called SPA"
MACSum: Controllable Summarization with Mixed Attributes,2.,,"""most research focuses on controlling single attributes individually (e.g., a short summary or a highly abstractive summary) rather than controlling a mix of attributes together (e.g., a short and highly abstractive summary)."""
MENLI: Robust Evaluation Metrics from Natural Language Inference,2.,,"""recently proposed BERT-based evaluation metrics for text generation perform well on standard benchmarks but are vulnerable to adversarial attacks, e.g., relating to information correctness."""
Efficient Methods for Natural Language Processing: A Survey,1.,,"""such resources include data, time, storage, or energy, all of which are naturally limited and unevenly distributed."""
Abstractive Meeting Summarization: A Survey,2,,"""Recent advances in deep learning, and especially the invention of encoder-decoder architectures, has significantly improved language generation systems, opening the door to improved forms of abstractive summarization—a form of summarization particularly well-suited for multi-party conversation."""
Expectations over Unspoken Alternatives Predict Pragmatic Inferences,2.,,"""Using neural language models to approximate human predictive distributions, we find that SI rates are captured by the expectedness of the strong scalemate as an alternative."""
Reasoning over Public and Private Data in Retrieval-Based Systems,3.,,"""existing methods mainly rely on syntactically mapping natural languages to complete formal languages like Python and SQL. Those methods require that reasoning tasks be convertible into programs, which cater to the computer execution mindset and deviate from human reasoning habits."""
Multilingual Coreference Resolution in Multiparty Dialogue,2.,,"""On the gold (English) data, off-the-shelf models perform relatively poorly on MMC, suggesting that MMC has broader coverage of multiparty coreference than prior datasets."""
Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation,3.,,"""Language models have been increasingly used for text generation in recent years."""
Time-and-Space-Efficient Weighted Deduction,5,,"""We analyze the performance of language models on two tasks that require identifying relevant information in their input contexts: multi-document question answering and key-value retrieval. We find that performance can degrade significantly when changing the position of relevant information, indicating that current language models do not robustly make use of information in long input contexts."""
Conditional Generation with a Question-Answering Blueprint,2.,,"""The ability to convey relevant and faithful information is critical for many tasks in conditional generation and yet remains elusive for neural seq-to-seq models whose outputs often reveal hallucinations and fail to correctly cover important details."""
Collective Human Opinions in Semantic Textual Similarity,2.,,"""Analysis reveals that neither a scalar nor a single Gaussian fits a set of observed judgments adequately."""
Design Choices for Crowdsourcing Implicit Discourse Relations: Revealing the Biases Introduced by Task Design,1,,"""In this work, we introduce Semantic Pyramid AutoEncoder (SPAE) for enabling frozen LLMs to perform both understanding and generation tasks involving non-linguistic modalities such as images or videos."""
Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,3.,,"""However, it has also been proposed that more naturalistic settings of language learning and use could lead to more human-like results."""
A Cross-Linguistic Pressure for Uniform Information Density in Word Order,4.,,"""most of these algorithms lack fairness considerations, which may lead to discriminatory outcomes against certain communities, particularly marginalized populations."""
Cross-functional Analysis of Generalization in Behavioral Learning,3.,,"""We used a standardized reading comprehension test to assess the students' performance before and after the intervention. Our results show that the students in the treatment group performed significantly better than the control group after the intervention."""
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,4,,"""our approach uses a combination of text and image features to train a multimodal language model."""
Compositional Zero-Shot Domain Transfer with Text-to-Text Models,5.,,"""We find that performance can degrade"
MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,5,,"""We find that performance can degrade significantly when changing the position of relevant information, indicating that current language models do not robustly make use of information in long input contexts."""
DMDD: A Large-Scale Dataset for Dataset Mentions Detection,4.,,"""hybrid models."""
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,2.,,"""Nowadays, cross-lingual text classifiers are typically built on large-scale, multilingual language models (LMs) pretrained on a variety of languages of interest."""
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",1.,,"""We introduce Semantic Pyramid AutoEncoder (SPAE) for enabling frozen LLMs to perform both understanding and generation tasks involving non-linguistic modalities such as images or videos."""
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,1,,"""few researchers have looked at the combined performance of multiple factors in the determination of adjective order,"""
Improving Multitask Retrieval by Promoting Task Specialization,1.,,"""In this work, we introduce Semantic Pyramid AutoEncoder (SPAE) for enabling frozen LLMs to perform both understanding and generation tasks involving non-linguistic modalities such as images or videos."""
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,1.,,"""Sequence generation models are increasingly being used to translate natural language into programs, i.e., to perform executable semantic parsing."""
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,1-5].,,the evidence text in the abstract or title].
Benchmarking the Generation of Fact Checking Explanations,3.,,"""However, these models are limited by their inability to capture multimodal information and context."""
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,2.,,"""In this work, we introduce Semantic Pyramid AutoEncoder (SPAE) for enabling frozen LLMs to perform both understanding and generation tasks involving non-linguistic modalities such as images or videos."""
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,4.,,"""In this work, we explore the use of large language models (LLMs) for unsupervised learning of visual representations."""
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,yes].,,"""However, the lack of annotated data for new tasks and the degradation of performance over time are significant challenges."""
In-Context Retrieval-Augmented Language Models,1.,,"""Existing RALM approaches focus on modifying the LM architecture in order to facilitate the incorporation of external information, significantly complicating deployment."""
Learning to Paraphrase Sentences to Different Complexity Levels,2.,,"""We establish how a handful of Large Language Models perform on these tasks under a zero-shot setting."""
Direct Speech Translation for Automatic Subtitling,2.,,"""a single model that generates subtitles in the target language along with their timestamps."""
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,2.,,"""However, LLMs fail at generalizations between related contexts that have not been observed during pre-training, but which instantiate more abstract, but well-attested structural generalizations (e.g., between the active object and passive subject of an arbitrary verb). Instead, in this case, LLMs show a bias to generalize based on linear order."""
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",2.,,"""aiming to reduce all the detected limitations, we then introduce Multi3WOZ, a novel multilingual, multi-domain, multi-parallel ToD dataset."""
Can Authorship Representation Learning Capture Stylistic Features?,2.,,"""At the same time, the availability of large text corpora furnished with author labels has recently enabled learning authorship representations in a purely data-driven manner for authorship attribution, a task that ostensibly depends to a greater extent on encoding writing style than encoding content."""
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,1.,,"""explicitly minimizing cross-lingual divergence between probabilistic latent variables using Optimal Transport."""
