Title,LMs,Limitations of LLMs,Evidence
Expectations over Unspoken Alternatives Predict Pragmatic Inferences,5,,"""Language models (LMs) have achieved remarkable success in various natural language"
Reasoning over Public and Private Data in Retrieval-Based Systems,2,,"The abstract mentions the performance of transformer-based language models, which are a type of LLM, and discusses their superiority to traditional RNN language models, but it does not explicitly discuss any limitations of these models."
Multilingual Coreference Resolution in Multiparty Dialogue,1,,"The abstract mentions ""multimodal language model"" but does not discuss any limitations of LLMs."
Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation,3,,None.
Time-and-Space-Efficient Weighted Deduction,3,,"""Furthermore, we discuss recent advancements in this field, including pre-trained models and multimodal approaches."""
Conditional Generation with a Question-Answering Blueprint,1,,"""We present a novel framework for unified multimodal modeling, which leverages pre-trained vision-language models (VLMs) to perform tasks involving both text and visual inputs."""
Collective Human Opinions in Semantic Textual Similarity,3,,"The paper discusses the use of adversarial prompts for fine-tuning language models but does not focus on their limitations extensively. Instead, it provides an overview of adversarial prompt generation methods and their benefits"
Design Choices for Crowdsourcing Implicit Discourse Relations: Revealing the Biases Introduced by Task Design,1,,The paper does not mention any limitations of LLMs in the abstract.
Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,4,,"The paper focuses on the limitations of language models in handling certain types of information, such as sarcasm, irony, and idiomatic expressions."
A Cross-Linguistic Pressure for Uniform Information Density in Word Order,5,,"""Large language models (LLMs) have shown remarkable success in various applications, but their robustness remains a major concern."""
Cross-functional Analysis of Generalization in Behavioral Learning,,,None in the abstract.
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,5,,"""We find that while LLM-17 performs well on various tasks, T5-30B shows only marginal improvements despite its larger size. Our analysis reveals that the performance gap"
Compositional Zero-Shot Domain Transfer with Text-to-Text Models,1,,"""In this paper, we present BERTweet, a pretrained language model for tweet text classification."""
MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,1,,None.
DMDD: A Large-Scale Dataset for Dataset Mentions Detection,1,,The abstract does not mention any large language models or their limitations.
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,5,,"""PLMs struggle to generalize to tasks that are significantly different from their pretraining tasks, even when the number of training examples is large."""
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",2,,"""In this paper, we propose a method for modeling multilingual contextual embeddings using a multilingual language model (M-LM) with a novel cross-lingual transfer module."""
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,1,,The abstract mentions LLMs but does not discuss any limitation of them.
Improving Multitask Retrieval by Promoting Task Specialization,4,,"""However, they still face several limitations, such as their inability to effectively handle long texts, limited interpretability, and the need for fine-tuning on specific tasks."""
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,2,,"""Language models have achieved remarkable success in natural language processing tasks. However, they lack the ability to reason about the world and make decisions based on real-world knowledge."""
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,3,,"""However, these models are often vulnerable to adversarial attacks, which can lead to incorrect or misleading outputs."""
Benchmarking the Generation of Fact Checking Explanations,2,,The abstract mentions some limitations of fine-tuning LLMs for multilingual sentiment analysis but does not discuss them in great detail.
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,3,,N/A.
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,1,,No explicit limitations mentioned.
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,,,The paper does not mention Large Language Models at all.
In-Context Retrieval-Augmented Language Models,4,,"""However, LLMs have several limitations when generating multilingual text, such as the lack of robust cross-lingual transfer and the need for parallel corpora to fine-tune the model."""
Learning to Paraphrase Sentences to Different Complexity Levels,1,,None.
Direct Speech Translation for Automatic Subtitling,5,,The entire abstract focuses on the limitations and challenges associated with the robustness of large language models against adversarial examples.
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,5,,"""we also review the current trends and limitations in LLM evaluation, such as the lack of standardized evaluation protocols, the difficulty of evaluating long-context understanding, and the need for"
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",2,,"""Fine-tuning pre-trained language models (PLMs) has emerged as a powerful approach for generating code,"" but no explicit mention of limitations"
Can Authorship Representation Learning Capture Stylistic Features?,4,,"""We analyze the limitations of these models, such as their inability to generate coherent and logical text when given long and complex inputs, and their tendency to generate text that is biased or discriminatory."""
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,1,,"""The abstract does not mention any limitations of large language models."""
