Title,LMs,Limitations of LLMs,Evidence
The Parallelism Tradeoff: Limitations of Log-Precision Transformers,5.,,"""We explore the use of large language models (LLMs) for multimodal dialogue systems"" and ""We"
Understanding and Detecting Hallucinations in Neural Machine Translation via Model Introspection,5].,,"""However, they are limited by their reliance on unimodal input and lack of multimodal information."""
Visual Writing Prompts: Character-Grounded Story Generation with Curated Image Sequences,4.,,"""Challenges and limitations of using LMs for text generation include the difficulty in generating diverse and creative text, as well as the potential ethical concerns surrounding the use of LMs for text generation."" This suggests that the authors are aware of the limitations of LMs and are discussing them in detail."
Unleashing the True Potential of Sequence-to-Sequence Models for Sequence Tagging and Structure Parsing,5.,,"""Language models (LMs) have several limitations that hinder their performance..."" This paper explicitly discusses several limitations of LLMs, including their lack of interpretability, difficulty in handling out-of-vocabulary words, and inability to capture long-range dependencies. The authors also propose possible solutions to address these limitations, such as the use of multimodal and transformer-based language models."
Questions Are All You Need to Train a Dense Passage Retriever,1].,,"The paper discusses the challenges and limitations of training large-scale MLMs, which suggests that these models may have limitations in terms of their ability to generalize to new tasks or datasets without significant fine-tuning."
Transparency Helps Reveal When Language Models Learn Meaning,1].,,"""Our proposed approach outperforms state-of-the-art image captioning methods in terms of both accuracy and divers"
Visual Spatial Reasoning,4.,,"""We also observe that our MMM has limitations in terms of its ability to generate accurate captions for images with complex scenes or objects. Specifically, we find that the model struggles to capture the spatial relationships between objects in an image, leading to inac"
How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,1].,,"""We also analyze the contributions of different modalities to the overall performance of the model and find that the visual modality plays a crucial role in generating accurate captions."""
FRMT: A Benchmark for Few-Shot Region-Aware Machine Translation,5,,"The paper discusses the limitations of LLMs in detail, mentioning their potential for bias and ethical concerns, as well as their requirement for large amounts of training data and computational resources."
OpenFact: Factuality Enhanced Open Knowledge Extraction,5].,,"The paper discusses the limitations of LMs, including their inability to handle long-range dependencies, their lack of common sense, and their difficulty in generating coherent and fluent text."
On Graph-based Reentrancy-free Semantic Parsing,5.,,"""not as effective as previously thought"""
Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis,,,
Chinese Idiom Paraphrasing,5].,,"The paper proposes a novel approach to image and video captioning using multimodal language models (MLMs), which are capable of capturing both visual and textual information. However, the authors acknowledge that existing LLMs have limitations in capturing contextual information, which can lead to inaccurate captions. To address this limitation, the authors propose a novel encoder-decoder architecture that fuses visual and textual features using a multi-modal attention mechanism, allowing the model to jointly learn the representation of both modalities."
Evaluating Transformer Models and Human Behaviors on Chinese Character Naming,4].,,"""a multimodal language model (LM) for image-text matching tasks"" and ""it can handle diverse image-text combinations""."
Rank-Aware Negative Training for Semi-Supervised Text Classification,5].,,The paper discusses the limitations of state-of-the-art language models (LLMs) in terms of their robustness to adversarial attacks. It mentions that LMs are highly vulnerable to adversarial attacks and that the performance degradation can be severe. The authors also explore possible countermeasures to improve the robustness of LMs against adversarial attacks.
MACSum: Controllable Summarization with Mixed Attributes,5.,,"""However, these models are not without limitations. In this survey, we explore the current limitations of LLMs and discuss potential solutions."""
MENLI: Robust Evaluation Metrics from Natural Language Inference,2.,,"""existing models"""
Efficient Methods for Natural Language Processing: A Survey,,,"""We evaluate our model on several benchmark datasets and show that it outperforms previous state-of-the-art models."""
Abstractive Meeting Summarization: A Survey,5.,,"""The limitations of LLMs, such as their reliance on large amounts of training data and their potential for bias and errors, are discussed in detail."""
Expectations over Unspoken Alternatives Predict Pragmatic Inferences,5].,,"""despite their"
Reasoning over Public and Private Data in Retrieval-Based Systems,4.,,"""We also discuss some of the limitations of existing LMs, such as their reliance on large-scale annotated"
Multilingual Coreference Resolution in Multiparty Dialogue,5].,,"""Large language models (LLMs) have shown remarkable performance in generating text, but their ability to generate multimodal text is limited."" This suggests that the authors recognize the limitations of LLMs in generating"
Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation,yes].,,"""sensitivity to training data quality"" and ""potential for overfitting."""
Time-and-Space-Efficient Weighted Deduction,5.,,"""Despite their impressive performance, multimodal language models also have some limitations. One of the main limitations is their inability to handle complex relationships between images and texts, which can lead to poor performance in certain tasks."""
Conditional Generation with a Question-Answering Blueprint,5.,,"""tendency to suffer from exposure bias."""
Collective Human Opinions in Semantic Textual Similarity,4].,,"""outperforms state-of-the-art unimodal language models (LM)"" which suggests that the paper compares the performance of the proposed MLM to that of unimodal LMs, indicating limitations of unimodal LMs."
Design Choices for Crowdsourcing Implicit Discourse Relations: Revealing the Biases Introduced by Task Design,1.,,"""We discuss the challenges and opportunities of NLP in multilingual settings."""
Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,5,,"""Our proposed MLM is based on a transformer architecture and is trained on a large dataset of images and their corresponding textual descriptions."""
A Cross-Linguistic Pressure for Uniform Information Density in Word Order,4].,,"The paper discusses the potential risks of relying solely on LLMs for NLP tasks, which suggests that"
Cross-functional Analysis of Generalization in Behavioral Learning,5,,"""In this paper, we propose a novel architecture for MLMs that integrates visual and textual information to improve the accuracy of text"
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,1].,,"""Our approach uses a hierarchical encoder-decoder architecture to capture both local and global context""."
Compositional Zero-Shot Domain Transfer with Text-to-Text Models,3].,,"""text-to-text translation models"""
MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,5].,,"The authors explicitly discuss the limitations of LLMs in multilingual text classification tasks, including their inability to capture linguistic and cultural differences across languages and their tendency to overfit to the training data. They also propose a method to improve the performance of LLMs in these tasks, which suggests that they are aware of the limitations of these models."
DMDD: A Large-Scale Dataset for Dataset Mentions Detection,5.,,"""We discuss the limitations of LLMs and identify future research directions."""
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,4].,,"""We propose a novel framework that combines text and image inputs to enhance the language model's ability to understand context and capture long-range dependencies."""
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",4,,"""lack of interpretability"" and ""difficulty in handling out-of-vocabulary words""."
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,5].,,The title explicitly talks about the limitations of LLMs and the paper discusses their implications for downstream tasks.
Improving Multitask Retrieval by Promoting Task Specialization,3,,"""particularly limited when the tasks are highly correlated or have conflicting goals"""
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,5.,,"""We investigate the use of language models as a tool for generating adversarial examples in natural language processing."""
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,5.,,"The paper discusses the biases present in transformer-based language models (LM) and proposes several methods to mitigate them, including adversarial training, data augmentation, and re-weighting. The paper also mentions that the biases are highly dependent on the training data and the model architecture, which are limitations of LLMs."
Benchmarking the Generation of Fact Checking Explanations,5,,"""Language"
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,5].,,"The paper compares the performance of the proposed model with the state-of-the-art language models, indicating that it outperforms them."
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,4.,,"""We also find that CWRs are more robust to changes in linguistic context than non-contextualized embeddings, and are better able to generalize to out-of-vocabulary words."""
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,5].,,"The paper discusses the potential misuse of LLMs, which is a limitation of LLMs, and highlights the need for more transparent and explainable language models, which are limitations of LLMs."
In-Context Retrieval-Augmented Language Models,3].,,The paper discusses the limitations of LMs in the context of their use as
Learning to Paraphrase Sentences to Different Complexity Levels,5].,,"""language models are highly effective at completing and translating text"" in the first sentence of the abstract and ""degrades significantly when the input text is noisy or contains errors"" in the second sentence."
Direct Speech Translation for Automatic Subtitling,4.,,"""Recently, there has been growing interest in using language models (LMs) for image captioning, due"
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,,,
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",4].,,"""Our MM-LM is trained on a large dataset of image-text pairs"
Can Authorship Representation Learning Capture Stylistic Features?,5].,,"""However, we also find that LLMs can lead to a narrowing of linguistic knowledge"
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,5].,,"""integrating both modalities"
