Title,LMs,Limitations of LLMs,Evidence
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,4,,"""We also analyze the effectiveness of our framework in various scenarios and provide insights into the limitations of existing multimodal language models."""
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",4,,"""significantly outperforms traditional text-based language models"" in the text."
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,4,,"""traditional methods that rely solely on linguistic features."""
Improving Multitask Retrieval by Promoting Task Specialization,5,,"""the model struggles to generate coherent and fluent text, particularly when the input is noisy or contains complex structures."""
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,5,,"""In recent years, language models have become increasingly popular for generating text. However, these models have limitations that make it difficult to generate realistic text."""
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,,,"""Our results show that multi-task learning can significantly improve the performance of language models."""
Benchmarking the Generation of Fact Checking Explanations,3,,"""Specifically, we find that deep learning models are sensitive to the choice of pre-processing techniques and can be overfitted to the training data."""
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,4,,"The paper discusses the limitations of current NER systems, including their reliance on hand-crafted features and their"
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,4,,"""the challenges and limitations of current LM-based methods."""
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,5,,"""Large language models (LLMs) have revolutionized the field of natural language processing (NLP) in recent years."""
In-Context Retrieval-Augmented Language Models,4,,"""Our approach combines the strengths of traditional"
Learning to Paraphrase Sentences to Different Complexity Levels,4,,"The paper discusses the limitations of using pre-trained language models in NMT, including the risk of overfitting and the need for large amounts of annotated training data."
Direct Speech Translation for Automatic Subtitling,3,,"The first sentence of the paper, which states that multimodal language models (LM) have been proposed for image and video analysis."
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,4,,"""However, these models are not without their limitations. In this survey, we highlight some of the challenges and limitations of LLMs, including their lack of common sense and their tendency to perpetuate biases and stereotypes."""
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",,,"""despite its success, BERT has some limitations"" and ""suffering from overfitting""."
Can Authorship Representation Learning Capture Stylistic Features?,5,,"""despite their impressive capabilities, LLMs are still limited in their ability to generate creative writing that is both coherent and aesthetically pleasing."""
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,4,,"""the difficulty of training large-scale models and the need for better evaluation metrics."""
