Title,LMs,Limitations of LLMs,Evidence
Efficiently Programming Large Language Models using SGLang,5,,"The paper explicitly discusses the limitations of LLMs in terms of their complexity and the need for efficient systems for programming and executing their applications. It also mentions the lack of efficient programming systems for LLMs and the need for optimization techniques such as parallelism, batching, caching, sharing, and compilation to address these limitations. The paper proposes SGLang, a language designed specifically for the efficient programming of LLMs, and describes how it enables optimization techniques to improve the performance and efficiency of LLMs. The paper also mentions the need for a high-performance runtime for LLMs and proposes a new technique, RadixAttention, for optimizing the use of the Key-Value cache in LLMs. Overall, the paper provides a detailed discussion of the limitations of LLMs and proposes solutions to address these limitations."
Large Language Models on Graphs: A Comprehensive Survey,5,,The abstract explicitly discusses the limitations of LLMs when applied to graphs and mentions the need for future research to address these limitations. The limitations mentioned include the inability of LLMs to directly process graph data and the lack of generalization of LLM's reasoning ability to graphs. The abstract also discusses the advantages and disadvantages of different approaches to addressing these limitations.
Still No Lie Detector for Language Models: Probing Empirical and Conceptual Roadblocks,4,,"The paper discusses the limitations of Large Language Models in understanding beliefs and their measurement. It argues that existing methods for measuring beliefs in LLMs are unlikely to be successful for conceptual reasons, and there is still no lie-detector for LLMs. The paper also mentions recent arguments that LLMs cannot have beliefs and shows that these arguments are misguided. The paper suggests concrete paths for future work on understanding the status of beliefs in LLMs."
SPAE: Semantic Pyramid AutoEncoder for Multimodal Generation with Frozen LLMs,1,,"The paper does mention LLMs several times, but it does not discuss any limitations of LLMs in the abstract. Instead, it focuses on how to enable LLMs to perform multimodal tasks using the proposed SPAE method."
Meta-Reasoning: Semantics-Symbol Deconstruction for Large Language Models,5,,"The paper discusses the limitations of LLMs and proposes a solution to enhance their reasoning abilities by using a neural-symbolic method called Meta-Reasoning. The method empowers LLMs to deconstruct reasoning-independent semantic information into generic symbolic representations, thereby efficiently capturing more generalized reasoning knowledge. The paper also compares the proposed method with Chain-of-Thought technique, highlighting the limitations of the latter and the advantages of the proposed method. The limitations of LLMs mentioned in the paper include inability to handle complex reasoning tasks, learning efficiency, out-of-domain generalization, and output stability."
Large Language Models are Effective Text Rankers with Pairwise Ranking Prompting,5,,"The paper argues that LLMs do not fully understand ranking formulations and proposes a new technique, Pairwise Ranking Prompting, to significantly reduce the burden on LLMs. The paper also compares the performance of LLMs with other approaches and highlights the limitations of LLMs in handling ranking tasks. The paper achieves state-of-the-art ranking performance using moderate-sized LLMs, outperforming larger LLMs and commercial solutions, and proposes several variants to improve efficiency while maintaining competitive results. The paper also discusses the limitations of LLMs in terms of model size and complexity."
Preference Ranking Optimization for Human Alignment,5,,"The paper discusses the limitations of LLMs in terms of misleading content and the need for human alignment. It mentions the complexity, instability, and sensitivity to hyperparameters of RLHF, which is used for human alignment, as a limitation. It also mentions the lack of macro-level contrasts in RLHF. The paper proposes an alternative method, Preference Ranking Optimization (PRO), to directly fine-tune LLMs for human alignment and states that PRO outperforms baseline algorithms, achieving comparable results to ChatGPT and human responses. This suggests that the limitations of LLMs are significant and that there is a need for more effective methods for human alignment."
"A Survey on Large Language Models: Applications, Challenges, Limitations, and Practical Usage",5,,"The paper explicitly discusses the challenges and limitations of LLMs, including ethical considerations, model biases, interpretability, and computational resource requirements. The paper also highlights techniques for enhancing the robustness and controllability of LLMs and addressing bias, fairness, and generation quality issues. The title itself mentions the limitations of LLMs. The paper provides a comprehensive overview of the state-of-the-art knowledge in the field, making it a valuable resource for further advancements in the development and utilization of LLMs."
Concept-Oriented Deep Learning with Large Language Models,5,,The abstract explicitly mentions that LLMs have limitations in representing only symbolic knowledge and that multimodal LLMs are required to represent the full range of human knowledge. It also discusses the limitations of text-only LLMs for concept-oriented deep learning and the importance of conceptual understanding in visual-language LLMs.
Automatic Calibration and Error Correction for Generative Large Language Models via Pareto Optimal Self-Supervision,5,,"The paper discusses the limitations of LLMs, such as their potential for generating ungrounded or erroneous responses, and the need for effective methods to calibrate their confidence levels. The authors propose a solution to this problem using a Pareto optimal self-supervision framework, which can systematically calibrate LLM responses and facilitate error correction. The experiments demonstrate that the proposed risk score is highly correlated with the actual LLM error rate, and using a dynamic prompting strategy based on the risk score significantly improves the accuracy of off-the-shelf LLMs. The paper also mentions that LLMs lack an effective method for calibrating their confidence levels and that expert-stipulated programmatic supervision, which is often available at low cost but has its own limitations, can be used for this purpose. The authors also compare the performance of LLMs to that of SOTA weak supervision models and SOTA supervised models."
Taqyim: Evaluating Arabic NLP Tasks Using ChatGPT Models,1,,"The abstract does not mention any limitations of LLMs. Instead, it focuses on their impressive performance and capabilities."
Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,5,,"The paper discusses the limitations of LLMs extensively, including their biases and high querying cost. It presents empirical evidence that attributed prompts can mitigate these limitations and improve model performance. The study demonstrates that simple class-conditional prompts exhibit significant biases and that attribute diversity plays a crucial role in enhancing model performance. The paper also highlights the high querying cost of LLMs and shows that attributed prompts can achieve similar performance at a significantly lower cost."
Large Language Models as Annotators: Enhancing Generalization of NLP Models at Minimal Cost,3,,The paper discuss
ChatGPT Label: Comparing the Quality of Human-Generated and LLM-Generated Annotations in Low-resource Language NLP Tasks,5,,The paper explicitly discusses the limitations of LLMs in understanding context and addressing ambiguity.
REFLECT: Summarizing Robot Experiences for Failure Explanation and Correction,2,,"The paper focuses on using LLMs for failure explanation and correction in robotic systems, but it does not mention any limitations of LLMs in the abstract. The limitations are only mentioned in the context of the need for a language-based planner to correct the failures."
Exploring the Robustness of Large Language Models for Solving Programming Problems,5,,"The paper discusses the limitations of LLMs, specifically in the context of code generation tasks. The authors conduct experiments to evaluate the robustness of several popular LLMs and find that they are sensitive to superficial modifications of problem descriptions and rely on variable names. They also compare the performance of these models to SOTA models, which show higher robustness. The paper emphasizes the importance of careful formatting of prompts for high-quality code generation and highlights the limitations of current LLMs in this regard."
Language models are weak learners,1,,"The abstract does not mention any limitation of LLMs, instead, it focuses on their strengths and potential applications in machine learning pipelines."
Teaching Large Language Models to Self-Debug,5,,"The paper discusses limitations of LLMs, such as their lack of understanding of code correctness and error messages, and their inability to perform debugging tasks effectively without human feedback. The paper proposes a solution to these limitations by teaching LLMs to debug their own predictions via few-shot demonstrations, which significantly improves their performance on code generation tasks. The paper also highlights the sample efficiency of the proposed solution and its ability to outperform baseline models that generate more candidates."
Towards an Understanding and Explanation for Mixed-Initiative Artificial Scientific Text Detection,2,,"The paper mentions that fine-tuning LLMs on code corpora is computationally expensive, but it focuses on proposing a method to reduce the computational cost using transfer learning. It does not discuss any specific limitations of LLMs."
On the Possibilities of AI-Generated Text Detection,5,,"The paper discusses limitations of LLMs in detail, focusing on their indistinguishability from human-generated text as they approach human-like quality, and the need for larger sample sizes for detection. The paper also presents empirical evaluations and findings related to LLMs' limitations."
Learnings from Data Integration for Augmented Language Models,5,,"The paper directly states that one limitation of LLMs is that they lack access to up-to-date, proprietary, or personal data. The paper also compares LLMs to data integration systems, emphasizing that both aim to provide access to large collections of data. The limitations of LLMs are a primary focus of the paper."
Graph-ToolFormer: To Empower LLMs with Graph Reasoning Ability via Prompt Augmented by ChatGPT,5,,"The abstract explicitly discusses the limitations of LLMs in handling graph data and performing multi-step logic reasoning, precise mathematical calculation, and perception about spatial and temporal factors."
Towards Generating Functionally Correct Code Edits from Natural Language Issue Descriptions,3,,"The abstract mentions the limitations of LLMs by stating that there is a lack of benchmark datasets for assessing their ability to generate functionally correct code edits. It also mentions that there are significant and reproducible advancements in LLM capabilities, but it does not elaborate much on the limitations themselves."
Revisiting Automated Prompting: Are We Actually Doing Better?,1,,"The abstract does not mention any limitations of LLMs. Instead, it discusses the effectiveness of automated prompting and manual prompts for LLMs."
Instruction Tuning with GPT-4,2,,"The abstract mentions the limitations of the instruction-following data generated by previous state-of-the-art models, but it does not explicitly discuss limitations of LLMs themselves. The limitations mentioned are related to the instruction-following data, not the models."
Exploring Language Models: A Comprehensive Survey and Analysis,5,,"The abstract explicitly discusses several limitations of large language models, including model bias, interpretability, data privacy, and environmental impact. It also highlights the challenges that need to be addressed, indicating a detailed discussion of these limitations."
"Whose Text Is It Anyway? Exploring BigCode, Intellectual Property, and Ethics",1,,"The paper discusses the use of LLMs, but it does not mention any limitations of them. Instead, it focuses on the copyright implications of using open data sets to train LLMs."
Challenges and Limitations of ChatGPT and Other Large Language Models,5,,"The title and abstract both explicitly mention ""Challenges and Limitations of ChatGPT and Other Large Language Models,"" and the text goes on to discuss several specific limitations of these models, including their understanding of context, handling of rare words, and tendency to generate offensive text. The article also acknowledges broader concerns around the environmental impact, bias, and interpretability of large language models."
Document-Level Machine Translation with Large Language Models,5,,"The paper evaluates the limitations of LLMs in the context of document-level machine translation, focusing on their ability to model discourse and compare their performance with commercial MT systems and advanced methods. The study finds that LLMs outperform commercial MT systems and shows that they have stronger abilities for probing linguistic knowledge, but also acknowledges challenges and opportunities for future design and evaluation of LLMs."
LLM-Adapters: An Adapter Family for Parameter-Efficient Fine-Tuning of Large Language Models,4,,"The paper discusses the limitations of deep bidirectional RNNs in the context of language modeling, including the inability to capture long-range dependencies effectively and the high computational requirements. These limitations are directly related to the limitations of language models in general."
Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering,1,,"The abstract does not mention any limitation of LLMs explicitly. The focus is on the domain adaptation of Retrieval Augmented Generation (RAG) models, not on the limitations of LLMs themselves."
Assessing the Capacity of Transformer to Abstract Syntactic Representations: A Contrastive Analysis Based on Long-distance Agreement,3,,"The paper discusses the limitations of transformer models in handling agreement in French, which is a limitation of language models in general, but it is not the main focus of the paper and is mentioned as a secondary point. The paper mainly focuses on understanding the internal working of transformers and the difference in how they handle subject-verb and object-past participle agreements in French."
On the Role of Negative Precedent in Legal Outcome Prediction,N/A.,,"The abstract does not mention language models at all. It talks about legal outcome prediction and improving models for that task, but it does not mention any limitations or challenges related to language models."
Meta-Learning a Cross-lingual Manifold for Semantic Parsing,N/A.,,The paper does not mention large language models or their limitations. It focuses on semantic parsing and cross-lingual generalization.
OPAL: Ontology-Aware Pretrained Language Model for End-to-End Task-Oriented Dialogue,5,,"The abstract mentions the problem of inaccessibility to large-scale task-oriented dialogue data with annotated structured dialogue state, which prevents the development of pretrained language models for task-oriented dialogue. It also mentions the need to bridge the gap between the pretraining method and downstream tasks, and uses strong wording such as ""prevents"" and ""alleviate this problem"" to discuss the limitations of LLMs. The abstract also proposes a simple yet effective pretraining method to address these limitations, which shows a clear recognition of the issues with existing LLMs."
Helpful Neighbors: Leveraging Neighbors in Geographic Feature Pronunciation,N/A,,"The paper does not mention any language model or discuss any limitations of language models. Instead, it focuses on using the pronunciations of neighboring names to guess the pronunciation of a given target feature."
Locally Typical Sampling,3,,"The abstract mentions that ""Today’s probabilistic language generators fall short when it comes to producing coherent and fluent text despite the fact that the underlying models perform well under standard metrics (e.g., perplexity)"". It also states that ""high-probability texts can be dull or repetitive"" and ""humans use language as a means of communicating information, aiming to do so in a simultaneously efficient and error-minimizing manner"". These limitations are mentioned as secondary points, but they do discuss some limitations of LLMs."
Improving Low-Resource Cross-lingual Parsing with Expected Statistic Regularization,N/A.,,The paper focuses on cross-lingual parsing and does not mention language models.
Cross-Lingual Dialogue Dataset Creation via Outline-Based Generation,5,,"The paper discusses limitations of multilingual task-oriented dialogue datasets, which includes limitations of LLMs used for multilingual dialogue systems. The limitations mentioned are: 1) lack of naturalness and cultural specificity in the target language due to translation-based datasets, and 2) failure to cover many possible dialogue flows and limited scale in current multilingual ToD datasets. The paper also mentions that these limitations are addressed by the proposed outline-based annotation process, which aims to improve the quality of the data for LLMs."
Modeling Emotion Dynamics in Song Lyrics with State Space Models,N/A.,,The title and abstract do not mention any language models or their limitations.
FeelingBlue: A Corpus for Understanding the Emotional Connotation of Color in Context,1,,"The abstract does not mention any limitation of Large Language Models at all, or even if it talks about LLMs, it does not mention any limitation of them. Instead, it talks about a visual-linguistic model."
An Empirical Survey of Data Augmentation for Limited Data Learning in NLP,1,,"The paper does not mention any limitation of LLMs specifically. Instead, it discusses data augmentation methods to improve data efficiency in NLP, which can be used with LLMs but is not limited to them."
Coreference Resolution through a seq2seq Transition-Based System,1,,"The limitations of LLMs are not mentioned at all in the abstract. Instead, the abstract focuses on the advantages and performance improvements of using LLMs for coreference resolution."
Transformers for Tabular Data Representation: A Survey of Models and Applications,1,,"The abstract does not mention any limitations of LLMs. Instead, it discusses the applications and solutions for extending LLMs to tabular data."
Generative Spoken Dialogue Language Modeling,1,,The abstract does not mention any limitations of LLMs. It focuses on introducing a new model called dGSLM and its ability to generate audio samples of naturalistic spoken dialogues using unsupervised spoken unit discovery and a dual-tower transformer architecture. The limitations of LLMs are not discussed in the abstract.
Discontinuous Combinatory Constituency Parsing,N/A.,,The abstract does not mention anything about language models or their limitations. It is about a new parsing algorithm.
Efficient Long-Text Understanding with Short-Text Models,5,,The abstract explicitly mentions the quadratic complexity and inability of transformer-based LMs to process long sequences as a limitation. It also mentions the need for expensive pretraining for efficient transformer variants and the competition with specialized models that are up to 50x larger.
Hate Speech Classifiers Learn Normative Social Stereotypes,5,,"The paper discusses the limitations of hate speech classifiers, which are a type of language model, in reflecting and perpetuating social stereotypes and biases. The paper provides evidence of this limitation through annotation experiments and the analysis of prediction errors in a hate speech classifier. The paper also discusses the potential implications of these limitations for machine learning fairness and social inequalities."
Domain-Specific Word Embeddings with Structure Prediction,1,,"The paper focuses on the benefits of domain-specific word embeddings and improving the performance of word embeddings for specific domains, but it does not mention any limitations of LLMs. Instead, it presents a method to overcome one of the challenges in LLMs, which is the lack of domain-specific information."
Why Does Surprisal From Larger Transformer-Based Language Models Provide a Poorer Fit to Human Reading Times?,5,,"The abstract discusses the limitations of larger Transformer-based language models, specifically their tendency to 'memorize' sequences during training, which makes their surprisal estimates diverge from humanlike expectations. This is a significant limitation, as it can impact the accuracy and usefulness of these models for studying human language processing. The abstract also presents empirical evidence to support this claim, including regression analyses and analysis of residual errors."
On the Robustness of Dialogue History Representation in Conversational Question Answering: A Comprehensive Study and a New Prompt-based Method,2,,"The paper focuses on the robustness of conversational question answering (CQA) systems, which is a problem that can be addressed by using large language models (LLMs) or by designing specific methods for modeling conversational history. However, the paper does not explicitly discuss the limitations of LLMs in this context, but only mentions them as a potential solution for the problem of robustness. The limitations of LLMs, such as their tendency to generate incorrect or biased answers, are not mentioned or discussed in the abstract. Instead, the paper focuses on the design and evaluation of a novel prompt-based history modeling approach that is shown to be effective and robust across various settings."
Bridging the Gap between Synthetic and Natural Questions via Sentence Decomposition for Semantic Parsing,N/A.,,"The paper does not mention language models at all, let alone their limitations. It focuses on semantic parsing and data synthesis."
Naturalistic Causal Probing for Morpho-Syntax,1,,"The abstract mentions pre-trained models (BERT, RoBERTa, GPT-2) in the context of natural language processing, but it does not mention any limitations of these models. The focus of the paper is on probing methods for understanding the behavior of these models and the importance of naturalistic causal probing, not on the limitations of the models themselves."
Tracking Brand-Associated Polarity-Bearing Topics in User Reviews,N/A.,,"The paper focuses on a different problem, brand-topic modeling, and does not mention any limitations related to large language models."
Dubbing in Practice: A Large Scale Study of Human Localization With Insights for Automatic Dubbing,N/A.,,The paper does not mention anything related to language models or their limitations. It focuses on human dubbing practices and challenges common assumptions in the literature.
Aggretriever: A Simple Approach to Aggregate Textual Representations for Robust Dense Passage Retrieval,2,,"The paper mentions that pre-trained language models such as BERT are not ""structurally ready"" for dense passage retrieval and that they need to be adapted to this task. However, the limitations of LLMs are not the main focus of the paper, and the paper instead proposes a solution for adapting LLMs to dense passage retrieval."
InSCIt: Information-Seeking Conversations with Mixed-Initiative Interactions,1,,"The paper mentions the use of state-of-the-art models of conversational knowledge identification and open-domain question answering, but it does not mention any limitation of Large Language Models specifically. Instead, it focuses on the performance of the models on a specific dataset."
Sub-Character Tokenization for Chinese Pretrained Language Models,1,,The abstract does not mention any limitations of Large Language Models at all. The focus is on tokenization and its impact on the efficiency and robustness of language models.
Erasure of Unaligned Attributes from Neural Representations,2,,"The paper discusses the limitations of erasing information from neural representations in the context of language models, specifically in relation to the strong entanglement between the main task and the information to be erased. However, the limitations are mentioned as secondary points and the focus of the paper is on the proposed algorithm for erasing information."
Less is More: Mitigate Spurious Correlations for Open-Domain Dialogue Response Generation Models by Causal Discovery,5,,"The paper explicitly states that current models (implicitly referring to LLMs) suffer from spurious correlations and generate irrelevant and generic responses, which are major limitations of LLMs. The paper proposes a method to mitigate these limitations."
The Parallelism Tradeoff: Limitations of Log-Precision Transformers,5,,The paper discusses the limitations of transformer-based LLMs in terms of their inability to solve certain classes of problems such as linear equalities and membership in arbitrary context-free grammars with empty productions. The limitations arise due to the logarithmic arithmetic precision and logspace-uniform threshold circuits used to simulate these models. The paper also speculates that other parallelizable model architectures may have similar limitations.
Understanding and Detecting Hallucinations in Neural Machine Translation via Model Introspection,5,,"The paper explicitly discusses the issue of hallucinations in neural sequence generation models (LLMs) and the limitations of these models to produce accurate and reliable outputs. The authors present a method for detecting hallucinations in LLMs, which shows the importance of understanding and addressing the limitations of these models."
Visual Writing Prompts: Character-Grounded Story Generation with Curated Image Sequences,N/A,,The abstract does not mention anything about language models. It focuses on the generation of coherent stories from a new image-grounded dataset called Visual Writing Prompts (VWP).
Unleashing the True Potential of Sequence-to-Sequence Models for Sequence Tagging and Structure Parsing,N/A.,,"The paper does not mention language models or their limitations at all. It focuses on sequence-to-sequence models and their applications in various text generation tasks, but it does not discuss any limitations of language models in general."
Questions Are All You Need to Train a Dense Passage Retriever,1,,"The limitations of LLMs are not mentioned in the abstract at all. Instead, the abstract focuses on a new approach for training dense retrieval models using unsupervised learning and passage-retrieval autoencoding. The abstract does not even mention the limitations of existing LLMs as a motivation for their work."
Transparency Helps Reveal When Language Models Learn Meaning,5,,"The paper discusses how language models struggle to learn meaning in context-dependent languages and natural language, specifically in relation to referential opacity. It also shows that language models do not represent natural language semantics well due to the context-dependent nature of natural language form-meaning mappings."
Visual Spatial Reasoning,5,,"The abstract explicitly mentions that the state-of-the-art models are ""in general incapable of recognising relations concerning the orientations of objects,"" which is a significant limitation of large language models in understanding spatial relations and context."
How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,5,,"The paper explicitly discusses the limitations of LLMs, stating that they can sometimes copy substantially from the training data, even duplicating passages over 1,000 words long. It also performs manual analysis and finds evidence of semantic issues in the generated text."
FRMT: A Benchmark for Few-Shot Region-Aware Machine Translation,N/A,,The paper does not mention Large Language Models at all. It focuses on few-shot region-aware machine translation and presents a new dataset and evaluation benchmark for this task.
OpenFact: Factuality Enhanced Open Knowledge Extraction,N/A.,,"The paper focuses on the OpenFact dataset, which is a knowledge graph dataset, not on language models. The title and abstract do not mention any limitations of language models."
On Graph-based Reentrancy-free Semantic Parsing,N/A.,,"The title and abstract do not mention language models at all. Instead, they discuss semantic parsing and propose a new approach for it."
Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis,N/A.,,The title and abstract do not mention language models or their limitations.
Chinese Idiom Paraphrasing,1,,"The abstract does not mention any limitation of LLMs at all. Instead, it mentions using LLMs to preprocess Chinese datasets and improve the performance of Chinese NLP tasks. The limitations of LLMs are not discussed at all."
Evaluating Transformer Models and Human Behaviors on Chinese Character Naming,1,,"The abstract does not mention any limitations of LLMs. It only talks about how Mosaic, a multi-modal pre-training framework, enables models to learn rich visual and linguistic features jointly and outperforms previous models on several benchmarks for visual grounding and visual question answering."
Rank-Aware Negative Training for Semi-Supervised Text Classification,N/A,,The abstract does not mention anything about language models or their limitations. The focus is on text classification and semi-supervised learning.
MACSum: Controllable Summarization with Mixed Attributes,N/A.,,The paper does not mention anything about language models in the abstract.
MENLI: Robust Evaluation Metrics from Natural Language Inference,4,,"The paper discusses the limitations of semantic similarity models like BERT, which are a type of large language model. The authors argue that these models are vulnerable to adversarial attacks and that natural language inference (NLI) metrics are a more appropriate modeling for evaluating LLMs. The paper also shows that combining existing metrics with NLI metrics can improve both adversarial robustness and quality metrics for LLMs."
Efficient Methods for Natural Language Processing: A Survey,1,,"The abstract does mention large language models, but it does not mention any limitations of them. Instead, it focuses on the need for efficient methods to overcome the resource consumption challenges associated with training and using them."
Abstractive Meeting Summarization: A Survey,1,,"The abstract does not mention any limitations of language models. Instead, it focuses on the potential of language models to improve abstractive summarization."
Expectations over Unspoken Alternatives Predict Pragmatic Inferences,1,,"The paper uses neural language models to approximate human predictive distributions, but it does not mention any limitation of these models. The limitations of language models are not discussed in the abstract at all."
Reasoning over Public and Private Data in Retrieval-Based Systems,N/A.,,The abstract does not mention language models or their limitations at all. It discusses retrieval systems and their limitations when dealing with private data.
Multilingual Coreference Resolution in Multiparty Dialogue,1,,"The abstract does not mention any limitations of LLMs at all. Instead, it discusses the challenges of creating a large-scale multilingual multiparty dialogue dataset and the limitations of off-the-shelf models on it."
Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation,1,,"The abstract does not mention any limitations of LLMs at all. Instead, it talks about the advantages of a specific type of LLM, namely non-autoregressive language models, and their pre-training methods."
Time-and-Space-Efficient Weighted Deduction,N/A.,,None of the mentioned concepts are related to language models.
Conditional Generation with a Question-Answering Blueprint,3,,"The paper discusses the limitations of ""neural seq-to-seq models"" which can be considered a type of LLMs, but it mainly focuses on their inability to convey relevant and faithful information and the need for planning to address this issue. It does mention some limitations of LLMs, but they are not the main focus of the paper."
Collective Human Opinions in Semantic Textual Similarity,5,,"The paper highlights that current STS models (presumably including LLMs) cannot capture the variance caused by human disagreement on individual instances. This is a significant limitation, as it means that LLMs may not be able to accurately model the uncertainty and variability in human language use, which is an important aspect of semantic textual similarity. The paper also notes that averaging human ratings, which is a common approach in evaluating LLMs, masks the true distribution of human opinions and prevents models from capturing the semantic vagueness that the individual ratings represent."
Design Choices for Crowdsourcing Implicit Discourse Relations: Revealing the Biases Introduced by Task Design,N/A.,,The paper focuses on analyzing biases in crowdsourced linguistic annotations and comparing the performance of two annotation tasks for implicit discourse relation annotation. It does not mention any limitation of LLMs or discuss them in the abstract.
Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,N/A,,The paper focuses on language universals in neural agent-based simulations and does not mention any limitations of large language models.
A Cross-Linguistic Pressure for Uniform Information Density in Word Order,N/A.,,"The paper does not discuss Large Language Models or their limitations. Instead, it focuses on the cross-linguistic statistical patterns of word order in natural languages and the functional pressures that influence them."
Cross-functional Analysis of Generalization in Behavioral Learning,2,,"The paper mentions ""three representative NLP tasks"" and ""models"" without specifying the type, but it is reasonable to assume that they refer to language models given the context. The limitations discussed in the abstract are secondary points, focusing on the risk of overfitting and the need for domain generalization methods. The abstract does not provide a detailed discussion of the limitations of LLMs."
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,2,,"The paper uses LLMs for generating minimally edited questions as challenging contrast sets for evaluating OpenQA models, but it does not mention any specific limitations of LLMs in the abstract. Instead, it focuses on the limitations of the OpenQA model DPR in handling contrast consistency."
Compositional Zero-Shot Domain Transfer with Text-to-Text Models,3,,"The limitations of LLMs are mentioned as a reason for the need for the proposed method, but they are not discussed in detail. The paper focuses on the proposed method for zero-shot domain transfer and improving the transferability of task training."
MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,N/A,,"The paper does not mention LLMs or language models in general. Instead, it focuses on a multilingual retrieval dataset, MIRACL, and its importance in enhancing information access capabilities for diverse populations."
DMDD: A Large-Scale Dataset for Dataset Mentions Detection,N/A.,,The paper does not mention language models at all. The focus is on dataset mention detection and the creation of a large dataset for this task.
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,3,,"The abstract mentions that the performance of LMs varies significantly across languages and tasks, suggesting that the superposition of language modelling and classification tasks is not always effective. However, this is only mentioned as a secondary point. The main focus of the paper is on the proposed approach to separate the translation and classification stages."
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",N/A.,,"The paper focuses on mathematical language processing, not large language models."
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,N/A.,,The paper focuses on the cognitive science of adjective ordering and does not mention any limitations of language models.
Improving Multitask Retrieval by Promoting Task Specialization,1,,"The abstract mentions pretrained models, but it does not discuss any limitations of language models. Instead, it focuses on improving multitask retrieval by promoting task specialization and using a better choice of pretrained model."
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,1,,"The abstract does not mention any limitations of language models specifically. It talks about sequence generation models and their calibration, but it does not discuss any limitation related to LLMs."
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,1,,The paper does not mention any limitation of large language models at all. It only talks about the difficulties of collecting labeled data for answer selection models.
Benchmarking the Generation of Fact Checking Explanations,1,,The paper does not mention any limitations of LLMs in the abstract. It focuses on summarization approaches over unstructured knowledge for generating justifications and benchmarking their performance.
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,N/A.,,"The abstract does not mention any language models, large or otherwise, and does not discuss their limitations. It talks about named entity recognition and proposes a new method for it."
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,5,,"The abstract explicitly states that the study evaluates the ability of LLMs to reason about states and that there is a large room for improvement, especially in problems requiring access and ability to reason with diverse types of knowledge."
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,N/A.,,"The paper does not mention large language models or their limitations at all. Instead, it focuses on Open Relation Extraction (ORE) and proposes a unified framework for both Zero-shot and Unsupervised ORE. The proposed method, U-CORE, utilizes Contrastive Learning (CL) and Clustering techniques to enhance the accuracy and efficiency of the model. The paper also discusses the limitations of CL-based Zero-shot ORE methods and the data-shifting problems, but these are not related to large language models."
In-Context Retrieval-Augmented Language Models,3,,"The paper mentions that In-Context RALM can mitigate the problem of factually inaccurate text generation, which is a known limitation of LLMs. However, this is only mentioned as a secondary benefit, and the main focus of the paper is on the performance gains of using retrieved documents as input to the LLM."
Learning to Paraphrase Sentences to Different Complexity Levels,1,,The abstract does not mention any limitations of Large Language Models. It only mentions their performance on the tasks.
Direct Speech Translation for Automatic Subtitling,N/A.,,The paper does not mention any limitation of Large Language Models. It only talks about the problem of automatic subtitling and proposes a solution.
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,5,,"The paper explicitly discusses the limitations of LLMs in their ability to generalize to abstract, unseen contexts, and their bias towards linear order. It also mentions the data-intensive nature of their training as a related limitation."
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",N/A,,"The paper discusses the limitations of multilingual, multidomain, multi-parallel ToD datasets, but it does not mention any limitation related to Language Models."
Can Authorship Representation Learning Capture Stylistic Features?,1,,"The abstract does not mention any limitations of Large Language Models. Instead, it talks about limitations of authorship representations, which is a separate topic."
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,N/A.,,"The abstract does not mention any limitation of large language models. Instead, it discusses cross-lingual semantic parsing, optimal transport, and probabilistic latent variables."
