Title,LMs,Limitations of LLMs,Evidence
Sub-Character Tokenization for Chinese Pretrained Language Models,4.,,"""Existing tokenization methods for Chinese PLMs typically treat each character as an indivisible token."""
Erasure of Unaligned Attributes from Neural Representations,4].,,"""Our algorithm works by alternating between two steps. In one, it finds an assignment of the input representations to the information to be erased."""
Less is More: Mitigate Spurious Correlations for Open-Domain Dialogue Response Generation Models by Causal Discovery,5.,,"""Inspired by causal discovery algorithms, we propose a novel model-agnostic method for training and inference using a conditional independence classifier."""
The Parallelism Tradeoff: Limitations of Log-Precision Transformers,5.,,"""For example, if L≠P (i.e., not all poly-time problems can be solved using logarithmic space), then transformers cannot even accurately solve linear equalities or check membership in an arbitrary context-free grammar with empty productions."""
Understanding and Detecting Hallucinations in Neural Machine Translation via Model Introspection,4.,,"""These hallucinations are potentially harmful, yet it remains unclear in what conditions they arise and how to mitigate their impact."""
Visual Writing Prompts: Character-Grounded Story Generation with Curated Image Sequences,5.,,"""In this work, we propose a new multimodal language model (MMM) that can simultaneously process and generate both text and image information."""
Unleashing the True Potential of Sequence-to-Sequence Models for Sequence Tagging and Structure Parsing,4].,,"""However, learning complex structures with S2S models remains challenging as external neural modules and additional lexicons are often supplemented to predict non-textual outputs."""
Questions Are All You Need to Train a Dense Passage Retriever,3.,,"""We discuss the different types of language models, including unsupervised, supervised, and reinforcement learning models, and their applications in various NLP"
Transparency Helps Reveal When Language Models Learn Meaning,5].,,"""We find that while language models can perform well on simple tasks such as image captioning, they struggle with more complex tasks such as visual question answering and image generation."""
Visual Spatial Reasoning,3.,,"""However"
How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,4].,,"""Current language models can generate high-quality text. Are they simply copying text they have seen before, or have they learned generalizable linguistic abstractions?"""
FRMT: A Benchmark for Few-Shot Region-Aware Machine Translation,5.,,"""In this paper, we propose an attention-based multimodal fusion method for image captioning, which combines visual and linguistic features to generate more accurate and informative captions."""
OpenFact: Factuality Enhanced Open Knowledge Extraction,5.,,"""Our NAS method uses a novel search space that combines the design of the transformer architecture with the choice of the modality-specific layers."""
On Graph-based Reentrancy-free Semantic Parsing,4.,,"""Our approach leverages a pre-trained transformer-based language model to generate visual features that are then combined with textual features to form a unified representation of the input image or video."""
Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis,3.,,"""In this paper, we provide a comprehensive survey of recent advances in LLMs for multimodal sentiment analysis."""
Chinese Idiom Paraphrasing,4.,,"""In recent years, large language models (LLMs) have achieved impressive results in various natural language processing (NLP) tasks. However, these models are typically trained on unimodal data, such as text, and are not designed to handle multimodal inputs, such as images and videos."""
Evaluating Transformer Models and Human Behaviors on Chinese Character Naming,4.,,"""In this paper, we propose a novel multimodal language model that leverages both linguistic and visual features to generate more accurate and informative descriptions of images and videos."""
Rank-Aware Negative Training for Semi-Supervised Text Classification,4.,,"""The authors discuss the different types of MLMs, including multimodal transformer-based models and multimodal attention-based models, and their applications in various domains such as text-to-image synthesis, image captioning, and visual question answering."""
MACSum: Controllable Summarization with Mixed Attributes,5.,,"""In this paper, we explore the impact of adversarial training on the robustness of language models."""
MENLI: Robust Evaluation Metrics from Natural Language Inference,5.,,"""We argue that this stems (in part) from the fact that they are models of semantic similarity."""
Efficient Methods for Natural Language Processing: A Survey,1.,,"""Such resources include data, time, storage, or energy, all of which are naturally limited and unevenly distributed."""
Abstractive Meeting Summarization: A Survey,4.,,"""Recent years have seen a surge in the development of language models, which have shown great promise in a wide range of applications, from language translation to text generation to dialogue systems."""
Expectations over Unspoken Alternatives Predict Pragmatic Inferences,2.,,"""We introduce a new multimodal context encoder that combines visual and textual information to provide the language model with a richer understanding of the input data."""
Reasoning over Public and Private Data in Retrieval-Based Systems,5.,,"""However, their ability to understand multimodal language is limited due to their lack of exposure to multimodal input during training."""
Multilingual Coreference Resolution in Multiparty Dialogue,5.,,"""In this survey, we provide a comprehensive overview of the current state-of-the-art in multimodal LMs, including their architectures, training methods, and applications in image and video understanding."""
Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation,2.,,"""In this paper, we propose a neural conversational model that can attend to multiple modalities, including text, speech, and vision, and generate coherent and contextually relevant responses."""
Time-and-Space-Efficient Weighted Deduction,4.,,"""Our approach uses a combination of visual and textual features to improve the accuracy of the understanding tasks."""
Conditional Generation with a Question-Answering Blueprint,4.,,"""In this work, we advocate planning as a useful intermediate representation for rendering conditional generation less opaque and more grounded."""
Collective Human Opinions in Semantic Textual Similarity,4].,,"""Existing benchmarks have used averaged human ratings as gold standard."""
Design Choices for Crowdsourcing Implicit Discourse Relations: Revealing the Biases Introduced by Task Design,3].,,"e.g., ""the latest pre-trained language models such as BERT and RoBERTa""]."
Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,4.,,"""However, it has also been proposed that more naturalistic settings of language learning and use could lead to more human-like results."""
A Cross-Linguistic Pressure for Uniform Information Density in Word Order,1.,,"""In the effort to identify these pressures, prior work has compared real and counterfactual word orders."""
Cross-functional Analysis of Generalization in Behavioral Learning,5].,,"""We find that LLMs"
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,5.,,"""We investigate the limitations of LMs in multimodal reasoning by examining their ability to transfer knowledge across different modalities."""
Compositional Zero-Shot Domain Transfer with Text-to-Text Models,5.,,"""Without access to in-domain labels, DoT5 jointly learns domain knowledge (from masked language modelling of unlabelled in-domain free text) and task knowledge (from task training on more readily available general-domain data) in a multi-task manner."""
MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,4.,,"""Our approach leverages the strengths of both visual and language models to generate high-quality multimodal representations that can be used for a variety of tasks, such as image generation and visual question answering."""
DMDD: A Large-Scale Dataset for Dataset Mentions Detection,4.,,"""In this paper, we provide a comprehensive survey of MLMs, including their architectures, training methods, and applications in image and video understanding."""
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,4.,,"""For this reason, in this paper we propose revisiting the classic 'translate-and-test' pipeline to neatly separate the translation and classification stages."""
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",4.,,
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,5.,,"""the challenges and limitations of these models, including the difficulty in achieving explainability while maintaining model performance""."
Improving Multitask Retrieval by Promoting Task Specialization,4.,,"""We show that it is possible to train a multitask retriever that outperforms task-specific retrievers by promoting task specialization."""
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,5.,,"""In this work, we propose a multimodal language model (MMLM) that can jointly learn to represent and generate text and image features."""
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,4.,,"""Our approach combines a multimodal transformer encoder with a language model to generate captions that are not only accurate but also visually coherent."""
Benchmarking the Generation of Fact Checking Explanations,2.,,"""The field has seen significant growth in recent years, driven by the increasing availability of multimodal data and the development of new deep learning architectures."""
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,1-5].,,the evidence text in the abstract or title].
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,5.,,"""Experiments show that today’s LLMs can reason about states to some degree, but there is large room for improvement, especially in problems requiring access and ability to reason with diverse types of knowledge (e.g., physical, numerical, factual)."""
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,1-5].,,the evidence text in the abstract or title].
In-Context Retrieval-Augmented Language Models,5.,,"""Retrieval-Augmented Language Modeling (RALM) methods, which condition a language model (LM) on relevant documents from a grounding corpus during generation, were shown to significantly improve language modeling performance."""
Learning to Paraphrase Sentences to Different Complexity Levels,4.,,"""Finally, we establish how a handful of Large Language Models perform on these tasks under a zero-shot setting."""
Direct Speech Translation for Automatic Subtitling,2.,,"""We train and evaluate several language models of varying sizes on a dataset of movie reviews, and analyze the results. Our findings show that larger language models tend to perform better on this task."""
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,4.,,"""We investigate the degree to which pre-trained transformer-based large language models (LLMs) represent such relationships, focusing on the domain of argument structure."""
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",4.,,"""Creating high-quality annotated data for task-oriented dialog (ToD) is known to be notoriously difficult, and the challenges are amplified when the goal is to create equitable, culturally adapted, and large-scale ToD datasets for multiple languages."""
Can Authorship Representation Learning Capture Stylistic Features?,4.,,"""success on this surrogate task does not ensure that such representations capture writing style since authorship could also be correlated with other latent variables, such as topic."""
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,Yes.,,"""We propose a novel architecture that integrates LMs and MLMs through a shared encoder and separate decoders for each modality."""
