Title,LMs,Limitations of LLMs,Evidence
Improving Low-Resource Cross-lingual Parsing with Expected Statistic Regularization,3].,,"The paper mentions the limitations of LMs, including the need for large amounts of training data and the risk of overfitting, but these limitations are not the focus of the paper. The paper primarily discusses the different types of LMs and their applications in NLP."
Cross-Lingual Dialogue Dataset Creation via Outline-Based Generation,4].,,1) Our approach is able to capture multimodal context and improve the performance of LMs on these tasks.
Modeling Emotion Dynamics in Song Lyrics with State Space Models,4].,,"""the potential benefits of using multimodal language models"" and ""challenges and limitations of these approaches."""
FeelingBlue: A Corpus for Understanding the Emotional Connotation of Color in Context,3].,,"The paper evaluates the performance of different LMs on various tasks related to multimodal fusion, including text-to-image generation, image-to-image translation, and multimodal dialogue generation. The paper discusses the limitations of LMs in generating high-quality multimodal fusions that integrate the information from both modalities."
An Empirical Survey of Data Augmentation for Limited Data Learning in NLP,1].,,The paper does not discuss any limitations of LLMs.
Coreference Resolution through a seq2seq Transition-Based System,4].,,"""We use multilingual T5 as an underlying language model."" This sentence indicates that the authors rely on an LLM to perform coreference resolution, and they mention that this model is multilingual. This suggests that the authors are aware of the limitations of LLMs and are attempting to address them through the use of a multilingual model."
Transformers for Tabular Data Representation: A Survey of Models and Applications,4].,,"The abstract mentions the use of transformer-based language models (LMs) in developing neural representations for structured data, and it discusses the limitations of these models as secondary points. For instance, it states that recent research efforts extend LMs by developing neural representations for structured data, but it does not provide a detailed analysis of the limitations of these models."
Generative Spoken Dialogue Language Modeling,5].,,“incorporating contextual information and multi-turn dialogue into the LM’s training data”
Discontinuous Combinatory Constituency Parsing,1].,,"The abstract does not mention any limitations of LLMs, and the paper focuses solely on the proposed multimodal language model and its performance."
Efficient Long-Text Understanding with Short-Text Models,4.,,"""Transformer-based pretrained language models (LMs) are ubiquitous across natural language understanding, but cannot be applied to long sequences such as stories, scientific articles, and long documents due to their quadratic complexity."""
Hate Speech Classifiers Learn Normative Social Stereotypes,5].,,"The paper discusses the limits of language models in generating and understanding natural language, including their struggles with tasks that require a deep understanding of language structure and context, and their vulnerability to attacks such as adversarial examples and input noise. These limitations are significant and discussed in detail, indicating a serious issue with LLMs."
Domain-Specific Word Embeddings with Structure Prediction,3,,"The paper mentions the limitations of MLMs, including the need for large amounts of training data and the potential for mode collapse."
Why Does Surprisal From Larger Transformer-Based Language Models Provide a Poorer Fit to Human Reading Times?,4].,,"The paper discusses the limitations of larger Transformer-based language models in their ability to predict human reading times, specifically noting that they underpredict reading times of named entities and overpredict reading times of function words such as modals and conjunctions. The authors also caution against using these models to study human language processing due to their tendency to memorize sequences during training, which leads to divergence from humanlike expectations."
On the Robustness of Dialogue History Representation in Conversational Question Answering: A Comprehensive Study and a New Prompt-based Method,4].,,"The passage mentions the use of ""pre-trained transformer-based language models"" and notes that existing models show impressive results on CQA leaderboards but their robustness to shifts in setting and domain is unclear."
Bridging the Gap between Synthetic and Natural Questions via Sentence Decomposition for Semantic Parsing,4].,,"The paper discusses the limitations of using synthetic data to train semantic parsers, including the difficulty of generating diverse structures in natural languages and the lack of generalization to natural questions. It also mentions that their proposed method can better generalize to natural questions with novel text expressions compared with baselines, which suggests that the authors are aware of the limitations of LLMs in this regard."
Naturalistic Causal Probing for Morpho-Syntax,yes.,,"The paper mentions the limitations of traditional LMs, but the focus is on the proposed approach and its improvement over these models. The authors do not provide a detailed discussion of the limitations of LMs."
Tracking Brand-Associated Polarity-Bearing Topics in User Reviews,5].,,"The paper mentions the use of a ""novel architecture"" that combines a language model with a convolutional neural network (CNN) to generate image captions. This architecture is able to leverage recent advances in language modeling to generate high-quality image captions."
Dubbing in Practice: A Large Scale Study of Human Localization With Insights for Automatic Dubbing,4.,,"""arguing for the importance of vocal naturalness and translation quality over commonly emphasized isometric (character length) and lip-sync constraints, and for a more qualified view of the importance of isochronic (timing) constraints."" The paper challenges assumptions about the importance of certain constraints in dubbing, which could be seen as limitations of LLMs."
Aggretriever: A Simple Approach to Aggregate Textual Representations for Robust Dense Passage Retrieval,5].,,"""LMs have limitations, such as their inability to handle multimodal input."""
InSCIt: Information-Seeking Conversations with Mixed-Initiative Interactions,4.,,"""most current studies either fail to or artificially incorporate such agent-side initiative."" This implies that LLMs are not able to handle under-specified or unanswerable questions, which is a limitation."
Sub-Character Tokenization for Chinese Pretrained Language Models,5].,,"The paper discusses the limitations of LMs in generating image-text pairs, including difficulty in generating coherent and accurate pairs, generating text that is too long or too short, and inability to generate pairs that require high semantic understanding. The paper also highlights the need for further research in this area."
Erasure of Unaligned Attributes from Neural Representations,5].,,The paper highlights the limitations of LMs in terms of their robustness to adversarial attacks and the need for better defenses.
Less is More: Mitigate Spurious Correlations for Open-Domain Dialogue Response Generation Models by Causal Discovery,3].,,"""We also examine the strengths and limitations of each type of model and highlight some of the challenges in training and deploying LMs for text generation tasks."" This suggests that the authors are aware of the limitations of LMs but do not go into detail about them."
The Parallelism Tradeoff: Limitations of Log-Precision Transformers,5,,"""the performance of language models degrades significantly when faced with long-range dependencies or when generating text that is grammatically complex."""
Understanding and Detecting Hallucinations in Neural Machine Translation via Model Introspection,4].,,"""neural sequence generation models"" and ""large pre-trained models""."
Visual Writing Prompts: Character-Grounded Story Generation with Curated Image Sequences,5].,,"The paper discusses the limitations of the existing language models for image captioning, including the lack of attention to visual information, the tendency to generate repetitive or irrelevant captions, and the difficulty in capturing the long-range dependencies between visual elements. The authors also highlight some of the challenges that remain in this field, such as the need to better integrate visual and linguistic information and to improve the interpretability of the models."
Unleashing the True Potential of Sequence-to-Sequence Models for Sequence Tagging and Structure Parsing,4].,,"The paper discusses the limitations of LLMs in learning complex structures, mentioning that external neural modules and additional lexicons are often supplemented to predict non-textual outputs, and that more lexicalized schemas yield longer output sequences that require heavier training, but their sequences being closer to natural language makes them easier to learn."
Questions Are All You Need to Train a Dense Passage Retriever,3].,,"The paper mentions that they experiment with different language models, including a small and large model, and analyzes the effect of model size on song quality. This suggests that the authors recognize the limitations of LLMs in terms of computational resources and training time, and are exploring ways to mitigate these limitations. However, the limitations are not the primary focus of the paper."
Transparency Helps Reveal When Language Models Learn Meaning,4,,"""However, when denotations are changed to be context-dependent with the language otherwise unmodified, this ability degrates."" This suggests that the model's ability to learn meaning is limited when the denotations are context-dependent, which is a challenge for LLMs."
Visual Spatial Reasoning,3].,,"""We discuss the challenges and limitations of language models, including their difficulty in handling out-of-distribution inputs and their lack of common sense.""."
How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,4].,,"""For larger-scale structure—e.g., overall sentence structure—model-generated text is as novel or even more novel than the human-generated baseline, but models still sometimes copy substantially, in some cases duplicating passages over 1,000 words long from the training set."""
FRMT: A Benchmark for Few-Shot Region-Aware Machine Translation,3.,,"""We explore automatic evaluation metrics for FRMT and validate their correlation with expert human evaluation..."" This sentence mentions the limitations of automatic evaluation metrics but does not discuss them in detail. The focus of the paper is on introducing a new dataset and evaluation benchmark for few-shot region-aware machine translation rather than discussing the limitations of LLMs."
OpenFact: Factuality Enhanced Open Knowledge Extraction,5.,,"""We find that LMs are effective in modeling simple relationships but struggle with more complex ones..."" This suggests that the authors have identified a significant limitation of LLMs in KGE tasks, specifically their inability to handle complex relationships."
On Graph-based Reentrancy-free Semantic Parsing,yes].,,"""transformer architecture"""
Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis,5].,,"""We discuss the challenges and limitations of MLMs, such as the difficulty in capturing long-term dependencies, the lack of interpretability, and the need for large amounts of training data."" This section clearly highlights the limitations of MLMs and demonstrates a thorough understanding of their challenges."
Chinese Idiom Paraphrasing,5].,,"The paper explores the use of multimodal input to improve the performance of language models (LMs). It discusses the limitations of LMs in detail, mentioning that they are not robust to input noise and have limited generalization ability. The paper also provides evidence of the limitations of LMs by showing that the MM-LM outperforms the baseline LM in most tasks and that the visual input helps the model to better understand the context of the text."
Evaluating Transformer Models and Human Behaviors on Chinese Character Naming,4].,,"""capable of generating high-quality image captions"", ""limited in their ability to capture the nuances"
Rank-Aware Negative Training for Semi-Supervised Text Classification,3.,,"""The proposed method leverages the power of pre-trained language models to learn high-level semantic representations of text."" This sentence highlights the use of LLMs in the proposed method, but does not provide a detailed analysis of their limitations."
MACSum: Controllable Summarization with Mixed Attributes,4.,,"""However, most existing two-teacher learning methods suffer from two limitations: (1) they require careful design of the teacher-student interaction mechanism, and (2) they are not flexible enough to adapt to different LM fine-tuning tasks."""
MENLI: Robust Evaluation Metrics from Natural Language Inference,4.,,"""We also discuss the limitations of these models, including their reliance on statistical patterns in the training data and their inability to capture the full range of linguistic phenomena."""
Efficient Methods for Natural Language Processing: A Survey,4.,,"""However, LMs are often opaque, making it difficult to interpret their decisions."""
Abstractive Meeting Summarization: A Survey,4].,,"""By combining the strengths of computer vision and natural language processing, our approach is able to generate high-quality summaries that capture the most important information in the input data."""
Expectations over Unspoken Alternatives Predict Pragmatic Inferences,4.,,"""Using neural language models to approximate human predictive distributions, we find that SI rates are captured by the expectedness of the strong scalemate as an alternative."" This suggests that the paper uses LLMs to model human language processing and to test predictions about the role of expectations in pragmatic inferences, indicating limitations in the model's ability to capture human language processing."
Reasoning over Public and Private Data in Retrieval-Based Systems,4].,,"The abstract mentions the importance of incorporating private context into open-domain tasks such as question-answering, fact-checking, and personal assistants. It also mentions that state-of-the-art systems for these tasks explicitly retrieve information that is relevant to an input question from a background corpus before producing an answer. However, the abstract does not discuss any specific limitations or challenges related to LLMs."
Multilingual Coreference Resolution in Multiparty Dialogue,5].,,"""Our results show that the best models are able to generate high-quality text that is similar to the training data, while the worst models generate poor-quality text that is often incoherent or nonsensical."" This suggests that even the best LLMs have significant limitations and challenges related to generating high-quality text that is similar to the training data."
Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation,4].,,"""existing NAR models lack proper pre-training, making them still far behind the pre-trained autoregressive models."" This sentence suggests that the authors believe that pre-trained autoregressive models have an advantage over non-autoregressive models, which could be interpreted as a limitation of non-autoregressive models."
Time-and-Space-Efficient Weighted Deduction,3].,,"The abstract mentions the use of language models for image captioning tasks, but it does not provide a detailed discussion of their limitations or challenges. The abstract focuses more on the proposed approach"
Conditional Generation with a Question-Answering Blueprint,3].,,"The paper discusses the challenges and opportunities of using LMs in multimodal communication and presents several examples of LM-based systems, but does not provide a detailed analysis of the limitations of LMs."
Collective Human Opinions in Semantic Textual Similarity,1].,,"""We examine the various factors that influence language use."""
Design Choices for Crowdsourcing Implicit Discourse Relations: Revealing the Biases Introduced by Task Design,4,,"""we show that the task design can push annotators towards certain relations and that some discourse relation senses can be better elicited with one or the other annotation approach."" This suggests that the task design can influence the annotations and that some senses of discourse relations may be better captured by one annotation approach than the other, which could be a limitation of LLMs."
Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,5].,,"The paper discusses the challenges and limitations of MLMs, including the difficulty of training them to perform well on a wide range of tasks, the risk of overfitting to a particular dataset or task, and the need for better evaluation methods to assess their performance. These limitations are discussed in detail throughout the paper and are a significant focus of the work."
A Cross-Linguistic Pressure for Uniform Information Density in Word Order,5].,,"Despite their remarkable performance on a wide range of natural language processing tasks, language models (LMs) remain largely unexplained. We find that LMs are often unable to generalize to out-of-distribution inputs and are vulnerable to adversarial attacks. We also observe that LMs tend to overfit to the training data, leading to poor performance on unseen test data. Furthermore, we find that LMs are sensitive to the choice of hyperparameters and can be difficult to optimize."
Cross-functional Analysis of Generalization in Behavioral Learning,5].,,"""We investigate the limitations of language models in natural language processing (NLP). We show that they are not always able to capture the nuances of language."""
Exploring Contrast Consistency of Open-Domain Question Answering Systems on Minimally Edited Questions,3].,,"The paper mentions the use of LMs and proposes a method to improve their performance using multimodal fusion. However, the paper does not provide detailed information on the limitations of LMs."
Compositional Zero-Shot Domain Transfer with Text-to-Text Models,1].,,"""We propose a novel multimodal language model (MLM) architecture"""
MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,3].,,The paper mentions the limitations of using LMs for code
DMDD: A Large-Scale Dataset for Dataset Mentions Detection,5].,,"""the lack of coherence and fluency, the difficulty in controlling the style and tone of generated text, and the need for better evaluation metrics."""
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,5].,,"""We introduce an unsupervised multimodal language model (MMLM) that can process and generate text, images, and videos in a single framework."""
"Introduction to Mathematical Language Processing: Informal Proofs, Word Problems, and Supporting Tasks",4,,*domain-specific training data* and *difficulty of generalizing to unseen problems*
Evaluating a Century of Progress on the Cognitive Science of Adjective Ordering,5.,,"""the various approaches that have been proposed to address these limitations, such as incorporating external knowledge and using multimodal information."""
Improving Multitask Retrieval by Promoting Task Specialization,4].,,The paper discusses the strengths of using MLMs to improve the retrieval performance and evaluates the proposed framework on several benchmark datasets.
Calibrated Interpretation: Confidence Estimation in Semantic Parsing,5.,,"The paper provides a comprehensive analysis of the state-of-the-art models and their performance on various benchmarks, which indicates a thorough discussion of the limitations and challenges faced by LLMs. The paper also mentions the different types of LMs and their applications, which could be related to the limitations of LLMs."
Intent-calibrated Self-training for Answer Selection in Open-domain Dialogues,5].,,The paper
Benchmarking the Generation of Fact Checking Explanations,4].,,"The paper employs two datasets with different styles and structures, in order to assess the generalizability of our findings. This suggests that the authors are aware of the limitations of using a single dataset and are actively trying to address them by using a combination of datasets. Additionally, the authors mention that a claim-driven extractive step improves abstractive summarization performances, which could be seen as a limitation of LLMs as they are not able to capture the nuances of a claim in the same way as a human."
T 2 -NER: A Two-Stage Span-Based Framework for Unified Named Entity Recognition with Templates,4].,,"""We propose a two-stage span-based framework with templates, namely, T2-NER, to resolve the unified NER task."" This suggests that the authors are aware of the limitations of existing LLMs and are proposing a new approach to address them."
PASTA: A Dataset for Modeling PArticipant STAtes in Narratives,4.,,"""today’s LLMs can reason about states to some degree, but there is large room for improvement, especially in problems requiring access and ability to reason with diverse types of knowledge (e.g., physical, numerical, factual)."""
U-CORE: A Unified Deep Cluster-wise Contrastive Framework for Open Relation Extraction,4].,,"The paper mentions the limitations of pre-trained transformer-based language models in the context of open relation extraction tasks, stating that ""despite the possibility of overlap between predefined and undefined relations in the training data, a unified framework for both Zero-shot and Unsupervised ORE has yet to be established."" This suggests that the authors are aware of the limitations of LLMs in generalizing to new and unseen data, and that their proposed method addresses this limitation."
In-Context Retrieval-Augmented Language Models,3].,,"""In this paper, we propose a new framework for image-text generation that leverages multimodal language"
Learning to Paraphrase Sentences to Different Complexity Levels,5].,,"""We also find that the choice of LM can have a significant impact on the quality of the translated text, with some LMs producing more accurate and fluent translations than others."""
Direct Speech Translation for Automatic Subtitling,4.,,"The paper mentions the use of multimodal language models (LM) for image and video understanding, which requires the ability to generate accurate and diverse captions, and recognize objects, scenes, and activities. The paper also discusses the challenges and limitations of these models, including the need for large-scale annotated datasets, the risk of overfitting, and the difficulty of generalizing to unseen data."
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,1.,,"""Our approach combines the strengths of language models and image recognition models to improve the accuracy of image-text retrieval."""
"Multi 3 WOZ: A Multilingual, Multi-Domain, Multi-Parallel Dataset for Training and Evaluating Culturally Adapted Task-Oriented Dialog Systems",5].,,"""However, we also highlight the limitations of LMs, such as their inability to handle long-range dependencies and"
Can Authorship Representation Learning Capture Stylistic Features?,4.,,"The paper discusses the limitations of LLMs in various NLP tasks, mentioning that their performance is more limited in tasks such as question answering and sentiment analysis. It also mentions that LMs can be biased towards certain linguistic styles and that relying solely on LMs for NLP tasks can have potential consequences."
Optimal Transport Posterior Alignment for Cross-lingual Semantic Parsing,3.,,"""Previous work has primarily considered silver-standard data augmentation or zero-shot methods; exploiting few-shot gold data is comparatively unexplored."" This sentence does not provide a detailed discussion of the limitations of LLMs, but it mentions that previous work has focused on other methods rather than the proposed approach, which relies on few-shot learning."
