title,Mentions LLM Limitations
Wiki-TabNER:Advancing Table Interpretation Through Named Entity Recognition,no
GraphInstruct: Empowering Large Language Models with Graph Understanding and Reasoning Capability,no
Do Large Language Model Understand Multi-Intent Spoken Language ?,no
Pearl: A Review-driven Persona-Knowledge Grounded Conversational Recommendation Dataset,yes
Low-Resource Court Judgment Summarization for Common Law Systems,no
Membership Inference Attacks and Privacy in Topic Modeling,no
Feedback-Generation for Programming Exercises With GPT-4,yes
Acceleron: A Tool to Accelerate Research Ideation,no
Discriminative Probing and Tuning for Text-to-Image Generation,no
Online Adaptation of Language Models with a Memory of Amortized Contexts,no
Can Your Model Tell a Negation from an Implicature? Unravelling Challenges With Intent Encoders,yes
HaluEval-Wild: Evaluating Hallucinations of Language Models in the Wild,yes
Effectiveness Assessment of Recent Large Vision-Language Models,no
Proxy-RLHF: Decoupling Generation and Alignment in Large Language Model with Proxy,yes
Advancing Biomedical Text Mining with Community Challenges,no
Can Small Language Models be Good Reasoners for Sequential Recommendation?,yes
Federated Recommendation via Hybrid Retrieval Augmented Generation,no
UltraWiki: Ultra-fine-grained Entity Set Expansion with Negative Seed Entities,yes
DEEP-ICL: Definition-Enriched Experts for Language Model In-Context Learning,yes
Evaluation of LLMs on Syntax-Aware Code Fill-in-the-Middle Tasks,no
Aligners: Decoupling LLMs and Alignment,no
Self-Evaluation of Large Language Model based on Glass-box Features,yes
Large Language Models are In-Context Molecule Learners,no
"Generative AI for Synthetic Data Generation: Methods, Challenges and the Future",yes
Metric-aware LLM inference for regression and scoring,no
Improving Retrieval in Theme-specific Applications using a Corpus Topical Taxonomy,yes
Privacy-preserving Fine-tuning of Large Language Models through Flatness,yes
Exploring LLM-based Agents for Root Cause Analysis,yes
Can Large Language Models Reason and Plan?,no
Artificial Intelligence Exploring the Patent Field,yes
Quantifying Contamination in Evaluating Code Generation Capabilities of Language Models,no
Can Large Language Models do Analytical Reasoning?,no
Enhancing chest X-ray datasets with privacy-preserving large language models and multi-type annotations: a data-driven approach for improved classification,yes
Guiding Enumerative Program Synthesis with Large Language Models,no
FaaF: Facts as a Function for the evaluation of generated text,no
SaulLM-7B: A pioneering Large Language Model for Law,no
KIWI: A Dataset of Knowledge-Intensive Writing Instructions for Answering Research Questions,yes
Are Language Models Puzzle Prodigies? Algorithmic Puzzles Unveil Serious Challenges in Multimodal Reasoning,yes
ShortGPT: Layers in Large Language Models are More Redundant Than You Expect,yes
The Boy Who Survived: Removing Harry Potter from an LLM is harder than reported,no
Evaluating the Elementary Multilingual Capabilities of Large Language Models with MultiQ,no
Popeye: A Unified Visual-Language Model for Multi-Source Ship Detection from Remote Sensing Imagery,no
PPTC-R benchmark: Towards Evaluating the Robustness of Large Language Models for PowerPoint Task Completion,yes
German also Hallucinates! Inconsistency Detection in News Summaries with the Absinth Dataset,yes
Towards Safe and Aligned Large Language Models for Medicine,yes
Rapidly Developing High-quality Instruction Data and Evaluation Benchmark for Large Language Models with Minimal Human Effort: A Case Study on Japanese,no
General2Specialized LLMs Translation for E-commerce,no
K-Link: Knowledge-Link Graph from LLMs for Enhanced Representation Learning in Multivariate Time-Series Data,yes
SheetAgent: A Generalist Agent for Spreadsheet Reasoning and Manipulation via Large Language Models,yes
GPTopic: Dynamic and Interactive Topic Representations,yes
Multimodal Large Language Models to Support Real-World Fact-Checking,no
WaterMax: breaking the LLM watermark detectability-robustness-quality trade-off,no
Benchmarking Hallucination in Large Language Models based on Unanswerable Math Word Problem,no
Emotional Manipulation Through Prompt Engineering Amplifies Disinformation Generation in AI Large Language Models,yes
Prompt Mining for Language-based Human Mobility Forecasting,yes
Towards Efficient and Effective Unlearning of Large Language Models for Recommendation,yes
CLongEval: A Chinese Benchmark for Evaluating Long-Context Large Language Models,no
GaLore: Memory-Efficient LLM Training by Gradient Low-Rank Projection,yes
A Knowledge Plug-and-Play Test Bed for Open-domain Dialogue Generation,no
TGPT-PINN: Nonlinear model reduction with transformed GPT-PINNs,no
Mixture-of-LoRAs: An Efficient Multitask Tuning for Large Language Models,yes
Negating Negatives: Alignment without Human Positive Samples via Distributional Dispreference Optimization,no
Human vs. Machine: Language Models and Wargames,no
Japanese-English Sentence Translation Exercises Dataset for Automatic Grading,no
Learn to Code Sustainably: An Empirical Study on LLM-based Green Code Generation,no
Scope of Large Language Models for Mining Emerging Opinions in Online Health Discourse,yes
Guardrail Baselines for Unlearning in LLMs,no
Mad Libs Are All You Need: Augmenting Cross-Domain Document-Level Event Argument Data,no
Should We Fear Large Language Models? A Structural Analysis of the Human Reasoning System for Elucidating LLM Capabilities and Risks Through the Lens of Heidegger's Philosophy,yes
Alpaca against Vicuna: Using LLMs to Uncover Memorization of LLMs,yes
The WMDP Benchmark: Measuring and Reducing Malicious Use With Unlearning,yes
CLEVR-POC: Reasoning-Intensive Visual Question Answering in Partially Observable Environments,yes
MAGID: An Automated Pipeline for Generating Synthetic Multi-modal Datasets,no
Towards Democratized Flood Risk Management: An Advanced AI Assistant Enabled by GPT-4 for Enhanced Interpretability and Public Engagement,no
SNIFFER: Multimodal Large Language Model for Explainable Out-of-Context Misinformation Detection,no
PARADISE: Evaluating Implicit Planning Skills of Language Models with Procedural Warnings and Tips Dataset,yes
Language Guided Exploration for RL Agents in Text Environments,yes
"Angry Men, Sad Women: Large Language Models Reflect Gendered Stereotypes in Emotion Attribution",yes
KnowAgent: Knowledge-Augmented Planning for LLM-Based Agents,yes
Learning to Use Tools via Cooperative and Interactive Agents,yes
Word Importance Explains How Prompts Affect Language Model Outputs,no
OPEx: A Component-Wise Analysis of LLM-Centric Agents in Embodied Instruction Following,no
Knowledge Graphs as Context Sources for LLM-Based Explanations of Learning Recommendations,no
Localized Zeroth-Order Prompt Optimization,no
"Data Augmentation using LLMs: Data Perspectives, Learning Paradigms and Challenges",yes
Evidence-Focused Fact Summarization for Knowledge-Augmented Zero-Shot Question Answering,no
Multi-Scale Protein Language Model for Unified Molecular Modeling,no
WikiTableEdit: A Benchmark for Table Editing by Natural Language Instruction,yes
Benchmarking the Text-to-SQL Capability of Large Language Models: A Comprehensive Evaluation,no
ImgTrojan: Jailbreaking Vision-Language Models with ONE Image,no
A Comprehensive Survey on Process-Oriented Automatic Text Summarization with Exploration of LLM-Based Methods,yes
In Search of Truth: An Interrogation Approach to Hallucination Detection,yes
MathScale: Scaling Instruction Tuning for Mathematical Reasoning,no
An Empirical Study of LLM-as-a-Judge for LLM Evaluation: Fine-tuned Judge Models are Task-specific Classifiers,yes
DPPA: Pruning Method for Large Language Model to Model Merging,no
Evaluating and Optimizing Educational Content with Large Language Model Judgments,no
EasyQuant: An Efficient Data-free Quantization Algorithm for LLMs,yes
Emerging Synergies Between Large Language Models and Machine Learning in Ecommerce Recommendations,no
"Towards Measuring and Modeling ""Culture"" in LLMs: A Survey",no
Role Prompting Guided Domain Adaptation with General Capability Preserve for Large Language Models,yes
CURATRON: Complete Robust Preference Data for Robust Alignment of Large Language Models,yes
Towards Training A Chinese Large Language Model for Anesthesiology,no
Causal Prompting: Debiasing Large Language Model Prompting based on Front-Door Adjustment,yes
Crossing Linguistic Horizons: Finetuning and Comprehensive Evaluation of Vietnamese Large Language Models,yes
Android in the Zoo: Chain-of-Action-Thought for GUI Agents,no
Causal Walk: Debiasing Multi-Hop Fact Verification with Front-Door Adjustment,no
Privacy-Aware Semantic Cache for Large Language Models,yes
InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,yes
Revisiting Meta-evaluation for Grammatical Error Correction,no
Found in the Middle: How Language Models Use Long Contexts Better via Plug-and-Play Positional Encoding,yes
Modeling Collaborator: Enabling Subjective Vision Classification With Minimal Human Effort via LLM Tool-Use,no
Exploring the Limitations of Large Language Models in Compositional Relation Reasoning,yes
ChatCite: LLM Agent with Human Workflow Guidance for Comparative Literature Summary,yes
Eliciting Better Multilingual Structured Reasoning from LLMs through Code,yes
Updating the Minimum Information about CLinical Artificial Intelligence (MI-CLAIM) checklist for generative modeling research,no
Wukong: Towards a Scaling Law for Large-Scale Recommendation,yes
DACO: Towards Application-Driven and Comprehensive Data Analysis via Code Generation,no
"Balancing Enhancement, Harmlessness, and General Capabilities: Enhancing Conversational LLMs with Direct RLHF",no
SPUQ: Perturbation-Based Uncertainty Quantification for Large Language Models,yes
Trial and Error: Exploration-Based Trajectory Optimization for LLM Agents,no
Enhancing LLM Safety via Constrained Direct Preference Optimization,yes
OffLanDat: A Community Based Implicit Offensive Language Dataset Generated by Large Language Model Through Prompt Engineering,yes
Are More LLM Calls All You Need? Towards Scaling Laws of Compound Inference Systems,no
RegionGPT: Towards Region Understanding Vision Language Model,no
Taming Throughput-Latency Tradeoff in LLM Inference with Sarathi-Serve,no
FENICE: Factuality Evaluation of summarization based on Natural language Inference and Claim Extraction,yes
KnowPhish: Large Language Models Meet Multimodal Knowledge Graphs for Enhancing Reference-Based Phishing Detection,yes
Non-autoregressive Sequence-to-Sequence Vision-Language Models,no
Birbal: An efficient 7B instruct-model fine-tuned with curated datasets,no
PHAnToM: Personality Has An Effect on Theory-of-Mind Reasoning in Large Language Models,no
Towards Intent-Based Network Management: Large Language Models for Intent Extraction in 5G Core Networks,no
TPLLM: A Traffic Prediction Framework Based on Pretrained Large Language Models,no
Not all Layers of LLMs are Necessary during Inference,no
Masked Thought: Simply Masking Partial Reasoning Steps Can Improve Mathematical Reasoning Learning of Language Models,yes
Cognition is All You Need -- The Next Layer of AI Above Large Language Models,yes
Using LLMs for the Extraction and Normalization of Product Attribute Values,no
Large language models surpass human experts in predicting neuroscience results,no
Leveraging Weakly Annotated Data for Hate Speech Detection in Code-Mixed Hinglish: A Feasibility-Driven Transfer Learning Approach with Large Language Models,yes
adaptMLLM: Fine-Tuning Multilingual Language Models on Low-Resource Languages with Integrated LLM Playgrounds,no
Automated Generation of Multiple-Choice Cloze Questions for Assessing English Vocabulary Using GPT-turbo 3.5,no
Breaking the Language Barrier: Can Direct Inference Outperform Pre-Translation in Multilingual LLM Applications?,no
Large Language Model-Based Evolutionary Optimizer: Reasoning with elitism,yes
Unveiling Hidden Links Between Unseen Security Entities,no
Topic Aware Probing: From Sentence Length Prediction to Idiom Identification how reliant are Neural Language Models on Topic?,no
LLM-Oriented Retrieval Tuner,yes
Vanilla Transformers are Transfer Capability Teachers,no
SciAssess: Benchmarking LLM Proficiency in Scientific Literature Analysis,yes
Multi-perspective Improvement of Knowledge Graph Completion with Large Language Models,no
AS-ES Learning: Towards Efficient CoT Learning in Small Models,yes
Analyzing and Adapting Large Language Models for Few-Shot Multilingual NLU: Are We There Yet?,no
To Generate or to Retrieve? On the Effectiveness of Artificial Contexts for Medical Open-Domain Question Answering,no
LLM vs. Lawyers: Identifying a Subset of Summary Judgments in a Large UK Case Law Dataset,no
Online Training of Large Language Models: Learn while chatting,yes
Predicting Learning Performance with Large Language Models: A Study in Adult Literacy,no
CatCode: A Comprehensive Evaluation Framework for LLMs On the Mixture of Code and Text,no
NPHardEval4V: A Dynamic Reasoning Benchmark of Multimodal Large Language Models,no
WebCiteS: Attributed Query-Focused Summarization on Chinese Web Search Results with Citations,yes
How Multimodal Integration Boost the Performance of LLM for Optimization: Case Study on Capacitated Vehicle Routing Problems,yes
Derivative-Free Optimization for Low-Rank Adaptation in Large Language Models,no
Differentially Private Synthetic Data via Foundation Model APIs 2: Text,yes
Decode Neural signal as Speech,yes
Can LLMs Generate Architectural Design Decisions? -An Exploratory Empirical study,no
Improving LLM Code Generation with Grammar Augmentation,no
Towards Comprehensive Vietnamese Retrieval-Augmented Generation and Large Language Models,no
SCHEMA: State CHangEs MAtter for Procedure Planning in Instructional Videos,no
SERVAL: Synergy Learning between Vertical Models and LLMs towards Oracle-Level Zero-shot Medical Prediction,yes
ReMatch: Retrieval Enhanced Schema Matching with LLMs,no
In-Context Sharpness as Alerts: An Inner Representation Perspective for Hallucination Mitigation,yes
Fantastic Semantics and Where to Find Them: Investigating Which Layers of Generative LLMs Reflect Lexical Semantics,no
Infusing Knowledge into Large Language Models with Contextual Prompts,no
Logic Rules as Explanations for Legal Case Retrieval,no
GuardT2I: Defending Text-to-Image Models from Adversarial Prompts,no
Ever-Evolving Memory by Blending and Refining the Past,yes
Fine Tuning vs. Retrieval Augmented Generation for Less Popular Knowledge,no
MovieLLM: Enhancing Long Video Understanding with AI-Generated Movies,no
The Implicit Bias of Heterogeneity towards Invariance and Causality,no
CR-LT-KGQA: A Knowledge Graph Question Answering Dataset Requiring Commonsense Reasoning and Long-Tail Knowledge,yes
Breaking Down the Defenses: A Comparative Survey of Attacks on Large Language Models,yes
Right for Right Reasons: Large Language Models for Verifiable Commonsense Knowledge Graph Question Answering,no
On the Compressibility of Quantized Large Language Models,yes
Automatic Question-Answer Generation for Long-Tail Knowledge,yes
LM4OPT: Unveiling the Potential of Large Language Models in Formulating Mathematical Optimization Problems,yes
Large Language Multimodal Models for 5-Year Chronic Disease Cohort Prediction Using EHR Data,no
A Cross-Modal Approach to Silent Speech with LLM-Enhanced Recognition,no
Improving the Validity of Automatically Generated Feedback via Reinforcement Learning,yes
Analysis of Privacy Leakage in Federated Large Language Models,yes
NoMAD-Attention: Efficient LLM Inference on CPUs Through Multiply-add-free Attention,no
Dissecting Language Models: Machine Unlearning via Selective Pruning,yes
AutoDefense: Multi-Agent LLM Defense against Jailbreak Attacks,yes
Accelerating Greedy Coordinate Gradient via Probe Sampling,no
SceneCraft: An LLM Agent for Synthesizing 3D Scene as Blender Code,yes
Mitigating Catastrophic Forgetting in Large Language Models with Self-Synthesized Rehearsal,yes
IntactKV: Improving Large Language Model Quantization by Keeping Pivot Tokens Intact,no
API Is Enough: Conformal Prediction for Large Language Models Without Logit-Access,yes
Data-free Multi-label Image Recognition via LLM-powered Prompt Tuning,no
The Case for Animal-Friendly AI,yes
DMoERM: Recipes of Mixture-of-Experts for Effective Reward Modeling,yes
RAGged Edges: The Double-Edged Sword of Retrieval-Augmented Chatbots,yes
Balancing Exploration and Exploitation in LLM using Soft RLLF for Enhanced Negation Understanding,no
STAR: Constraint LoRA with Dynamic Active Learning for Data-Efficient Fine-Tuning of Large Language Models,no
"A Survey of AI-generated Text Forensic Systems: Detection, Attribution, and Characterization",yes
MuseGraph: Graph-oriented Instruction Tuning of Large Language Models for Generic Graph Mining,no
ParallelPARC: A Scalable Pipeline for Generating Natural-Language Analogies,yes
LLM-PQ: Serving LLM on Heterogeneous Clusters with Phase-Aware Partition and Adaptive Quantization,no
Evaluating Large Language Models as Virtual Annotators for Time-series Physical Sensing Data,yes
LLaMoCo: Instruction Tuning of Large Language Models for Optimization Code Generation,yes
OpenGraph: Towards Open Graph Foundation Models,no
Towards Accurate Lip-to-Speech Synthesis in-the-Wild,no
LAB: Large-Scale Alignment for ChatBots,no
LLMCRIT: Teaching Large Language Models to Use Criteria,no
FaiMA: Feature-aware In-context Learning for Multi-domain Aspect-based Sentiment Analysis,no
Reading Subtext: Evaluating Large Language Models on Short Story Summarization with Writers,yes
Towards Full Authorship with AI: Supporting Revision with AI-Generated Views,no
AutoAttacker: A Large Language Model Guided System to Implement Automatic Cyber-attacks,no
Peacock: A Family of Arabic Multimodal Large Language Models and Benchmarks,no
Attribute Structuring Improves LLM-Based Evaluation of Clinical Text Summaries,no
Predictions from language models for multiple-choice tasks are not robust under variation of scoring methods,yes
MALTO at SemEval-2024 Task 6: Leveraging Synthetic Data for LLM Hallucination Detection,yes
ATP: Enabling Fast LLM Serving via Attention on Top Principal Keys,no
Differentially Private Knowledge Distillation via Synthetic Text Generation,yes
An Interpretable Ensemble of Graph and Language Models for Improving Search Relevance in E-Commerce,no
Mitigating Reversal Curse in Large Language Models via Semantic-aware Permutation Training,yes
AtP*: An efficient and scalable method for localizing LLM behaviour to components,yes
Playing NetHack with LLMs: Potential & Limitations as Zero-Shot Agents,yes
DiaHalu: A Dialogue-level Hallucination Evaluation Benchmark for Large Language Models,yes
Large Language Models for Simultaneous Named Entity Extraction and Spelling Correction,no
"ROME: Memorization Insights from Text, Probability and Hidden State in Large Language Models",no
Do Zombies Understand? A Choose-Your-Own-Adventure Exploration of Machine Cognition,no
TempCompass: Do Video LLMs Really Understand Videos?,yes
LUCID: LLM-Generated Utterances for Complex and Interesting Dialogues,no
Hierarchical Indexing for Retrieval-Augmented Opinion Summarization,no
LLMs for Targeted Sentiment in News Headlines: Exploring Different Levels of Prompt Prescriptiveness,no
Rethinking Tokenization: Crafting Better Tokenizers for Large Language Models,yes
Text classification of column headers with a controlled vocabulary: leveraging LLMs for metadata enrichment,yes
Private Benchmarking to Prevent Contamination and Improve Comparative Evaluation of LLMs,yes
Invariant Test-Time Adaptation for Vision-Language Model Generalization,no
Crimson: Empowering Strategic Reasoning in Cybersecurity through Large Language Models,no
Semi-Instruct: Bridging Natural-Instruct and Self-Instruct for Code Large Language Models,no
Never-Ending Embodied Robot Learning,yes
Teach LLMs to Phish: Stealing Private Information from Language Models,no
DPP-Based Adversarial Prompt Searching for Lanugage Models,no
Gender Bias in Large Language Models across Multiple Languages,no
SoftTiger: A Clinical Foundation Model for Healthcare Workflows,no
Extracting Polymer Nanocomposite Samples from Full-Length Documents,yes
Gradient Cuff: Detecting Jailbreak Attacks on Large Language Models by Exploring Refusal Loss Landscapes,yes
Multimodal ArXiv: A Dataset for Improving Scientific Comprehension of Large Vision-Language Models,no
Improving Socratic Question Generation using Data Augmentation and Preference Optimization,yes
AXOLOTL: Fairness through Assisted Self-Debiasing of Large Language Model Outputs,yes
LLM-Ensemble: Optimal Large Language Model Ensemble Method for E-commerce Product Attribute Value Extraction,no
TELEClass: Taxonomy Enrichment and LLM-Enhanced Hierarchical Text Classification with Minimal Supervision,yes
LLMs in Political Science: Heralding a New Era of Visual Analysis,yes
UniTS: Building a Unified Time Series Model,no
FAC$^2$E: Better Understanding Large Language Model Capabilities by Dissociating Language and Cognition,no
NewsBench: Systematic Evaluation of LLMs for Writing Proficiency and Safety Adherence in Chinese Journalistic Editorial Applications,no
LoRA-as-an-Attack! Piercing LLM Safety Under The Share-and-Play Scenario,no
Direct Alignment of Draft Model for Speculative Decoding with Chat-Fine-Tuned LLMs,yes
PROC2PDDL: Open-Domain Planning Representations from Texts,yes
Resonance RoPE: Improving Context Length Generalization of Large Language Models,no
Query-OPT: Optimizing Inference of Large Language Models via Multi-Query Instructions in Meeting Summarization,yes
The Counterfeit Conundrum: Can Code Language Models Grasp the Nuances of Their Incorrect Generations?,no
The All-Seeing Project V2: Towards General Relation Comprehension of the Open World,no
Loose LIPS Sink Ships: Asking Questions in Battleship with Language-Informed Program Sampling,yes
Towards Tracing Trustworthiness Dynamics: Revisiting Pre-training Period of Large Language Models,no
Curiosity-driven Red-teaming for Large Language Models,yes
Heavy-Tailed Class Imbalance and Why Adam Outperforms Gradient Descent on Language Models,yes
ArCHer: Training Language Model Agents via Hierarchical Multi-Turn RL,no
Compositional API Recommendation for Library-Oriented Code Generation,no
Crafting Knowledge: Exploring the Creative Mechanisms of Chat-Based Search Engines,yes
On the Scaling Laws of Geographical Representation in Language Models,no
Entity-Aware Multimodal Alignment Framework for News Image Captioning,no
Wisdom of the Silicon Crowd: LLM Ensemble Prediction Capabilities Rival Human Crowd Accuracy,no
OpenMedLM: Prompt engineering can out-perform fine-tuning in medical question-answering with open-source large language models,no
SoK: Exploring the Potential of Large Language Models for Improving Digital Forensic Investigation Efficiency,yes
Watermark Stealing in Large Language Models,yes
"Deep Learning for Cross-Domain Data Fusion in Urban Computing: Taxonomy, Advances, and Outlook",no
Generalizable Whole Slide Image Classification with Fine-Grained Visual-Semantic Interaction,no
SEED: Customize Large Language Models with Sample-Efficient Adaptation for Code Generation,yes
RL-GPT: Integrating Reinforcement Learning and Code-as-policy,no
PlanGPT: Enhancing Urban Planning with Tailored Language Model and Efficient Retrieval,yes
GSM-Plus: A Comprehensive Benchmark for Evaluating the Robustness of LLMs as Mathematical Problem Solvers,yes
Let LLMs Take on the Latest Challenges! A Chinese Dynamic Question Answering Benchmark,no
RiNALMo: General-Purpose RNA Language Models Can Generalize Well on Structure Prediction Tasks,no
Memory-Augmented Generative Adversarial Transformers,yes
PeLLE: Encoder-based language models for Brazilian Portuguese based on open data,no
PRSA: Prompt Reverse Stealing Attacks against Large Language Models,no
Teaching Large Language Models an Unseen Language on the Fly,yes
Enhancing Long-Term Recommendation with Bi-level Learnable Large Language Model Planning,no
Unveiling Typographic Deceptions: Insights of the Typographic Vulnerability in Large Vision-Language Model,yes
Whispers that Shake Foundations: Analyzing and Mitigating False Premise Hallucinations in Large Language Models,yes
Controllable Preference Optimization: Toward Controllable Multi-Objective Alignment,no
Pointing out the Shortcomings of Relation Extraction Models with Semantically Motivated Adversarials,yes
Exploring the Efficacy of Large Language Models in Summarizing Mental Health Counseling Sessions: A Benchmark Study,yes
"FhGenie: A Custom, Confidentiality-preserving Chat AI for Corporate and Scientific Use",no
EyeGPT: Ophthalmic Assistant with Large Language Models,no
Analyzing and Reducing Catastrophic Forgetting in Parameter Efficient Tuning,no
How do Large Language Models Handle Multilingualism?,no
On the Decision-Making Abilities in Role-Playing using Large Language Models,no
ToolNet: Connecting Large Language Models with Massive Tools via Tool Graph,yes
FlexLLM: A System for Co-Serving Large Language Model Inference and Parameter-Efficient Finetuning,no
NeuroPrune: A Neuro-inspired Topological Sparse Training Algorithm for Large Language Models,no
Commonsense Ontology Micropatterns,no
Learning to Compress Prompt in Natural Language Formats,yes
CLLMs: Consistency Large Language Models,no
Data Interpreter: An LLM Agent For Data Science,yes
Simple linear attention language models balance the recall-throughput tradeoff,no
FOFO: A Benchmark to Evaluate LLMs' Format-Following Capability,yes
Large Language Models and Games: A Survey and Roadmap,yes
A New Era in LLM Security: Exploring Security Concerns in Real-World LLM-based Systems,no
Arithmetic Control of LLMs for Diverse User Preferences: Directional Preference Alignment with Multi-Objective Rewards,yes
Keeping LLMs Aligned After Fine-tuning: The Crucial Role of Prompt Templates,yes
Few-Shot Fairness: Unveiling LLM's Potential for Fairness-Aware Classification,no
Language Models Represent Beliefs of Self and Others,no
The First Place Solution of WSDM Cup 2024: Leveraging Large Language Models for Conversational Multi-Doc QA,no
Large Language Models As Evolution Strategies,no
Focus on Your Question! Interpreting and Mitigating Toxic CoT Problems in Commonsense Reasoning,no
How to think step-by-step: A mechanistic understanding of chain-of-thought reasoning,yes
Retrieval-based Full-length Wikipedia Generation for Emergent Events,no
Towards Generalist Prompting for Large Language Models by Mental Models,no
Learning or Self-aligning? Rethinking Instruction Fine-tuning,yes
Prospect Personalized Recommendation on Large Language Model-based Agent Platform,yes
CogBench: a large language model walks into a psychology lab,no
LLM Task Interference: An Initial Study on the Impact of Task-Switch in Conversational History,yes
Lemur: Log Parsing with Entropy Sampling and Chain-of-Thought Merging,no
MIKO: Multimodal Intention Knowledge Distillation from Large Language Models for Social-Media Commonsense Discovery,no
From Summary to Action: Enhancing Large Language Models for Complex Tasks with Open World APIs,no
MedAide: Leveraging Large Language Models for On-Premise Medical Assistance on Edge Devices,no
Unsupervised Information Refinement Training of Large Language Models for Retrieval-Augmented Generation,yes
Random Silicon Sampling: Simulating Human Sub-Population Opinion Using a Large Language Model Based on Group-Level Demographic Information,no
Cause and Effect: Can Large Language Models Truly Understand Causality?,yes
"Exploring Multilingual Human Value Concepts in Large Language Models: Is Value Alignment Consistent, Transferable and Controllable across Languages?",no
Small But Funny: A Feedback-Driven Approach to Humor Distillation,no
Making Them Ask and Answer: Jailbreaking Large Language Models in Few Queries via Disguise and Reconstruction,no
Editing Factual Knowledge and Explanatory Ability of Medical Large Language Models,yes
No Token Left Behind: Reliable KV Cache Compression via Importance-Aware Mixed Precision Quantization,yes
Benchmarking Large Language Models on Answering and Explaining Challenging Medical Questions,yes
Token-Specific Watermarking with Enhanced Detectability and Semantic Coherence for Large Language Models,no
MEGAnno+: A Human-LLM Collaborative Annotation System,no
Characterizing Truthfulness in Large Language Model Generations with Local Intrinsic Dimension,yes
Multi-FAct: Assessing Multilingual LLMs' Multi-Regional Knowledge using FActScore,yes
Datasets for Large Language Models: A Comprehensive Survey,no
Automated Discovery of Integral with Deep Learning,yes
ResLoRA: Identity Residual Mapping in Low-Rank Adaption,no
Corpus-Steered Query Expansion with Large Language Models,yes
Hire a Linguist!: Learning Endangered Languages with In-Context Linguistic Descriptions,yes
TroubleLLM: Align to Red Team Expert,yes
Merino: Entropy-driven Design for Generative Language Models on IoT Devices,no
A Survey on Recent Advances in LLM-Based Multi-turn Dialogue Systems,yes
Exploring Multi-Document Information Consolidation for Scientific Sentiment Summarization,no
Constrained Decoding for Code Language Models via Efficient Left and Right Quotienting of Context-Sensitive Grammars,yes
FlattenQuant: Breaking Through the Inference Compute-bound for Large Language Models with Per-tensor Quantization,yes
Collaborative decoding of critical tokens for boosting factuality of large language models,yes
Gradient-Free Adaptive Global Pruning for Pre-trained Language Models,yes
EmMark: Robust Watermarks for IP Protection of Embedded Quantized Large Language Models,no
Acquiring Linguistic Knowledge from Multimodal Input,no
Multitask Multilingual Model Adaptation with Featurized Low-Rank Mixtures,no
Pragmatic Instruction Following and Goal Assistance via Cooperative Language-Guided Inverse Planning,no
LLM-Resistant Math Word Problem Generation via Adversarial Attacks,yes
A Language Model based Framework for New Concept Placement in Ontologies,no
"Researchy Questions: A Dataset of Multi-Perspective, Decompositional Questions for LLM Web Agents",no
JMLR: Joint Medical LLM and Retrieval Training for Enhancing Reasoning and Professional Question Answering Capability,no
BlendSQL: A Scalable Dialect for Unifying Hybrid Question Answering in Relational Algebra,yes
Automated Statistical Model Discovery with Language Models,yes
Deep Learning Detection Method for Large Language Models-Generated Scientific Content,no
Self-Refinement of Language Models from External Proxy Metrics Feedback,no
Prediction-Powered Ranking of Large Language Models,no
The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,no
Massive Activations in Large Language Models,yes
Evaluating Very Long-Term Conversational Memory of LLM Agents,yes
Tower: An Open Multilingual Large Language Model for Translation-Related Tasks,no
AmbigNLG: Addressing Task Ambiguity in Instruction for NLG,yes
Case-Based or Rule-Based: How Do Transformers Do the Math?,yes
NextLevelBERT: Investigating Masked Language Modeling with Higher-Level Representations for Long Documents,no
Beyond prompt brittleness: Evaluating the reliability and consistency of political worldviews in LLMs,no
SongComposer: A Large Language Model for Lyric and Melody Composition in Song Generation,no
Are LLMs Capable of Data-based Statistical and Causal Reasoning? Benchmarking Advanced Quantitative Reasoning with Data,yes
Variational Learning is Effective for Large Deep Networks,no
Agent-Pro: Learning to Evolve via Policy-Level Reflection and Optimization,no
DropBP: Accelerating Fine-Tuning of Large Language Models by Dropping Backward Propagation,no
OmniACT: A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,no
TruthX: Alleviating Hallucinations by Editing Large Language Models in Truthful Space,yes
Retrieval is Accurate Generation,no
Predict the Next Word: Humans exhibit uncertainty in this task and language models _____,no
BASES: Large-scale Web Search User Simulation with Large Language Model based Agents,no
Intensive Care as One Big Sequence Modeling Problem,no
REAR: A Relevance-Aware Retrieval-Augmented Framework for Open-Domain Question Answering,yes
Prescribing Large Language Models for Perioperative Care: What's The Right Dose for Pre-trained Models?,no
Can GPT-4 Identify Propaganda? Annotation and Detection of Propaganda Spans in News Articles,no
Training-Free Long-Context Scaling of Large Language Models,yes
DS-Agent: Automated Data Science by Empowering Large Language Models with Case-Based Reasoning,no
Deep Learning Based Named Entity Recognition Models for Recipes,no
Enhancing EEG-to-Text Decoding through Transferable Representations from Pre-trained Contrastive EEG-Text Masked Autoencoder,yes
Consistency Matters: Explore LLMs Consistency From a Black-Box Perspective,no
Investigating Continual Pretraining in Large Language Models: Insights and Implications,no
Benchmarking GPT-4 on Algorithmic Problems: A Systematic Evaluation of Prompting Strategies,no
Determinants of LLM-assisted Decision-Making,no
