title,Mentions LLM Limitations
ReviewerGPT? An Exploratory Study on Using Large Language Models for Paper Reviewing,yes
Analysis of ChatGPT on Source Code,yes
Enhancing Programming eTextbooks with ChatGPT Generated Counterfactual-Thinking-Inspired Questions,no
Chain-Of-Thought Prompting Under Streaming Batch: A Case Study,yes
Layout and Task Aware Instruction Prompt for Zero-shot Document Image Question Answering,no
On Masked Pre-training and the Marginal Likelihood,no
Make Pre-trained Model Reversible: From Parameter to Memory Efficient Fine-Tuning,no
Adapting Pre-trained Language Models to Vision-Language Tasks via Dynamic Visual Prompting,no
Preference-grounded Token-level Guidance for Language Model Fine-tuning,no
FlexRound: Learnable Rounding based on Element-wise Division for Post-Training Quantization,no
CapText: Large Language Model-based Caption Generation From Image Context and Description,yes
Training-free Neural Architecture Search for RNNs and Transformers,no
Graph-Level Embedding for Time-Evolving Graphs,no
Feature Engineering-Based Detection of Buffer Overflow Vulnerability in Source Code Using Neural Networks,no
Rethinking Model Evaluation as Narrowing the Socio-Technical Gap,yes
Combinatorial Neural Bandits,no
An Invariant Learning Characterization of Controlled Text Generation,yes
Examining the Emergence of Deductive Reasoning in Generative Language Models,no
Automated Annotation with Generative AI Requires Validation,yes
Measuring the Robustness of NLP Models to Domain Shifts,yes
MuseCoco: Generating Symbolic Music from Text,no
"Better patching using LLM prompting, via Self-Consistency",yes
MERT: Acoustic Music Understanding Model with Large-Scale Self-supervised Training,no
Improving CLIP Training with Language Rewrites,yes
Scaling Evidence-based Instructional Design Expertise through Large Language Models,yes
Decision-Oriented Dialogue for Human-AI Collaboration,yes
Chatting Makes Perfect: Chat-based Image Retrieval,no
Let's Verify Step by Step,yes
AI for Low-Code for AI,no
Human or Not? A Gamified Approach to the Turing Test,no
Speaking the Language of Your Listener: Audience-Aware Adaptation via Plug-and-Play Theory of Mind,no
Supplementary Features of BiLSTM for Enhanced Sequence Labeling,yes
Revisiting the Reliability of Psychological Scales on Large Language Models,yes
Neuron to Graph: Interpreting Language Model Neurons at Scale,yes
A Survey on Large Language Models for Recommendation,yes
Deliberate then Generate: Enhanced Prompting Framework for Text Generation,no
LMCap: Few-shot Multilingual Image Captioning by Retrieval Augmented Language Model Prompting,no
IDAS: Intent Discovery with Abstractive Summarization,no
Knowledge Base Question Answering for Space Debris Queries,no
Evaluating GPT's Programming Capability through CodeWars' Katas,no
Red Teaming Language Model Detectors with Language Models,yes
XPhoneBERT: A Pre-trained Multilingual Model for Phoneme Representations for Text-to-Speech,no
Building Extractive Question Answering System to Support Human-AI Health Coaching Model for Sleep Domain,no
"Adverbs, Surprisingly",no
SLABERT Talk Pretty One Day: Modeling Second Language Acquisition with BERT,no
CodeTF: One-stop Transformer Library for State-of-the-art Code LLM,yes
Large Language Models Are Not Strong Abstract Reasoners,yes
Catalysis distillation neural network for the few shot open catalyst challenge,yes
Harnessing Explanations: LLM-to-LM Interpreter for Enhanced Text-Attributed Graph Representation Learning,yes
Perception and Semantic Aware Regularization for Sequential Confidence Calibration,no
Accelerating Reinforcement Learning with Value-Conditional State Entropy Exploration,no
PlaSma: Making Small Language Models Better Procedural Knowledge Models for (Counterfactual) Planning,yes
Self-Verification Improves Few-Shot Clinical Information Extraction,yes
Seeing Seeds Beyond Weeds: Green Teaming Generative AI for Beneficial Uses,no
"What and How does In-Context Learning Learn? Bayesian Model Averaging, Parameterization, and Generalization",no
Explaining Hate Speech Classification with Model Agnostic Methods,no
Conceptual Design Generation Using Large Language Models,no
Stable Anisotropic Regularization,yes
GPT4GEO: How a Language Model Sees the World's Geography,yes
SheetCopilot: Bringing Software Productivity to the Next Level through Large Language Models,yes
Grammar Prompting for Domain-Specific Language Generation with Large Language Models,yes
Controlled Text Generation with Hidden Representation Transformations,yes
The Magic of IF: Investigating Causal Reasoning Abilities in Large Language Models of Code,yes
Likelihood-Based Diffusion Language Models,no
PanoGen: Text-Conditioned Panoramic Environment Generation for Vision-and-Language Navigation,no
Generating with Confidence: Uncertainty Quantification for Black-box Large Language Models,yes
Strategic Reasoning with Language Models,no
LANCE: Stress-testing Visual Models by Generating Language-guided Counterfactual Images,yes
Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate,yes
Towards Explainable and Language-Agnostic LLMs: Symbolic Reverse Engineering of Language at Scale,yes
GAN-MPC: Training Model Predictive Controllers with Parameterized Cost Functions using Demonstrations from Non-identical Experts,no
DisCLIP: Open-Vocabulary Referring Expression Generation,no
Does Conceptual Representation Require Embodiment? Insights From Large Language Models,yes
"GPT Models in Construction Industry: Opportunities, Limitations, and a Use Case Validation",yes
"Chatbots put to the test in math and logic problems: A preliminary comparison and assessment of ChatGPT-3.5, ChatGPT-4, and Google Bard",yes
Empirical Sufficiency Lower Bounds for Language Modeling with Locally-Bootstrapped Semantic Structures,no
Multitask learning for recognizing stress and depression in social media,yes
AlphaBlock: Embodied Finetuning for Vision-Language Reasoning in Robot Manipulation,yes
Research on Multilingual News Clustering Based on Cross-Language Word Embeddings,no
PreQuant: A Task-agnostic Quantization Approach for Pre-trained Language Models,no
Generate then Select: Open-ended Visual Question Answering Guided by World Knowledge,yes
Universality and Limitations of Prompt Tuning,yes
GPT4Tools: Teaching Large Language Model to Use Tools via Self-instruction,yes
AdapterEM: Pre-trained Language Model Adaptation for Generalized Entity Matching using Adapter-tuning,yes
Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey,yes
KEYword based Sampling (KEYS) for Large Language Models,no
Faith and Fate: Limits of Transformers on Compositionality,yes
Short Answer Grading Using One-shot Prompting and Text Similarity Scoring Model,no
How Effective Are Neural Networks for Fixing Security Vulnerabilities,yes
A Method for Studying Semantic Construal in Grammatical Constructions with Interpretable Contextual Embedding Spaces,no
Controllable Text-to-Image Generation with GPT-4,yes
Information Association for Language Model Updating by Mitigating LM-Logical Discrepancy,yes
PaLI-X: On Scaling up a Multilingual Vision and Language Model,no
Transformer Language Models Handle Word Frequency in Prediction Head,no
Direct Preference Optimization: Your Language Model is Secretly a Reward Model,yes
LaFTer: Label-Free Tuning of Zero-shot Classifier using Language and Unlabeled Image Collections,yes
SlimFit: Memory-Efficient Fine-Tuning of Transformer-based Models Using Training Dynamics,no
Contextual Object Detection with Multimodal Large Language Models,yes
Check-COVID: Fact-Checking COVID-19 News Claims with Scientific Evidence,no
Beyond Confidence: Reliable Models Should Also Consider Atypicality,yes
Do Language Models Know When They're Hallucinating References?,yes
TaleCrafter: Interactive Story Visualization with Multiple Characters,no
Marked Personas: Using Natural Language Prompts to Measure Stereotypes in Language Models,yes
"Syntax and Semantics Meet in the ""Middle"": Probing the Syntax-Semantics Interface of LMs Through Agentivity",no
Leveraging Training Data in Few-Shot Prompting for Numerical Reasoning,yes
LM-CPPF: Paraphrasing-Guided Data Augmentation for Contrastive Prompt-Based Few-Shot Fine-Tuning,yes
Exploring Effectiveness of GPT-3 in Grammatical Error Correction: A Study on Performance and Controllability in Prompt-Based Methods,yes
Do Large Language Models Know What They Don't Know?,yes
Multiscale Positive-Unlabeled Detection of AI-Generated Texts,yes
GripRank: Bridging the Gap between Retrieval and Generation via the Generative Knowledge Improved Passage Ranking,no
Code Prompting: a Neural Symbolic Method for Complex Reasoning in Large Language Models,yes
ChatGPT-powered Conversational Drug Editing Using Retrieval and Domain Feedback,yes
VAST: A Vision-Audio-Subtitle-Text Omni-Modality Foundation Model and Dataset,yes
ANPL: Towards Natural Programming with Interactive Decomposition,yes
Writing user personas with Large Language Models: Testing phase 6 of a Thematic Analysis of semi-structured interviews,no
BigTranslate: Augmenting Large Language Models with Multilingual Translation Capability over 100 Languages,yes
Game of Tones: Faculty detection of GPT-4 generated content in university assessments,yes
Image Captioning with Multi-Context Synthetic Data,yes
A Systematic Study and Comprehensive Evaluation of ChatGPT on Benchmark Datasets,yes
"Chatbots to ChatGPT in a Cybersecurity Space: Evolution, Vulnerabilities, Attacks, Challenges, and Future Recommendations",yes
InstructEdit: Improving Automatic Masks for Diffusion-based Image Editing With User Instructions,no
Make-An-Audio 2: Temporal-Enhanced Text-to-Audio Generation,yes
Test-Time Training on Nearest Neighbors for Large Language Models,no
Large Language Models are not Fair Evaluators,yes
The Rise of AI Language Pathologists: Exploring Two-level Prompt Learning for Few-shot Weakly-supervised Whole Slide Image Classification,no
LLM-QAT: Data-Free Quantization Aware Training for Large Language Models,yes
Baselines for Identifying Watermarked Large Language Models,yes
Ask an Expert: Leveraging Language Models to Improve Strategic Reasoning in Goal-Oriented Dialogue Models,yes
Taming AI Bots: Controllability of Neural States in Large Language Models,yes
ProcessGPT: Transforming Business Process Management with Generative Artificial Intelligence,no
"Large Language Models, scientific knowledge and factuality: A systematic analysis in antibiotic discovery",yes
Transfer Learning for Power Outage Detection Task with Limited Training Data,yes
ChatGPT Informed Graph Neural Network for Stock Movement Prediction,no
A Quantitative Review on Language Model Efficiency Research,no
Targeted Data Generation: Finding and Fixing Model Weaknesses,yes
Semantic Segmentation with Bidirectional Language Models Improves Long-form ASR,yes
ConvGenVisMo: Evaluation of Conversational Generative Vision Models,no
Generating EDU Extracts for Plan-Guided Summary Re-Ranking,no
Understanding Breast Cancer Survival: Using Causality and Language Models on Multi-omics Data,yes
Language Models are Bounded Pragmatic Speakers: Understanding RLHF from a Bayesian Cognitive Modeling Perspective,yes
Mitigating Label Biases for In-context Learning,yes
Conformal Prediction with Large Language Models for Multi-Choice Question Answering,yes
LoRAPrune: Pruning Meets Low-Rank Parameter-Efficient Fine-Tuning,yes
Whitening-based Contrastive Learning of Sentence Embeddings,no
Breaking Language Barriers with a LEAP: Learning Strategies for Polyglot LLMs,yes
Learning a Structural Causal Model for Intuition Reasoning in Conversation,no
Rethinking Masked Language Modeling for Chinese Spelling Correction,no
FuseCap: Leveraging Large Language Models for Enriched Fused Image Captions,yes
LLMs Can Understand Encrypted Prompt: Towards Privacy-Computing Friendly Transformers,yes
Knowledge-Augmented Reasoning Distillation for Small Language Models in Knowledge-Intensive Tasks,yes
KoSBi: A Dataset for Mitigating Social Bias Risks Towards Safer Large Language Model Application,yes
SQuARe: A Large-Scale Dataset of Sensitive Questions and Acceptable Responses Created Through Human-Machine Collaboration,yes
Evaluating GPT-3 Generated Explanations for Hateful Content Moderation,yes
RuSentNE-2023: Evaluating Entity-Oriented Sentiment Analysis on Russian News Texts,no
Robust Natural Language Understanding with Residual Attention Debiasing,no
Reward Collapse in Aligning Large Language Models,yes
Integrating Action Knowledge and LLMs for Task Planning and Situation Handling in Open Worlds,yes
Diagnosing Transformers: Illuminating Feature Spaces for Clinical Decision-Making,no
Detecting Edit Failures In Large Language Models: An Improved Specificity Benchmark,yes
CIF-PT: Bridging Speech and Text Representations for Spoken Language Understanding via Continuous Integrate-and-Fire Pre-Training,no
The Curse of Recursion: Training on Generated Data Makes Models Forget,yes
FERMAT: An Alternative to Accuracy for Numerical Reasoning,yes
What can Large Language Models do in chemistry? A comprehensive benchmark on eight tasks,yes
CrossGET: Cross-Guided Ensemble of Tokens for Accelerating Vision-Language Transformers,no
Query-Efficient Black-Box Red Teaming via Bayesian Optimization,yes
Modeling Adversarial Attack on Pre-trained Language Models as Sequential Decision Making,yes
A Unified Framework for Slot based Response Generation in a Multimodal Dialogue System,no
Understanding Emotion Valence is a Joint Deep Learning Task,no
Towards Explainable Conversational Recommender Systems,no
SwiftSage: A Generative Agent with Fast and Slow Thinking for Complex Interactive Tasks,yes
Improving Generalization in Language Model-Based Text-to-SQL Semantic Parsing: Two Simple Semantic Boundary-Based Techniques,yes
Augmenting Large Language Model Translators via Translation Memories,yes
DNA-GPT: Divergent N-Gram Analysis for Training-Free Detection of GPT-Generated Text,yes
Complementary and Integrative Health Lexicon (CIHLex) and Entity Recognition in the Literature,no
How Good is Automatic Segmentation as a Multimodal Discourse Annotation Aid?,no
Chain-of-Thought Hub: A Continuous Effort to Measure Large Language Models' Reasoning Performance,yes
External Language Model Integration for Factorized Neural Transducers,no
Improved Instruction Ordering in Recipe-Grounded Conversation,yes
SQL-PaLM: Improved Large Language Model Adaptation for Text-to-SQL (extended),yes
"Honey, I Shrunk the Language: Language Model Behavior at Reduced Scale",no
Im-Promptu: In-Context Composition from Image Prompts,no
Large Language Models Can be Lazy Learners: Analyze Shortcuts in In-Context Learning,yes
Generating Images with Multimodal Language Models,no
Large language models improve Alzheimer's disease diagnosis using multi-modality data,yes
Entailment as Robust Self-Learner,no
From Dogwhistles to Bullhorns: Unveiling Coded Rhetoric with Language Models,yes
Large Language Models as Tool Makers,no
Scissorhands: Exploiting the Persistence of Importance Hypothesis for LLM KV Cache Compression at Test Time,yes
Improving accuracy of GPT-3/4 results on biomedical data using a retrieval-augmented language model,yes
Reinforcement Learning with Simple Sequence Priors,no
GeoVLN: Learning Geometry-Enhanced Visual Representation with Slot Attention for Vision-and-Language Navigation,no
"BiomedGPT: A Unified and Generalist Biomedical Generative Pre-trained Transformer for Vision, Language, and Multimodal Tasks",no
Learning and Leveraging Verifiers to Improve Planning Capabilities of Pre-trained Language Models,yes
"LLMs and the Abstraction and Reasoning Corpus: Successes, Failures, and the Importance of Object-based Representations",yes
Mindstorms in Natural Language-Based Societies of Mind,yes
A Mechanism for Sample-Efficient In-Context Learning for Sparse Retrieval Tasks,yes
How Powerful are Decoder-Only Transformer Neural Models?,no
Diable: Efficient Dialogue State Tracking as Operations on Tables,no
Zero-shot Visual Question Answering with Language Model Feedback,no
An Empirical Comparison of LM-based Question and Answer Generation Methods,no
NavGPT: Explicit Reasoning in Vision-and-Language Navigation with Large Language Models,yes
Theoretical and Practical Perspectives on what Influence Functions Do,no
On Evaluating Adversarial Robustness of Large Vision-Language Models,yes
Large Language Models Are Partially Primed in Pronoun Interpretation,yes
MultiTool-CoT: GPT-3 Can Use Multiple External Tools with Chain of Thought Prompting,no
Playing repeated games with Large Language Models,yes
Green Runner: A tool for efficient model selection from model repositories,no
ChatGPT: A Study on its Utility for Ubiquitous Software Engineering Tasks,no
KNSE: A Knowledge-aware Natural Language Inference Framework for Dialogue Symptom Status Recognition,no
HUB: Guiding Learned Optimizers with Continuous Prompt Tuning,no
HowkGPT: Investigating the Detection of ChatGPT-generated University Student Homework through Context-Aware Perplexity Analysis,yes
Do GPTs Produce Less Literal Translations?,yes
Schema-Guided User Satisfaction Modeling for Task-Oriented Dialogues,no
Calibration of Transformer-based Models for Identifying Stress and Depression in Social Media,yes
Distinguishing Human Generated Text From ChatGPT Generated Text Using Machine Learning,yes
Backpack Language Models,no
Leveraging Domain Knowledge for Inclusive and Bias-aware Humanitarian Response Entry Classification,yes
Can large language models generate salient negative statements?,yes
AlignScore: Evaluating Factual Consistency with a Unified Alignment Function,no
Attention Paper: How Generative AI Reshapes Digital Shadow Industry?,no
A Closer Look at In-Context Learning under Distribution Shifts,yes
CAILA: Concept-Aware Intra-Layer Adapters for Compositional Zero-Shot Learning,no
AdaPlanner: Adaptive Planning from Feedback with Language Models,yes
TADA: Task-Agnostic Dialect Adapters for English,yes
Language Models Can Improve Event Prediction by Few-Shot Abductive Reasoning,no
Impossible Distillation: from Low-Quality Model to High-Quality Dataset & Model for Summarization and Paraphrasing,yes
Zero is Not Hero Yet: Benchmarking Zero-Shot Performance of LLMs for Financial Tasks,yes
Evaluation of Question Generation Needs More References,yes
Efficient Detection of LLM-generated Texts with a Bayesian Surrogate Model,yes
AaKOS: Aspect-adaptive Knowledge-based Opinion Summarization,yes
Heterogeneous Value Alignment Evaluation for Large Language Models,yes
Counterfactual reasoning: Testing language models' understanding of hypothetical scenarios,no
Neural Task Synthesis for Visual Programming,yes
CONA: A novel CONtext-Aware instruction paradigm for communication using large language model,yes
Preliminary studies: Comparing LSTM and BLSTM Deep Neural Networks for Power Consumption Prediction,no
The Dangers of trusting Stochastic Parrots: Faithfulness and Trust in Open-domain Conversational Question Answering,yes
On the Tool Manipulation Capability of Open-source Large Language Models,yes
Coarse-Tuning Models of Code with Reinforcement Learning Feedback,yes
IMBERT: Making BERT Immune to Insertion-based Backdoor Attacks,no
Type Prediction With Program Decomposition and Fill-in-the-Type Training,yes
Not wacky vs. definitely wacky: A study of scalar adverbs in pretrained language models,yes
Context-aware attention layers coupled with optimal transport domain adaptation and multimodal fusion methods for recognizing dementia from spontaneous speech,yes
Ghost in the Minecraft: Generally Capable Agents for Open-World Environments via Large Language Models with Text-based Knowledge and Memory,yes
Landmark Attention: Random-Access Infinite Context Length for Transformers,yes
Voyager: An Open-Ended Embodied Agent with Large Language Models,no
Transformative Effects of ChatGPT on Modern Education: Emerging Era of AI Chatbots,yes
"Prompt-Free Diffusion: Taking ""Text"" out of Text-to-Image Diffusion Models",no
Learning Better with Less: Effective Augmentation for Sample-Efficient Visual Reinforcement Learning,no
Understanding the Capabilities of Large Language Models for Automated Planning,no
Mapping ChatGPT in Mainstream Media to Unravel Jobs and Diversity Challenges: Early Quantitative Insights through Sentiment Analysis and Word Frequency Analysis,no
"A Survey on ChatGPT: AI-Generated Contents, Challenges, and Solutions",no
Language Models Implement Simple Word2Vec-style Vector Arithmetic,no
"VioLA: Unified Codec Language Models for Speech Recognition, Synthesis, and Translation",no
ChatBridge: Bridging Modalities with Large Language Model as a Language Catalyst,no
UFO: Unified Fact Obtaining for Commonsense Question Answering,yes
ChatCAD+: Towards a Universal and Reliable Interactive CAD using LLMs,yes
Role-Play with Large Language Models,no
Decomposing the Enigma: Subgoal-based Demonstration Learning for Formal Theorem Proving,no
Emergence of a phonological bias in ChatGPT,no
Response Generation in Longitudinal Dialogues: Which Knowledge Representation Helps?,no
Linguistic Properties of Truthful Response,yes
"Self-contradictory Hallucinations of Large Language Models: Evaluation, Detection and Mitigation",yes
Text-to-Motion Retrieval: Towards Joint Understanding of Human Motion Data and Natural Language,no
ChatGPT for PLC/DCS Control Logic Generation,yes
Towards Language-guided Interactive 3D Generation: LLMs as Layout Interpreter with Generative Feedback,yes
Dynamic Context Pruning for Efficient and Interpretable Autoregressive Transformers,yes
Service Composition in the ChatGPT Era,no
On the Planning Abilities of Large Language Models : A Critical Investigation,yes
Comparative Study of Pre-Trained BERT Models for Code-Mixed Hindi-English Data,no
The False Promise of Imitating Proprietary LLMs,yes
PandaGPT: One Model To Instruction-Follow Them All,no
Asking Before Action: Gather Information in Embodied Decision Making with Language Models,yes
RewriteLM: An Instruction-Tuned Large Language Model for Text Rewriting,yes
Undetectable Watermarks for Language Models,yes
BookGPT: A General Framework for Book Recommendation Empowered by Large Language Model,no
"Waiting, Banning, and Embracing: An Empirical Analysis of Adapting Policies for Generative AI in Higher Education",no
Text-Augmented Open Knowledge Graph Completion via Pre-Trained Language Models,no
Flocks of Stochastic Parrots: Differentially Private Prompt Learning for Large Language Models,yes
Alleviating Exposure Bias in Diffusion Models through Sampling with Shifted Time Steps,no
Harnessing the Power of Large Language Models for Natural Language to First-Order Logic Translation,yes
Large Language Models are Few-Shot Health Learners,yes
Lexinvariant Language Models,no
"The Larger They Are, the Harder They Fail: Language Models do not Recognize Identifier Swaps in Python",yes
Large Language Models for User Interest Journeys,no
SPRING: Studying the Paper and Reasoning to Play Games,no
Towards Revealing the Mystery behind Chain of Thought: A Theoretical Perspective,yes
LayoutGPT: Compositional Visual Planning and Generation with Large Language Models,yes
Peek Across: Improving Multi-Document Modeling via Cross-Document Question-Answering,no
Vistaar: Diverse Benchmarks and Training Sets for Indian Language ASR,no
Measuring and Mitigating Constraint Violations of In-Context Learning for Utterance-to-API Semantic Parsing,yes
Gorilla: Large Language Model Connected with Massive APIs,yes
Visual Programming for Text-to-Image Generation and Evaluation,yes
"Science in the Era of ChatGPT, Large Language Models and Generative AI: Challenges for Research Ethics and How to Respond",yes
Enhancing Retrieval-Augmented Large Language Models with Iterative Retrieval-Generation Synergy,yes
A Simple and Effective Framework for Strict Zero-Shot Hierarchical Classification,yes
Self-Evolution Learning for Discriminative Language Model Pretraining,no
Revisiting Token Dropping Strategy in Efficient BERT Pretraining,yes
Testing the General Deductive Reasoning Capacity of Large Language Models Using OOD Examples,yes
EvEval: A Comprehensive Evaluation of Event Semantics for Large Language Models,yes
Winner-Take-All Column Row Sampling for Memory Efficient Adaptation of Language Model,yes
Revisiting Parallel Context Windows: A Frustratingly Simple Alternative and Chain-of-Thought Deterioration,yes
Spoken Question Answering and Speech Continuation Using Spectrogram-Powered LLM,yes
"Machine Unlearning: its nature, scope, and importance for a ""delete culture""",yes
SAIL: Search-Augmented Instruction Learning,yes
Neural Summarization of Electronic Health Records,no
Towards Adaptive Prefix Tuning for Parameter-Efficient Language Model Fine-tuning,no
SciReviewGen: A Large-scale Dataset for Automatic Literature Review Generation,yes
Dynamic Masking Rate Schedules for MLM Pretraining,no
C-STS: Conditional Semantic Textual Similarity,no
STAR: Boosting Low-Resource Information Extraction by Structure-to-Text Data Generation with Large Language Models,yes
Eliciting the Translation Ability of Large Language Models via Multilingual Finetuning with Translation Instructions,no
Visually-Situated Natural Language Understanding with Contrastive Reading Model and Frozen Large Language Models,yes
Contrastive Learning of Sentence Embeddings from Scratch,yes
Meta-Learning Online Adaptation of Language Models,no
"HuatuoGPT, towards Taming Language Model to Be a Doctor",yes
Have LLMs Advanced Enough? A Challenging Problem Solving Benchmark For Large Language Models,yes
PathAsst: A Generative Foundation AI Assistant Towards Artificial General Intelligence of Pathology,no
ToMChallenges: A Principle-Guided Dataset and Diverse Evaluation Tasks for Exploring Theory of Mind,yes
Not All Metrics Are Guilty: Improving NLG Evaluation by Diversifying References,yes
GPT4Graph: Can Large Language Models Understand Graph Structured Data ? An Empirical Evaluation and Benchmarking,yes
Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning,no
AutoPlan: Automatic Planning of Interactive Decision-Making Tasks With Large Language Models,no
Lawyer LLaMA Technical Report,yes
Who Wrote this Code? Watermarking for Code Generation,yes
A Mechanistic Interpretation of Arithmetic Reasoning in Language Models using Causal Mediation Analysis,no
A Monte Carlo Language Model Pipeline for Zero-Shot Sociopolitical Event Extraction,yes
Ghostbuster: Detecting Text Ghostwritten by Large Language Models,no
Generating Faithful Synthetic Data with Large Language Models: A Case Study in Computational Social Science,yes
Is GPT-4 a Good Data Analyst?,no
Self-ICL: Zero-Shot In-Context Learning with Self-Generated Demonstrations,yes
How to Distill your BERT: An Empirical Study on the Impact of Weight Initialisation and Distillation Objectives,no
ImageNetVC: Zero- and Few-Shot Visual Commonsense Evaluation on 1000 ImageNet Categories,yes
ChatAgri: Exploring Potentials of ChatGPT on Cross-linguistic Agricultural Text Classification,yes
Cheap and Quick: Efficient Vision-Language Instruction Tuning for Large Language Models,yes
EmbodiedGPT: Vision-Language Pre-Training via Embodied Chain of Thought,no
An Efficient Multilingual Language Model Compression through Vocabulary Trimming,no
Calc-X and Calcformers: Empowering Arithmetical Chain-of-Thought through Interaction with Symbolic Systems,yes
Estimating Class Separability of Datasets Using Persistent Homology with Application to LLM Fine-Tuning,yes
Unlocking Temporal Question Answering for Large Language Models Using Code Execution,yes
Bactrian-X: Multilingual Replicable Instruction-Following Models with Low-Rank Adaptation,no
Are Chatbots Ready for Privacy-Sensitive Applications? An Investigation into Input Regurgitation and Prompt-Induced Sanitization,yes
Sentiment Analysis in the Era of Large Language Models: A Reality Check,yes
LLMDet: A Third Party Large Language Models Generated Text Detection Tool,yes
A RelEntLess Benchmark for Modelling Graded Relations between Named Entities,yes
The Art of SOCRATIC QUESTIONING: Recursive Thinking with Large Language Models,no
Enabling and Analyzing How to Efficiently Extract Information from Hybrid Long Documents with LLMs,yes
"RefGPT: Dialogue Generation of GPT, by GPT, and for GPT",yes
Controlling Pre-trained Language Models for Grade-Specific Text Simplification,yes
Reasoning with Language Model is Planning with World Model,yes
Investigating Table-to-Text Generation Capabilities of LLMs in Real-World Information Seeking Scenarios,yes
IdealGPT: Iteratively Decomposing Vision and Language Reasoning via Large Language Models,yes
LAraBench: Benchmarking Arabic AI with Large Language Models,no
GPTAraEval: A Comprehensive Evaluation of ChatGPT on Arabic NLP,yes
Just Ask for Calibration: Strategies for Eliciting Calibrated Confidence Scores from Language Models Fine-Tuned with Human Feedback,yes
OverPrompt: Enhancing ChatGPT through Efficient In-Context Learning,yes
Getting Sick After Seeing a Doctor? Diagnosing and Mitigating Knowledge Conflicts in Event Temporal Reasoning,no
"Tricking LLMs into Disobedience: Formalizing, Analyzing, and Detecting Jailbreaks",yes
Editing Common Sense in Transformers,yes
Adversarial Demonstration Attacks on Large Language Models,yes
How Predictable Are Large Language Model Capabilities? A Case Study on BIG-bench,yes
Do LLMs Understand Social Knowledge? Evaluating the Sociability of Large Language Models with SocKET Benchmark,yes
GRACE: Discriminator-Guided Chain-of-Thought Reasoning,yes
In-Context Impersonation Reveals Large Language Models' Strengths and Biases,yes
Aligning Language Models to User Opinions,no
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",yes
Universal Self-Adaptive Prompting,yes
Frugal Prompting for Dialog Models,yes
Structural Ambiguity and its Disambiguation in Language Model Based Parsers: the Case of Dutch Clause Relativization,no
Leveraging Pre-trained Large Language Models to Construct and Utilize World Models for Model-based Task Planning,yes
PURR: Efficiently Editing Language Model Hallucinations by Denoising Language Model Corruptions,yes
Coverage-based Example Selection for In-Context Learning,yes
"M4: Multi-generator, Multi-domain, and Multi-lingual Black-Box Machine-Generated Text Detection",yes
Chain-of-Questions Training with Latent Answers for Robust Multistep Question Answering,no
PIVOINE: Instruction Tuning for Open-world Information Extraction,yes
Evaluating Evaluation Metrics: A Framework for Analyzing NLG Evaluation Metrics using Measurement Theory,yes
ByteSized32: A Corpus and Challenge Task for Generating Task-Specific World Models Expressed as Text Games,no
Leveraging GPT-4 for Automatic Translation Post-Editing,yes
Improving Probability-based Prompt Selection Through Unified Evaluation and Analysis,no
From Words to Wires: Generating Functioning Electronic Devices from Natural Language Descriptions,no
ClusterLLM: Large Language Models as a Guide for Text Clustering,yes
CAR: Conceptualization-Augmented Reasoner for Zero-Shot Commonsense Question Answering,yes
How To Train Your (Compressed) Large Language Model,yes
Pre-RMSNorm and Pre-CRMSNorm Transformers: Equivalent and Efficient Pre-LN Transformers,no
BUFFET: Benchmarking Large Language Models for Few-shot Cross-lingual Transfer,yes
Drafting Event Schemas using Language Models,no
ComSL: A Composite Speech-Language Model for End-to-End Speech-to-Text Translation,no
SummIt: Iterative Text Summarization via ChatGPT,yes
PromptNER: Prompting For Named Entity Recognition,yes
Towards Few-shot Entity Recognition in Document Images: A Graph Neural Network Approach Robust to Image Manipulation,yes
Large Language Models are In-Context Semantic Reasoners rather than Symbolic Reasoners,yes
Mitigating Temporal Misalignment by Discarding Outdated Facts,yes
Estimating Large Language Model Capabilities without Labeled Test Data,yes
MQuAKE: Assessing Knowledge Editing in Language Models via Multi-Hop Questions,yes
Prompting Large Language Models for Counterfactual Generation: An Empirical Study,yes
"Advancing Topic Segmentation and Outline Generation in Chinese Texts: The Paragraph-level Topic Representation, Corpus, and Benchmark",no
Adapting Language Models to Compress Contexts,yes
ChatGPT and Simple Linguistic Inferences: Blind Spots and Blinds,yes
Anthropomorphization of AI: Opportunities and Risks,yes
Using Natural Language Explanations to Rescale Human Judgments,yes
Allies: Prompting Large Language Model with Beam Search,yes
Clever Hans or Neural Theory of Mind? Stress Testing Social Reasoning in Large Language Models,yes
Psychological Metrics for Dialog System Evaluation,no
A New Era in Software Security: Towards Self-Healing Software via Large Language Models and Formal Verification,yes
Mastering the ABCDs of Complex Questions: Answer-Based Claim Decomposition for Fine-grained Self-Evaluation,yes
ChatFace: Chat-Guided Real Face Editing via Diffusion Latent Space Manipulation,yes
Trusting Your Evidence: Hallucinate Less with Context-aware Decoding,no
In-Context Demonstration Selection with Cross Entropy Difference,yes
I Spy a Metaphor: Large Language Models and Diffusion Models Co-Create Visual Metaphors,yes
