Title,Talks about LLMs,Rate,Evidence
HiddenTables and PyQTax: A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies,Yes.,5,"""A myriad of different Large Language Models (LLMs) face a common challenge in contextually analyzing table question-answering tasks. These challenges are engendered from (1) finite context windows for large tables, (2) multi-faceted discrepancies amongst tokenization patterns against cell boundaries, and (3) various limitations stemming from data confidentiality in the process of using external models such as"
"Speak, Memory: An Archaeology of Books Known to ChatGPT/GPT-4",Yes.,4,"""The ability of these models to memorize an unknown set of books complicates assessments of measurement validity for cultural analytics by contaminating test data; we show that models perform much better on memorized books than on non-memorized books for downstream tasks."""
Copyright Violations and Large Language Models,Yes.,5,"""This work explores the issue of copyright violations and large language models through the lens of verbatim memorization, focusing on possible redistribution of copyrighted text."""
Symbolic Planning and Code Generation for Grounded Dialogue,Yes.,5,"""LLMs have had limited applicability in grounded task-oriented dialogue as they are difficult to steer toward task objectives and fail to handle novel grounding."""
Universal Self-Adaptive Prompting,Yes.,3,"""zero-shot performances in LLMs are still typically weaker due to the lack of guidance and the difficulty of applying existing automatic prompt design methods in general tasks when ground-truth labels are unavailable."""
Beat LLMs at Their Own Game: Zero-Shot LLM-Generated Text Detection via Querying ChatGPT,Yes.,2,"""Despite their great potential, LLMs also incur serious concerns as they are likely to be misused."""
Faithful Model Evaluation for Model-Based Metrics,Yes.,3,"""Existing works usually do not consider the variance change due to metric model errors, which can lead to wrong conclusions."""
Have LLMs Advanced Enough? A Challenging Problem Solving Benchmark For Large Language Models,Yes.,5,"""The typical failure modes of GPT-4, the best model, are errors in algebraic manipulation, difficulty in grounding abstract concepts into mathematical equations accurately and failure in retrieving relevant domain-specific concepts."""
SCITAB: A Challenging Benchmark for Compositional Reasoning and Claim Verification on Scientific Tables,Yes.,3,"""SCITAB poses a significant challenge to state-of-the-art models, including table-based pretraining models and large language models. All models except GPT-4 achieved performance barely above random guessing."""
Task-Agnostic Low-Rank Adapters for Unseen English Dialects,Yes.,4,"""Large Language Models (LLMs) are trained on corpora disproportionally weighted in favor of Standard American English. As a result, speakers of other dialects experience significantly more failures when interacting with these technologies."""
Federated Learning of Large Language Models with Parameter-Efficient Prompt Tuning and Adaptive Optimization,Yes.,4,"""the training process of Large Language Models (LLMs) generally incurs the update of significant parameters, which limits the applicability of FL techniques to tackle the LLMs in real scenarios,"" and ""Prompt tuning can significantly reduce the number of parameters to update, but it either incurs performance degradation or low training efficiency,"" and ""the decentralized data is generally non-Independent and Identically Distributed ("
TheoremQA: A Theorem-driven Question Answering Dataset,Yes.,2,"""However, their capabilities to solve more challenging math problems which require domain-specific knowledge (i.e. theorem) have yet to be investigated."""
Automatic Prompt Optimization with “Gradient Descent” and Beam Search,,,
Active Retrieval Augmented Generation,Yes.,5,"""Despite the remarkable ability of large language models (LMs) to comprehend and generate language, they have a tendency to hallucinate and create factually inaccurate output."""
DialCoT Meets PPO: Decomposing and Exploring Reasoning Paths in Smaller Language Models,Yes.,3,"""Chain-of-Thought (CoT) prompting has successfully enhanced the reasoning capabilities of Large Language Models (LLMs) with at least 100 billion parameters. However, it is ineffective, or even detrimental, to the performance on reasoning tasks in Smaller Language Models (SLMs"
Reasoning with Language Model is Planning with World Model,Yes.,5,"""However, LLMs can still struggle with problems that are easy for humans, such as generating action plans for executing tasks or performing complex math or logical reasoning. This is due to LLMs’ absence of an internal world model for predicting world states (e.g., environment status, variable values) and simulating"
LLM-enhanced Self-training for Cross-domain Constituency Parsing,Yes.,1,"""To overcome this limitation, we propose enhancing self-training with the large language model (LLM) to generate domain-specific raw corpora iteratively."""
Editing Common Sense in Transformers,Yes.,3,"""Commonsense knowledge with multiple correct answers, e.g., an apple can be green or red but not transparent, has not been studied but is as essential for enhancing transformers’ reliability and usefulness."""
IfQA: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,,,
How Do Large Language Models Capture the Ever-changing World Knowledge? A Review of Recent Advances,Yes.,3,"""Although large language models (LLMs) are impressive in solving various tasks, they can quickly be outdated after deployment. Maintaining their up-to-date status is a pressing concern in the current era."""
DecipherPref: Analyzing Influential Factors in Human Preference Judgments via GPT-4,Yes.,2,"""It is also unclear if there are other hidden factors influencing human judgments."""
Generating Data for Symbolic Language with Large Language Models,,,
DALE: Generative Data Augmentation for Low-Resource Legal NLP,Yes.,1,"""DALE outperforms all our baselines, including LLMs, qualitatively and quantitatively, with absolute improvements of 1%-50%."""
trlX: A Framework for Large Scale Reinforcement Learning from Human Feedback,Yes.,1,"""Reinforcement learning from human feedback (RLHF) utilizes human feedback to better align large language models with human preferences via online optimization against a learned reward model."""
This is not a Dataset: A Large Negation Benchmark to Challenge Large Language Models,Yes.,5,"""they fail to interpret negation, a crucial step in Natural Language Processing,"" and ""Our findings show that, while LLMs are proficient at classifying affirmative sentences, they struggle with negative sentences and lack a deep understanding of negation, often relying on superficial cues,"" and ""the lack of generalization in handling negation is persistent, highlighting the ongoing challenges of LLMs"
SOUL: Towards Sentiment and Opinion Understanding of Language,Yes.,5,"""Experimental results indicate that SOUL is a challenging task for both small and large language models, with a performance gap of up to 27% when compared to human performance. Furthermore, evaluations conducted with both human experts and GPT-4 highlight the limitations of the small language model in generating reasoning-based justifications."""
Regulation and NLP (RegNLP): Taming Large Language Models,Yes.,2,"""important debates emerge regarding the benefits and risks of their development, deployment and use"" and ""highlighting the shortcomings of current NLP discussions dealing with risk assessment."""
"MedEval: A Multi-Level, Multi-Task, and Multi-Domain Medical Benchmark for Language Model Evaluation",Yes.,2,"""Our evaluations reveal varying effectiveness of the two categories of language models across different tasks, from which we notice the importance of instruction tuning for few-shot usage of large language models."""
Evaluation Metrics in the Era of GPT-4: Reliably Evaluating Large Language Models on Sequence to Sequence Tasks,Yes.,2,"""We aim to improve the understanding of current models’ performance by providing a preliminary and hybrid evaluation on a range of open and closed-source generative LLMs"" and ""the quality of automatic evaluation metrics is not keeping up with the pace of development of generative models."""
“Mistakes Help Us Grow”: Facilitating and Evaluating Growth Mindset Supportive Language in Classrooms,Yes.,1,"""We explore whether large language models (LLMs) can provide automated, personalized coaching to support teachers’ use of GMSL."""
Unnatural Error Correction: GPT-4 Can Almost Perfectly Handle Unnatural Scrambled Text,Yes.,2,"""While Large Language Models (LLMs) have achieved remarkable performance in many tasks, much about their inner workings remains unclear."""
Detecting and Mitigating Hallucinations in Multilingual Summarisation,Yes.,5,"""Hallucinations pose a significant challenge to the reliability of neural models for abstractive summarisation."" and ""we assess a broad range of multilingual large language models, and find that they all tend to hallucinate often in languages different from English."""
SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models,,,
Revisiting Instruction Fine-tuned Model Evaluation to Guide Industrial Applications,Yes.,1,"""Instruction Fine-Tuning (IFT) is a powerful paradigm that strengthens the zero-shot capabilities of Large Language Models (LLMs), but in doing so induces new evaluation metric requirements."""
EasyQuant: An Efficient Data-free Quantization Algorithm for LLMs,Yes.,5,"""However, their expensive computations and high memory requirements are prohibitive for deployment."" and ""the quantized model was calibrated using few samples from the training data, which might affect the generalization of the quantized LLMs to unknown cases and tasks."""
APrompt: Attention Prompt Tuning for Efficient Adaptation of Pre-trained Language Models,Yes.,2,"""most existing prompt tuning approaches only introduce prompts at the input layer, limiting their performance and leaving large rooms for improvement."""
Learning Preference Model for LLMs via Automatic Preference Data Generation,Yes.,3,"""Despite the advanced capacities of the state-of-the-art large language models (LLMs), they suffer from issues of hallucination, stereotype, etc."""
Revisiting Automated Topic Model Evaluation with Large Language Models,Yes.,2,"""the setup of the evaluation task is crucial — LLMs perform better on coherence ratings of word sets than on intrusion detection."""
ORCHID: A Chinese Debate Corpus for Target-Independent Stance Detection and Argumentative Dialogue Summarization,Yes.,1,"""Dialogue agents have been receiving increasing attention for years, and this trend has been further boosted by the recent progress of large language models (LLMs)."""
Explore-Instruct: Enhancing Domain-Specific Instruction Coverage through Active Exploration,Yes.,2,"""existing data employed for such tuning often exhibit an inadequate coverage of individual domains, limiting the scope for nuanced comprehension and interactions within these areas."""
Just Adjust One Prompt: Enhancing In-Context Dialogue Scoring via Constructing the Optimal Subgraph of Demonstrations and Prompts,Yes.,3,"""The use of modern Large Language Models (LLMs) as chatbots still has some problems such as hallucinations and lack of empathy."""
EpiK-Eval: Evaluation for Language Models as Epistemic Models,Yes.,5,"""Evaluations across various LLMs reveal significant weaknesses in this domain."" and ""We contend that these shortcomings stem from the intrinsic nature of prevailing training objectives."""
On Bilingual Lexicon Induction with Large Language Models,Yes.,2,"""We also conduct a series of in-depth analyses and ablation studies, providing more insights on BLI with (m)LLMs, also along with their limitations."""
"CRaSh: Clustering, Removing, and Sharing Enhance Fine-tuning without Full Large Language Model",Yes.,2,"""However, when tuning publicly accessible, centralized LLMs with private instruction data, privacy concerns are inevitable."""
Large Language Models are biased to overestimate profoundness,Yes.,5,"""However, LLMs systematically overestimate the profoundness of nonsensical statements"" and ""this work provides insights into the potential biases induced by Reinforcement Learning from Human Feedback (RLHF), inducing an increase in the bias to overestimate the profoundness of statements."""
SummEdits: Measuring LLM Ability at Factual Reasoning Through The Lens of Summarization,Yes.,5,"""Most LLMs struggle on SummEdits, with performance close to random chance. The best-performing model, GPT-4, is still 8% below estimated human performance, highlighting the gaps in LLMs’ ability to reason about facts and detect inconsistencies when they occur."""
Quantifying the redundancy between prosody and text,Yes.,1,"""We use large language models (LLMs) to estimate how much information is redundant between prosody and the words themselves."""
Label Words are Anchors: An Information Flow Perspective for Understanding In-Context Learning,Yes.,3,"""the underlying mechanism of how LLMs learn from the provided context remains under-explored."""
Prompting Scientific Names for Zero-Shot Species Recognition,Yes.,3,"""However, it is underexplored how to use CLIP for zero-shot recognition of highly specialized concepts, e.g., species of birds, plants, and animals, for which their scientific names are written in Latin or Greek. Indeed, CLIP performs poorly for zero-shot species recognition with prompts that use scientific names, e.g., 'a photo of Lepus Timidus' ("
Do All Languages Cost the Same? Tokenization in the Era of Commercial Language Models,Yes.,4,"""We show evidence that speakers of a large number of the supported languages are overcharged while obtaining poorer results."""
MULTITuDE: Large-Scale Multilingual Machine-Generated Text Detection Benchmark,Yes.,2,"""There is a lack of research into capabilities of recent LLMs to generate convincing text in languages other than English and into performance of detectors of machine-generated text in multilingual settings."""
Revisiting Block-based Quantisation: What is Important for Sub-8-bit LLM Inference?,,,
Reducing Sequence Length by Predicting Edit Spans with Large Language Models,Yes.,3,"""the models that generate all target tokens in such tasks have a tendency to simply copy the input text as is, without making needed changes, because the difference between input and output texts is minimal in the training data. This is also inefficient because the computational cost grows quadratically with the target sequence length with Transformer."""
Instruct and Extract: Instruction Tuning for On-Demand Information Extraction,Yes.,2,"""However, when it comes to information extraction – a classic task in natural language processing – most task-specific systems cannot align well with long-tail ad hoc extraction use cases for non-expert users."""
Rethinking the Evaluation for Conversational Recommendation in the Era of Large Language Models,Yes.,2,"""revealing the inadequacy of the existing evaluation protocol"" and ""To overcome the limitation, we further propose an interactive Evaluation approach based on LLMs."""
Appraising the Potential Uses and Harms of LLMs for Medical Systematic Reviews,Yes.,5,"""However, LLMs sometimes generate inaccurate (and potentially misleading) texts by hallucination or omission. In healthcare, this can make LLMs unusable at best and dangerous at worst."" and ""They also raised concerns regarding confidently composed but inaccurate LLM outputs and other potential downstream harms, including decreased accountability and proliferation of low-quality reviews."""
Contrastive Learning for Inference in Dialogue,Yes.,3,"""While recent large language models show remarkable advances in inference tasks, their performance in inductive reasoning, where not all information is present in the context, is far behind deductive reasoning."""
"Editing Large Language Models: Problems, Methods, and Opportunities",Yes.,3,"""Despite the ability to train capable LLMs, the methodology for maintaining their relevancy and rectifying errors remains elusive."" and ""an exhaustive overview of the task definition and challenges associated with model editing, along with an in-depth empirical analysis of the most progressive methods currently at our disposal."""
Large Language Models Meet Open-World Intent Discovery and Recognition: An Evaluation of ChatGPT,Yes.,5,"""we summarize and discuss the challenges faced by LLMs including clustering, domain-specific understanding, and cross-domain in-context learning scenarios."""
The Distributional Hypothesis Does Not Fully Explain the Benefits of Masked Language Model Pretraining,Yes.,3,"""Our results illustrate our limited understanding of model pretraining and provide future research directions."""
Learning to Rank Context for Named Entity Recognition Using a Synthetic Dataset,Yes.,3,"""While recent pre-trained transformer-based models can perform named entity recognition (NER) with great accuracy, their limited range remains an issue when applied to long documents such as whole novels."""
Improving Diversity of Demographic Representation in Large Language Models via Collective-Critiques and Self-Voting,Yes.,5,"""A crucial challenge for generative large language models (LLMs) is diversity"
Hidding the Ghostwriters: An Adversarial Evaluation of AI-Generated Student Essay Detection,Yes.,4,"""the utilization of these models carries inherent risks, including but not limited to plagiarism, the dissemination of fake news, and issues in educational exercises,"" and ""the existing detectors can be easily circumvented using straightforward automatic adversarial attacks."""
Contextual Interaction for Argument Post Quality Assessment,Yes.,3,"""while LLMs with in-context examples showcase a commendable ability to identify high-quality argument posts, they exhibit relatively limited efficacy in discerning between argument posts with a narrow quality gap."""
Synthetic Data Generation with Large Language Models for Text Classification: Potential and Limitations,Yes.,5,"""the effectiveness of the LLM-generated synthetic data in supporting model training is inconsistent across different classification tasks"" and ""subjectivity, at both the task level and instance level, is negatively associated with the performance of the model trained on synthetic data."""
People Make Better Edits: Measuring the Efficacy of LLM-Generated Counterfactually Augmented Data for Harmful Language Detection,Yes.,3,"""One key reason for the lower performance of automated methods is that the changes they introduce are often insufficient to flip the original label."""
Learning from Mistakes via Cooperative Study Assistant for Large Language Models,Yes.,5,"""However, the feedback from LLM itself is often inaccurate, thereby limiting its benefits."""
Conceptor-Aided Debiasing of Large Language Models,Yes.,5,"""Pre-trained large language models (LLMs) reflect the inherent social biases of their training corpus,"" and ""many methods have been proposed to mitigate this issue, but they often fail to debias or they sacrifice model accuracy."""
CoMPosT: Characterizing and Evaluating Caricature in LLM Simulations,Yes.,5,"""there is growing concern that these LLM simulations are flattened caricatures of the personas that they aim to simulate, failing to capture the multidimensionality of people and perpetuating stereotypes."""
Grammar-Constrained Decoding for Structured NLP Tasks without Finetuning,Yes.,3,"""Despite their impressive performance, large language models (LMs) still struggle with reliably generating complex output structures when not finetuned to follow the required output format exactly."""
Evaluating Evaluation Metrics: A Framework for Analyzing NLG Evaluation Metrics using Measurement Theory,Yes.,2,"""identified issues related to conflated validity structure in human-eval and reliability in LLM-based metrics."""
Revisiting the Knowledge Injection Frameworks,Yes.,5,"""we find that injecting unaligned (i.e., random) knowledge tuple into the LLMs achieves comparable (and sometimes better) results than the aligned knowledge being injected,"" and ""how to adapt these LLMs to better suit the vertical domain-specific tasks by utilizing external knowledge remains not completely solved."""
Collaborative Generative AI: Integrating GPT-k for Efficient Editing in Text-to-Image Generation,Yes.,3,"""a common issue encountered by users is the need for repetitive editing of input prompts in order to receive a satisfactory image, which is time-consuming and labor-intensive."""
clembench: Using Game Play to Evaluate Chat-Optimized Language Models as Conversational Agents,Yes.,1,"""showing that current chat-optimised LLMs are, to an extent, capable of following game-play instructions."""
Polyglot or Not? Measuring Multilingual Encyclopedic Knowledge in Foundation Models,Yes.,4,"""an analysis of LLaMA’s errors reveals significant limitations in its ability to recall facts in languages other than English, plus difficulties related to the location and gender of fact subjects."""
UDAPDR: Unsupervised Domain Adaptation via LLM Prompting and Distillation of Rerankers,Yes.,1,"""To address this challenge, we develop and motivate a method for using large language models (LLMs) to generate large numbers of synthetic queries cheaply."""
Data Similarity is Not Enough to Explain Language Model Performance,Yes.,3,"""Large language models achieve high performance on many but not all downstream tasks,"" and ""This suggests that the relationship between pretraining data and downstream tasks is more complex than often assumed."""
Do LLMs Understand Social Knowledge? Evaluating the Sociability of Large Language Models with SocKET Benchmark,Yes.,3,"""we demonstrate that current models attain only moderate performance but reveal significant potential for task transfer among different types and categories of tasks"" and ""points to clear room for improvement to build more socially-aware LLMs."""
Integrating Language Models into Direct Speech Translation: An Inference-Time Solution to Control Gender Inflection,Yes.,4,"""The existing solutions to do so, though effective, are hardly feasible in practice as they involve dedicated model re-training on gender-labeled ST data."""
StoryAnalogy: Deriving Story-level Analogies from Large Language Models to Unlock Analogical Understanding,Yes.,5,"""Interestingly, we find that the analogy identification tasks are incredibly difficult not only for sentence embedding models but also for the recent large language models (LLMs) such as ChatGPT and LLaMa."""
CESAR: Automatic Induction of Compositional Instructions for Multi-turn Dialogs,Yes.,3,"""While publicly available LLMs have shown promising performance, when exposed to complex instructions with multiple constraints, they lag against state-of-the-art models like ChatGPT."""
Reward-Augmented Decoding: Efficient Controlled Text Generation With a Unidirectional Reward Model,Yes.,3,"""While large language models have proven effective in a huge range of downstream applications, they often generate text that is problematic or lacks a desired attribute."""
Cabbage Sweeter than Cake? Analysing the Potential of Large Language Models for Learning Conceptual Spaces,Yes.,3,"""we also find that fine-tuned models of the BERT family are able to match or even outperform the largest GPT-3 model, despite being 2 to 3 orders of magnitude smaller."""
An Empirical Study of Translation Hypothesis Ensembling with Large Language Models,Yes.,4,"""Large language models (LLMs) are becoming a one-fits-many solution, but they sometimes hallucinate or produce unreliable output."""
Visually-Situated Natural Language Understanding with Contrastive Reading Model and Frozen Large Language Models,Yes.,2,"""their performance on text-rich images still requires improvement."""
Unlearn What You Want to Forget: Efficient Unlearning for LLMs,,,
Precedent-Enhanced Legal Judgment Prediction with LLM and Domain-Model Collaboration,Yes.,1,"""These can be broken down into two categories"
FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,Yes.,5,"""Evaluating the factuality of long-form text generated by large language models (LMs) is non-trivial because (1) generations often contain a mixture of supported and unsupported pieces of information, making binary judgments of quality inadequate, and (2) human evaluation is time-consuming"
Calc-X and Calcformers: Empowering Arithmetical Chain-of-Thought through Interaction with Symbolic Systems,Yes.,5,"""language models are notoriously inclined to make factual errors in tasks requiring arithmetic computation."""
CoF-CoT: Enhancing Large Language Models with Coarse-to-Fine Chain-of-Thought Prompting for Multi-domain NLU Tasks,Yes.,1,"""While Chain-of-Thought prompting is popular in reasoning tasks, its application to Large Language Models (LLMs) in Natural Language Understanding (NLU) is under-explored."""
StereoMap: Quantifying the Awareness of Human-like Stereotypes in Large Language Models,Yes.,4,"""Large Language Models (LLMs) have been observed to encode and perpetuate harmful associations present in the training data."" and ""This study contributes to the understanding of how LLMs perceive and represent social groups, shedding light on their potential biases and the perpetuation of harmful associations."""
"Select, Prompt, Filter: Distilling Large Language Models for Summarizing Conversations",Yes.,3,"""Large language models (LLMs) like ChatGPT can be expensive to train, deploy, and use for specific natural language generation tasks such as text summarization and for certain domains. A promising alternative is to fine-tune relatively smaller language models (LMs) on a particular task using"
UPRISE: Universal Prompt Retrieval for Improving Zero-Shot Evaluation,Yes.,2,"""the need for model-specific fine-tuning or task-specific prompt engineering can hinder their generalization"" and ""UPRISE mitigates the hallucination problem in our experiments with ChatGPT."""
Large Language Models Only Pass Primary School Exams in Indonesia: A Comprehensive Test on IndoMMLU,Yes.,5,"""Our empirical evaluations show that GPT-3.5 only manages to pass the Indonesian primary school level, with limited knowledge of local Indonesian languages and culture."""
Multi-Source Multi-Type Knowledge Exploration and Exploitation for Dialogue Generation,Yes.,1,"""Recently, large language models (LLMs) have shown impressive performance on natural language processing tasks."""
Multilingual Large Language Models Are Not (Yet) Code-Switchers,Yes.,3,"""despite multilingual LLMs exhibiting promising outcomes in certain tasks using zero or few-shot prompting, they still underperform in comparison to fine-tuned models of much smaller scales."""
Large Language Models: The Need for Nuance in Current Debates and a Pragmatic Perspective on Understanding,Yes.,5,"""critically assess three points recurring in critiques of LLM capacities"
The CoT Collection: Improving Zero-shot and Few-shot Learning of Language Models via Chain-of-Thought Fine-Tuning,Yes.,2,"""Language models (LMs) with less than 100B parameters are known to perform poorly on chain-of-thought (CoT) reasoning in contrast to large LMs when solving unseen tasks."""
Explaining Interactions Between Text Spans,Yes.,1,"""We then investigate the decision-making processes of multiple fine-tuned large language models in terms of the employed connections between spans in separate parts of the input and compare them to the human reasoning processes."""
Question Answering as Programming for Solving Time-Sensitive Questions,Yes.,5,"""our experiments reveal that the aforementioned problems still pose a significant challenge to existing LLMs. This can be attributed to the LLMs’ inability to perform rigorous reasoning based on surface-level text semantics."""
Context Compression for Auto-regressive Transformers with Sentinel Tokens,Yes.,5,"""The quadratic complexity of the attention module makes it gradually become the bulk of compute in Transformer-based LLMs during generation. Moreover, the excessive key-value cache that arises when dealing with long inputs also brings severe issues on memory footprint and inference latency."""
Generative Adversarial Training with Perturbed Token Detection for Model Robustness,No.,1,The abstract does not mention LLMs or any specific limitations related to them.
Large Language Models and Multimodal Retrieval for Visual Word Sense Disambiguation,Yes.,1,"""Additionally, we utilize Large Language Models (LLMs) as knowledge bases to enhance the given phrases and resolve ambiguity related to the target word."""
Doolittle: Benchmarks and Corpora for Academic Writing Formalization,Yes.,2,"""Our experiments reveal that existing text transfer models and grammatical error correction models address certain aspects of AWF but still have a significant performance gap compared to human performance."""
Token Prediction as Implicit Classification to Identify LLM-Generated Text,Yes.,1,"""This paper introduces a novel approach for identifying the possible large language models (LLMs) involved in text generation."""
LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models,,,
Conversation Chronicles: Towards Diverse Temporal and Relational Dynamics in Multi-Session Conversations,Yes.,1,"""However, a major limitation of existing open-domain chatbot research is its singular focus on short single-session dialogue, neglecting the potential need for understanding contextual information in multiple consecutive sessions that precede an ongoing dialogue."""
CLAIR: Evaluating Image Captions with Large Language Models,Yes.,1,"""Here, we propose CLAIR, a novel method that leverages the zero-shot language modeling capabilities of large language models (LLMs) to evaluate candidate captions."""
MoPe: Model Perturbation based Privacy Attacks on Language Models,Yes.,5,"""Recent work has shown that Large Language Models (LLMs) can unintentionally leak sensitive information present in their training data."""
Aligning Large Language Models through Synthetic Feedback,Yes.,1,"""Aligning large language models (LLMs) to human values has become increasingly important as it enables sophisticated steering of LLMs."""
You Told Me That Joke Twice: A Systematic Investigation of Transferability and Robustness of Humor Detection Models,Yes.,2,"""The behavior of the models on out-of-domain data is unstable, suggesting that some of the models overfit, while others learn non-specific humor characteristics."""
Empower Nested Boolean Logic via Self-Supervised Curriculum Learning,Yes.,5,"""We find that any pre-trained language models even including large language models only behave like a random selector in the face of multi-nested boolean logic, a task that humans can handle with ease."""
DADA: Dialect Adaptation via Dynamic Aggregation of Linguistic Rules,Yes.,3,"""Existing large language models (LLMs) that mainly focus on Standard American English (SAE) often lead to significantly worse performance when being applied to other English dialects."""
Can We Edit Multimodal Large Language Models?,Yes.,3,"""Empirically, we notice that previous baselines can implement editing multimodal LLMs to some extent, but the effect is still barely satisfactory, indicating the potential difficulty of this task."""
ClusterLLM: Large Language Models as a Guide for Text Clustering,Yes.,1,"""We introduce ClusterLLM, a novel text clustering framework that leverages feedback from an instruction-tuned large language model, such as ChatGPT."""
Syllogistic Reasoning for Legal Judgment Analysis,Yes.,2,"""people can hardly trust the results generated by a model without reliable analysis of legal judgement."""
KCTS: Knowledge-Constrained Tree Search Decoding with Token-Level Hallucination Detection,Yes.,5,"""Large Language Models (LLMs) have demonstrated remarkable human-level natural language generation capabilities. However, their potential to generate misinformation, often called the *hallucination* problem, poses a significant risk to their deployment."""
CRUSH4SQL: Collective Retrieval Using Schema Hallucination For Text2SQL,Yes.,1,"""First, we use an LLM to hallucinate a minimal DB schema that it deems adequate to answer the query."""
Language Models with Rationality,Yes.,5,"""This lack of interpretability is a growing impediment to widespread use of LLMs."" and ""resolve inconsistencies that may exist."""
Mitigating Temporal Misalignment by Discarding Outdated Facts,Yes.,5,"""While large language models are able to retain vast amounts of world knowledge seen during pretraining, such knowledge is prone to going out of date and is nontrivial to update."""
Fighting Fire with Fire: The Dual Role of LLMs in Crafting and Detecting Elusive Disinformation,Yes.,2,"""Recent ubiquity and disruptive impacts of large language models (LLMs) have raised concerns about their potential to be misused (i.e., generating large-scale harmful and misleading content)."""
Let GPT be a Math Tutor: Teaching Math Word Problem Solvers with Customized Exercise Generation,Yes.,1,"""In this paper, we present a novel approach for distilling math word problem solving capabilities from large language models (LLMs) into smaller, more efficient student models."""
FANToM: A Benchmark for Stress-testing Machine Theory of Mind in Interactions,Yes,5,"We show that FANToM is challenging for state-of-the-art LLMs, which perform significantly worse than humans even with chain-of-thought reasoning or fine-tuning."
FreeAL: Towards Human-Free Active Learning in the Era of Large Language Models,Yes,2,their performances are still subject to human intervention.
Outlier Dimensions Encode Task Specific Knowledge,Yes,3,"Previous works have argued that although ablating these outlier dimensions in LLM representations hurts downstream performance, outlier dimensions are detrimental to the representational quality of embeddings."
Enhancing Computation Efficiency in Large Language Models through Weight and Activation Quantization,Yes,2,"Large Language Models (LLMs) are proficient in natural language processing tasks, but their deployment is often restricted by extensive parameter sizes and computational demands."
Assessing Step-by-Step Reasoning against Lexical Negation: A Case Study on Syllogism,Yes,5,"We observed that dozens of modern LLMs were not robust against lexical negation (e.g., plausible→implausible) when performing CoT-style reasoning, and the results highlight unique limitations in each LLM family."
Chain-of-Thought Tuning: Masked Language Models can also Think Step By Step in Natural Language Understanding,Yes,3,LLMs perform less well than small-scale Masked Language Models (MLMs).
Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,Yes,3,The discrepancy between the pre-training objectives of LLMs and the ranking objective poses another challenge.
Dr ChatGPT tell me what I want to hear: How different prompts impact health answer correctness,Yes,5,reveal that knowledge passed in the prompt can bias the model to the detriment of answer correctness.
Prompting with Pseudo-Code Instructions,Yes,1,we explore if prompting via pseudo-code instructions helps improve the performance of pre-trained language models.
CRAB: Assessing the Strength of Causal Relationships Between Real-world Events,Yes,5,find that models perform worse on causal reasoning when events are derived from complex causal structures compared to simple linear causal chains.
Specialist or Generalist? Instruction Tuning for Specific NLP Tasks,Yes,3,generalist data containing hallucinatory information may negatively affect the model’s performance.
Making Large Language Models Better Data Creators,Yes,3,"deploying them for downstream applications is still challenging due to cost, responsiveness, control, or concerns around privacy and security."
Hallucination Detection for Generative Large Language Models by Bayesian Sequential Estimation,Yes,5,"the propensity of LLMs to generate inaccurate or non-factual content, termed “hallucinations”, remains a significant challenge."
Guideline Learning for In-Context Information Extraction,Yes,3,"However, the performance of In-context IE generally lags behind the state-of-the-art supervised expert models. We highlight a key reason for this shortfall: underspecified task description. The limited-length context struggles to thoroughly express the intricate IE task instructions and various edge cases, leading to misalignment in task comprehension with humans."
Self-ICL: Zero-Shot In-Context Learning with Self-Generated Demonstrations,Yes,3,"different methods are proposed to select representative demonstrations from existing training corpora. However, such settings are not aligned with real-world practices, as end-users usually query LMs without access to demonstration pools."
MQuAKE: Assessing Knowledge Editing in Language Models via Multi-Hop Questions,Yes,5,"current knowledge-editing approaches can recall edited facts accurately, they fail catastrophically on the constructed multi-hop questions."
NL2TL: Transforming Natural Languages to Temporal Logics using Large Language Models,Yes,1,exploring the use of Large Language Models (LLMs) at multiple stages.
Consistency Analysis of ChatGPT,Yes,5,"prompt designing, few-shot learning and employing larger large language models (LLMs) are unlikely to be the ultimate solution to resolve the inconsistency issue of LLMs."
AnyTOD: A Programmable Task-Oriented Dialog System,Yes,1,"We view TOD as a program executed by a language model (LM), where program logic and ontology is provided by a designer as a schema."
Zero-Shot Multi-Label Topic Inference with Sentence Encoders and LLMs,Yes,1,"Through extensive experimentation on seven diverse data sets, we observed that LLMs, such as ChatGPT-3.5 and PaLM, demonstrated superior generality compared to other LLMs, e.g., BLOOM and GPT-NeoX."
Exploring Distributional Shifts in Large Language Models for Code Analysis,Yes,3,We establish that samples from each new domain present all the models with a significant challenge of distribution shift.
A Benchmark for Reasoning with Spatial Prepositions,Yes,3,"Our results show considerable variability in the performance of smaller and larger models, as well as across prompts and languages. However, none of the models reaches human performance."
Document-Level Machine Translation with Large Language Models,Yes,1,"Large language models (LLMs) such as ChatGPT can produce coherent, cohesive, relevant, and fluent answers for various natural language processing (NLP) tasks."
