Title,Talks about LLMs,Rate,Evidence
Exploring Continual Learning for Code Generation Models,Yes.,3.,"""re-training large-scale language models is computationally expensive"" and ""effective methods like Prompt Pooling (PP) suffer from catastrophic forgetting due to the unstable training of the prompt selection mechanism caused by stark distribution shifts in coding tasks."""
A Better Way to Do Masked Language Model Scoring,,,
ChatGPT for Zero-shot Dialogue State Tracking: A Solution or an Opportunity?,Yes.,3.,"""Despite our findings, we argue that properties inherent to general purpose models limit their ability to replace specialized systems."""
Controllable Mixed-Initiative Dialogue Generation through Prompting,Yes.,2.,"""these supervised generation models are limited by the cost and quality of data annotation."""
Trading Syntax Trees for Wordpieces: Target-oriented Opinion Words Extraction with Wordpieces and Aspect Enhancement,Yes.,3.,"""These methods achieve limited gains with GCNs and have difficulty using BERT wordpieces."""
Do GPTs Produce Less Literal Translations?,Yes.,2.,"""However, there has been relatively little investigation on how such translations differ qualitatively from the translations generated by standard Neural Machine Translation (NMT) models."""
Black-box language model explanation by context length probing,Yes.,2.,"""We apply context length probing to large pre-trained language models and offer some initial analyses and insights, including the potential for studying long-range dependencies."""
Latent Positional Information is in the Self-Attention Variance of Transformer Language Models Without Positional Embeddings,Yes.,1.,"""We further extend this inquiry by demonstrating that a randomly initialized and frozen transformer language model, devoid of positional embeddings, inherently encodes strong positional information through the shrinkage of self-attention variance."""
Towards Adaptive Prefix Tuning for Parameter-Efficient Language Model Fine-tuning,,,
Evaluating pragmatic abilities of image captioners on A3DS,Yes.,1.,"""Evaluating grounded neural language model performance with respect to pragmatic qualities like the trade off between truthfulness, contrastivity and overinformativity of generated utterances remains a challenge in absence of data collected from humans."""
"Summarizing, Simplifying, and Synthesizing Medical Evidence using GPT-3 (with Varying Success)",Yes.,5.,"""We find that while GPT-3 is able to summarize and simplify single biomedical articles faithfully, it struggles to provide accurate aggregations of findings over multiple documents."""
Discourse-Level Representations can Improve Prediction of Degree of Anxiety,Yes.,1.,"""evaluating the utility of discourse-level information in addition to lexical-level large language model embeddings."""
Controlling the Extraction of Memorized Data from Large Language Models via Prompt-Tuning,Yes.,5.,"""Large Language Models (LLMs) are known to memorize significant portions of their training data. Parts of this memorized content have been shown to be extractable by simply querying the model, which poses a privacy risk."""
MultiTool-CoT: GPT-3 Can Use Multiple External Tools with Chain of Thought Prompting,Yes.,1.,"""Large language models (LLMs) have achieved impressive performance on various reasoning tasks."""
S3HQA: A Three-Stage Approach for Multi-hop Text-Table Hybrid Question Answering,Yes.,1.,"""This includes two approaches"
AutoConv: Automatically Generating Information-seeking Conversations with Large Language Models,Yes.,1.,"""we propose AutoConv for synthetic conversation generation, which takes advantage of the few-shot learning ability and generation capacity of large language models (LLM)."""
A Simple and Effective Framework for Strict Zero-Shot Hierarchical Classification,Yes.,5.,"""these benchmarks often do not adequately address the challenges posed in the real-world, such as that of hierarchical classification. ... We observe LLMs are more prone to failure in these cases."""
Revisiting Automated Prompting: Are We Actually Doing Better?,Yes.,3.,"""We find that automated prompting does not consistently outperform simple manual prompting."""
Lingxi: A Diversity-aware Chinese Modern Poetry Generation System,Yes.,1.,"""we propose a novel sampling algorithm that flattens the high likelihood part of the predicted distribution of the language model to emphasize the comparatively low-likelihood words and increase the diversity of generated poetry."""
LIDA: A Tool for Automatic Generation of Grammar-Agnostic Visualizations and Infographics using Large Language Models,Yes.,1.,"""we pose visualization generation as a multi-stage generation problem and argue that well-orchestrated pipelines based on large language models (LLMs) and image generation models (IGMs) are suitable to addressing these tasks."""
Pipeline for modeling causal beliefs from natural language,Yes.,1.,"""We present a causal language analysis pipeline that leverages a Large Language Model to identify causal claims made in natural language documents, and aggregates claims across a corpus to produce a causal claim network."""
OpenICL: An Open-Source Framework for In-context Learning,Yes.,1.,"""In recent years, In-context Learning (ICL) has gained increasing attention and emerged as the new paradigm for large language model (LLM) evaluation."""
Petals: Collaborative Inference and Fine-tuning of Large Models,Yes.,3.,"""offloading is too slow for interactive inference, while APIs are not flexible enough for research that requires access to weights, attention or logits."""
ChatGPT vs Human-authored Text: Insights into Controllable Text Summarization and Sentence Style Transfer,,,
Making the Most Out of the Limited Context Length: Predictive Power Varies with Clinical Note Type and Note Section,Yes.,5.,"""when the context length for a language model predictor is limited, which part of clinical notes should we choose as the input?"""
Data Selection for Fine-tuning Large Language Models Using Transferred Shapley Values,Yes.,2.,"""dataset size and model complexity constraints limit the ability to apply Shapley-based data valuation to fine-tuning large pre-trained language models."""
Moral Mimicry: Large Language Models Produce Moral Rationalizations Tailored to Political Identity,Yes.,2.,"""Large Language Models (LLMs) have demonstrated impressive capabilities in generating fluent text, as well as tendencies to reproduce undesirable social biases."""
Authorship Attribution of Late 19th Century Novels using GAN-BERT,No.,1.,The paper does not discuss LLMs or their limitations.
Semantic Accuracy in Natural Language Generation: A Thesis Proposal,Yes.,2.,"""We propose a novel method for evaluating semantic accuracy and discuss the importance of working towards a unified and objective benchmark for NLG metrics. We also review interpretability approaches which could help us pinpoint the sources of inaccuracies within the models and explore potential mitigation strategies."""
CWSeg: An Efficient and General Approach to Chinese Word Segmentation,Yes.,3.,"""The pre-trained language model (PLM) based segmentation methods have achieved state-of-the-art (SOTA) performance, whereas this paradigm also poses challenges in the deployment. It includes the balance between performance and cost, segmentation ambiguity due to domain diversity and vague words boundary, and multi-grained segmentation."""
MathPrompter: Mathematical Reasoning using Large Language Models,Yes.,5.,"""Large Language Models (LLMs) have limited performance when solving arithmetic reasoning tasks and often provide incorrect answers."" and ""To the best of our knowledge, we are not aware of any LLMs that indicate their level of confidence in their responses which fuels a trust deficit in these models impeding their adoption."""
GKD: A General Knowledge Distillation Framework for Large-scale Pre-trained Language Model,Yes.,3.,"""the deployment of knowledge distillation systems faces great challenges in real-world industrial-strength applications, which require the use of complex distillation methods on even larger-scale PLMs (over 10B), limited by memory on GPUs and the switching of methods."""
KoSBI: A Dataset for Mitigating Social Bias Risks Towards Safer Large Language Model Applications,Yes.,5.,"""Large language models (LLMs) not only learn natural text generation abilities but also social biases against different demographic groups from real-world data. This poses a critical risk when deploying LLM-based applications."" and ""This limitation requires localized social bias datasets to ensure the safe and effective deployment of LLMs."""
The economic trade-offs of large language models: A case study,Yes.,2.,"""However, their efficacy must be balanced with the cost of training and serving them."""
Boosting Transformers and Language Models for Clinical Prediction in Immunotherapy,Yes.,1.,"""The study benchmarks the efficacy of baselines and language models on prognostic prediction across multiple cancer types and investigates the impact of different pretrained language models under few-shot regimes."""
A Static Evaluation of Code Completion by Large Language Models,Yes.,4.,"""Our static analysis reveals that Undefined Name and Unused Variable are the most common errors among others made by language models."""
SaFER: A Robust and Efficient Framework for Fine-tuning BERT-based Classifier with Noisy Labels,,,
"Sharing Encoder Representations across Languages, Domains and Tasks in Large-Scale Spoken Language Understanding",Yes.,2.,"""Larger encoders can improve accuracy for spoken language understanding (SLU) but are challenging to use given the inference latency constraints of online systems (especially on CPU machines)."""
Exploring Zero and Few-shot Techniques for Intent Classification,Yes.,1.,"""zero-shot intent classification using descriptions large language models (LLMs)"" and ""parameter-efficient fine-tuning of instruction-finetuned language models."""
Complex Reasoning in Natural Language,,,
"Everything you need to know about Multilingual LLMs: Towards fair, performant and reliable models for languages of the world",Yes.,4.,"""Responsible AI issues such as fairness, bias and toxicity, linguistic diversity and evaluation in the context of MMLMs, specifically focusing on issues in non-English and low-resource languages."""
Generating Text from Language Models,,,
