Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Keyphrase,Topic
emnlp2023,H2O Open Ecosystem for State-of-the-art Large Language Models,Yes.,5,represent revolution ai however also pose many significant risk presence bias private copyright harmful text biased harmful content,2023,December,"Keyphrase: ""Biased and harmful content""",1
emnlp2023,FLEEK: Factual Error Detection and Correction with Evidence Retrieved from External Knowledge,Yes.,5,llmsã inability attribute claim external tendency hallucinate make difficult rely response difficulty attribute claim,2023,December,"Keyphrase: ""Difficulty in attributing claims""",2
emnlp2023,CLEVA: Chinese Language Models EVAluation Platform,Yes.,4,absence comprehensive chinese benchmark thoroughly assess modelãs performance unstandardize incomparable prompting procedure prevalent risk contamination pose major challenge current evaluation chinese lack standardized evaluation,2023,December,"Keyphrase: ""Lack of standardized evaluation""",0
emnlp2023,LM-Polygraph: Uncertainty Estimation for Language Models,Yes.,5,however significant challenge arise often ãåhallucinateã ie fabricate fact without provide user apparent mean discern veracity statement fabricating fact,2023,December,"Keyphrase: ""Fabricating facts""",2
emnlp2023,CarExpert: Leveraging Large Language Models for In-Car Conversational Question Answering,Yes.,5,leverage domainspecific question suffer severe limitation tend hallucinate due training collection time use offtheshelf complex user utterance wrong retrieval retrievalaugmente generation furthermore due hallucination domainspecific question,2023,December,"Keyphrase: ""Hallucination in domain-specific questions""",2
emnlp2023,DELPHI: Data for Evaluating LLMsÃ¢â‚¬â„¢ Performance in Handling Controversial Issues,Yes.,4,dataset present challenge concern recency safety fairness bias challenge recency safety fairness bias,2023,December,"Keyphrase: ""Challenges with recency, safety, fairness, and bias""",1
naacl2024,Assessing Logical Puzzle Solving in Large Language Models: Insights from a Minesweeper Case Study,Yes.,5,despite advancement remain open question whether fundamentally capable reasoning planning primarily rely recall synthesize information training experiment include trial advanced indicate possess foundational ability require struggle integrate coherent limited reasoning planning capability,2024,June,"Keyphrase: ""Limited reasoning and planning capabilities""",0
naacl2024,Measuring and Improving Chain-of-Thought Reasoning in Vision-Language Models,Yes.,5,even bestperforme unable demonstrate strong visual reasoning capability consistency indicate substantial effort require enable vlm visual reasoning systematically consistently human weak visual reasoning,2024,June,"Keyphrase: ""Weak visual reasoning""",0
naacl2024,Head-to-Tail: How Knowledgeable are Large Language Models (LLMs)? A.K.A. Will LLMs Replace Knowledge Graphs?,Yes.,5,show exist still far perfect term grasp factual especially fact torsototail entity limited factual understanding,2024,June,"Keyphrase: ""Limited factual understanding""",4
naacl2024,Embrace Divergence for Richer Insights: A Multi-document Summarization Benchmark and a Case Study on Summarizing Diverse Information from News Articles,Yes.,5,analysis suggest despite extraordinary capability singledocument summarization propose remain complex challenge mainly due limited coverage able cover diverse information average limited coverage,2024,June,"Keyphrase: ""Limited coverage""",0
naacl2024,Assessing Factual Reliability of Large Language Model Knowledge,Yes.,5,factual typically evaluate use accuracy yet metric capture vulnerability hallucinationinduce factor like prompt context variability vulnerability hallucinationinduce factor,2024,June,"Keyphrase: ""Vulnerability to hallucination-inducing factors""",2
naacl2024,A Closer Look at the Self-Verification Abilities of Large Language Models in Logical Reasoning,Yes.,5,despite significant advancement make still struggle complex logical reasoning problem main finding suggest exist could struggle identify fallacious reasoning step accurately may fall short guarantee validity selfverification struggle complex logical reasoning,2024,June,"Keyphrase: ""Struggles with complex logical reasoning""",0
naacl2024,On Large Language ModelsÃ¢â‚¬â„¢ Hallucination with Regard to Known Facts,Yes.,5,successful factoid question also prone hallucination investigate phenomenon possess correct yet still hallucinate perspective inference dynamic hallucination tendency,2024,June,"Keyphrase: ""Hallucination tendency""",2
naacl2024,"Language Models Hallucinate, but May Excel at Fact Verification",Yes.,5,frequently ãåhallucinateã nonfactual analyze reliance highquality evidence well deficiency robustness generalization ability nonfactual hallucination poor generalization,2024,June,"Keyphrase: ""Nonfactual hallucinations and poor generalization""",2
naacl2024,Ensuring Safe and High-Quality Outputs: A Guideline Library Approach for Language Models,Yes.,5,exhibit impressive capability also present risk bias content generation privacy issue biased content generation,2024,June,"Keyphrase: ""Biased content generation""",1
naacl2024,"E5: Zero-shot Hierarchical Table Analysis using Augmented LLMs via Explain, Extract, Execute, Exhibit and Extrapolate",Yes.,4,application hierarchical table constrain reliance manually curate exemplar modelãs token capacity limitation token capacity limitation,2024,June,"Keyphrase: ""Token capacity limitation""",0
naacl2024,"S3Eval: A Synthetic, Scalable, Systematic Evaluation Suite for Large Language Model",Yes.,5,rapid development lead great stride capability like longcontext understanding reasoning however able process long context become challenge evaluate whether acquire certain capability since length challenge process long context,2024,June,"Keyphrase: ""Challenges in processing long contexts""",3
naacl2024,MMC: Advancing Multimodal Chart Understanding with Large-scale Instruction Tuning,Yes.,4,extensive experiment mmcbenchmark reveal limitation exist lmms correctly interpret chart even recent gptv difficulty interpret chart,2024,June,"Keyphrase: ""Difficulty in interpreting charts""",0
naacl2024,Large Language Models Help Humans Verify Truthfulness Ã¢â‚¬â€œ Except When They Are Convincingly Wrong,Yes.,5,user read explanation significantly efficient use search engine achieve similar accuracy however overrely explanation wrong natural explanation may reliable replacement read retrieve overreliance unreliable explanation,2024,June,"Keyphrase: ""Overreliance on unreliable explanations""",4
naacl2024,SELF-GUARD: Empower the LLM to Safeguard Itself,Yes.,4,safety training involve finetune adversarial sample activate llmãs capability jailbreak however always effective counter new attack often lead potential performance degradation safeguard hand use vulnerability adversarial attack,2024,June,"Keyphrase: ""Vulnerability to adversarial attacks""",1
naacl2024,MART: Improving LLM Safety with Multi-round Automatic Red-Teaming,Yes.,4,redteame common practice mitigate unsafe behavior involve thoroughly assess identify potential flaw address responsible accurate response effective manual redteame costly exist automatic redteame typically discover safety risk limited ability mitigate unsafe behavior,2024,June,"Keyphrase: ""Limited ability to mitigate unsafe behavior""",1
naacl2024,Are Multilingual LLMs Culturally-Diverse Reasoners? An Investigation into Multicultural Proverbs and Sayings,Yes.,5,experiment reveal lack specificity,2024,June,Keyphrase: Lack of specificity,0
naacl2024,The Colorful Future of LLMs: Evaluating and Improving LLMs as Emotional Supporters for Queer Youth,Yes.,5,however tend generic empathetic enough lack personalization nonreliable potentially harmful advice lack personalization,2024,June,"Keyphrase: ""Lack of personalization""",4
naacl2024,ReTA: Recursively Thinking Ahead to Improve the Strategic Reasoning of Large Language Models,Yes.,5,experimental demonstrate exist stateoftheart reasoning scheme largely ineffective strategic reasoning ineffective strategic reasoning,2024,June,"Keyphrase: ""Ineffective strategic reasoning""",0
naacl2024,"First Tragedy, then Parse: History Repeats Itself in the New Era of Large Language Models",Yes.,4,argue disparity scale transient researcher work reduce rather hardware still bottleneck many application meaningful realistic evaluation still open problem still room speculative approach lack realistic evaluation,2024,June,"Keyphrase: ""Lack of realistic evaluation""",0
naacl2024,Paraphrase and Solve: Exploring and Exploiting the Impact of Surface Form on Mathematical Reasoning in Large Language Models,Yes.,5,find subtle alteration surface form significantly impact distribution solve rate expose modelãs lack robustness sensitivity surface form reason complex problem lack robustness subtle alteration,2024,June,"Keyphrase: ""Lack of robustness to subtle alterations""",0
naacl2024,Do Localization Methods Actually Localize Memorized Data in LLMs? A Tale of Two Benchmarks,Yes.,4,localization never systematically directly evaluate even successful identify neuron specific single memorized sequence limited localization evaluation,2024,June,"Keyphrase: ""Limited localization evaluation""",0
naacl2024,Confronting LLMs with Traditional ML: Rethinking the Fairness of Large Language Models in Tabular Classifications,Yes.,5,show exhibit harmful social bias reflect stereotype inequality present society tend inherit social bias training significantly impact fairness tabular classification social harmful social bias,2024,June,"Keyphrase: ""Harmful social bias""",1
naacl2024,Ada-LEval: Evaluating long-context LLMs with length-adaptable benchmarks,Yes.,5,evaluation demonstrate limitation current especially ultralongcontext set limitation ultralong context set,2024,June,"Keyphrase: ""Limitation in ultralong context setting""",3
naacl2024,TRAQ: Trustworthy Retrieval Augmented Question Answering via Conformal Prediction,Yes.,5,frequently incorrect response base madeup fact call hallucination fabricate response,2024,June,"Keyphrase: ""Fabricated responses""",2
naacl2024,On-the-fly Definition Augmentation of LLMs for Biomedical NER,Yes.,5,despite general capability still struggle biomedical ner difficult due presence specialized terminology lack training struggle specialized terminology,2024,June,"Keyphrase: ""Struggles with specialized terminology""",4
naacl2024,"This Land is Your, My Land: Evaluating Geopolitical Bias in Language Models through Territorial Disputes",Yes.,5,show recall certain geographical inconsistently query different languagesãa phenomenon term geopolitical bias use propose metric discover numerous inconsistency respond different highlight brittle tailor response depend cue interaction context geopolitical bias inconsistency,2024,June,"Keyphrase: ""Geopolitical bias and inconsistency""",4
naacl2024,Towards Improved Multi-Source Attribution for Long-Form Answer Generation,Yes.,5,current struggle attribution longform response require reason multiple evidence source limited reasoning multiple evidence source,2024,June,"Keyphrase: ""Limited reasoning with multiple evidence sources""",0
naacl2024,Can Knowledge Graphs Reduce Hallucinations in LLMs? : A Survey,Yes.,5,contemporary prone produce hallucination stem mainly gap within hallucination tendency,2024,June,"Keyphrase: ""Hallucination tendency""",2
naacl2024,LM-Infinite: Zero-Shot Extreme Length Generalization for Large Language Models,Yes.,5,todayãs typically train short text segment eg k tokens due quadratic complexity transformer architecture performance suffer drastically long encounter training substantially limit application realworld limitation handle long text segment,2024,June,"Keyphrase: ""Limitation in handling long text segments""",3
naacl2024,Enhancing Contextual Understanding in Large Language Models through Contrastive Decoding,Yes.,5,tend inadequately integrate context text generation rely excessively encode prior parameter potentially text factual inconsistency contextually unfaithful content contextual inconsistency,2024,June,"Keyphrase: ""Contextual inconsistency""",4
naacl2024,Fixing Rogue Memorization in Many-to-One Multilingual Translators of Extremely-Low-Resource Languages by Rephrasing Training Samples,Yes.,5,however also find manytoone multilingual tendency learn rogue strategy store string training structure retrieve instead actual translation rogue translation strategy,2024,June,"Keyphrase: ""Rogue translation strategy""",4
naacl2024,Flames: Benchmarking Value Alignment of LLMs in Chinese,Yes.,4,still significant gap llmsã deep alignment human value achieve genuine harmlessness finding indicate evaluate demonstrate relatively poor performance flame particularly safety fairness dimension poor alignment human value,2024,June,"Keyphrase: ""Poor alignment with human values""",0
naacl2024,Effective Long-Context Scaling of Foundation Models,Yes.,5,delve llamaãs position encoding discuss key limitation long limited position encoding,2024,June,"Keyphrase: ""Limited position encoding""",3
naacl2024,Aligning as Debiasing: Causality-Aware Alignment via Reinforcement Learning with Interventional Feedback,Yes.,5,often bias contain offensive toxic stereotypical text biased toxic text,2024,June,"Keyphrase: ""Biased and toxic text""",1
naacl2024,Fake Alignment: Are LLMs Really Aligned Well?,Yes.,5,study investigate underexplored issue evaluation namely substantial discrepancy performance multiplechoice question openende question discrepancy evaluation performance,2024,June,"Keyphrase: ""Discrepancy in evaluation performance""",2
naacl2024,You donÃ¢â‚¬â„¢t need a personality test to know these models are unreliable: Assessing the Reliability of Large Language Models on Psychometric Instruments,Yes.,5,experiment different reveal even simple perturbation significantly downgrade modelãs questionanswere ability low negation consistency low negation consistency,2024,June,"Keyphrase: ""Low negation consistency""",0
naacl2024,MacGyver: Are Large Language Models Creative Problem Solvers?,Yes.,5,contrast expose variety specialize attempt broad problem fail propose physicallyinfeasible action finally provide detailed error analysis demonstrate potential enhance problemsolving ability novel prompt technique iterative step limited problemsolving ability,2024,June,"Keyphrase: ""Limited problem-solving ability""",0
naacl2024,XSTest: A Test Suite for Identifying Exaggerated Safety Behaviours in Large Language Models,Yes.,5,without proper safeguard readily follow malicious instruction toxic content use test suite highlight systematic failure mode stateoftheart well general challenge build safe vulnerability malicious instruction,2024,June,"Keyphrase: ""Vulnerability to malicious instructions""",1
naacl2024,Understanding the Capabilities and Limitations of Large Language Models for Cultural Commonsense,Yes.,5,significant discrepancy performance test culturespecific commonsense different culture llmsã general commonsense capability affect cultural context use query impact performance culturalrelate cultural bias commonsense understanding,2024,June,"Keyphrase: ""Cultural bias in commonsense understanding""",0
naacl2024,Do Large Language Models Rank Fairly? An Empirical Study on the Fairness of LLMs as Rankers,Yes.,4,however fairness remain largely unexplored analysis delve handle query document relate attribute aim uncover bias rank algorithm unexplored fairness issue,2024,June,"Keyphrase: ""Unexplored fairness issues""",1
naacl2024,RESPROMPT: Residual Connection Prompting Advances Multi-Step Reasoning in Large Language Models,Yes.,5,chainofthought cot impressively unlock reasoning potential yet fall short tackle problem require multiple reasoning step limitation arise complex nature multistep reasoning process struggle multistep reasoning,2024,June,"Keyphrase: ""Struggles with multi-step reasoning""",0
naacl2024,Effective Large Language Model Adaptation for Improved Grounding and Citation Generation,Yes.,4,however one major issue towards widespread deployment real world hallucinate factual hallucination factual inaccuracy,2024,June,"Keyphrase: ""Hallucination and factual inaccuracies""",2
naacl2024,Global Gallery: The Fine Art of Painting Culture Portraits through Multilingual Instruction Tuning,Yes.,4,also uncover inconsistency bias particularly nonwestern culture inconsistency bias nonwestern culture,2024,June,"Keyphrase: ""Inconsistency and bias in non-Western cultures""",1
naacl2024,ContraDoc: Understanding Self-Contradictions in Documents with Large Language Models,Yes.,5,good outperform human find still unreliable struggle selfcontradiction require nuance context unreliable selfcontradiction,2024,June,"Keyphrase: ""Unreliable self-contradiction""",4
naacl2024,A Survey of Confidence Estimation and Calibration in Large Language Models,Yes.,4,despite impressive performance unreliable due factual error generation outline challenge summarize recent technical advancement confidence estimation calibration unreliable factual error generation,2024,June,"Keyphrase: ""Unreliable factual error generation""",4
naacl2024,"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey",Yes.,4,however risk misuse harmful response raise serious societal concern spur recent research conversation safety risk harmful response,2024,June,"Keyphrase: ""Risk of harmful responses""",1
naacl2024,MindÃ¢â‚¬â„¢s Mirror: Distilling Self-Evaluation Capability and Comprehensive Thinking from Large Language Models,Yes.,4,massive scale computational demand present formidable challenge consider practical deployment resourceconstraine environment risk distil slm may still inherit flawed reasoning hallucination computational demand flawed reasoning,2024,June,"Keyphrase: ""Computational demands and flawed reasoning""",3
naacl2024,Beyond Performance: Quantifying and Mitigating Label Bias in LLMs,Yes.,4,however recent work reveal also exhibit label biasãan undesirable preference toward predict certain investigation reveal substantial label bias debiase attempt emphasize label bias prediction remain barrier reliability label bias,2024,June,"Keyphrase: ""Label bias""",1
naacl2024,Instructing Large Language Models to Identify and Ignore Irrelevant Conditions,Yes.,5,however seriously confuse irrelevant condition low accuracy confusion low accuracy,2024,June,"Keyphrase: ""Confusion and low accuracy""",4
naacl2024,Knowing What LLMs DO NOT Know: A Simple Yet Effective Self-Detection Method,Yes.,5,recent literature reveal hallucinate intermittently impede reliability utilization intermittent hallucination,2024,June,"Keyphrase: ""Intermittent hallucinations""",2
naacl2024,Are Large Language Model Temporally Grounded?,Yes.,5,generally find lag significantly behind human performance well smallscale specialise lm crucially struggle selfconsistency display incoherent behaviour least prediction moreover public instruction incoherent behavior lag behind human performance,2024,June,"Keyphrase: ""Incoherent behavior and lagging behind human performance""",0
naacl2024,R-Tuning: Instructing Large Language Models to Say Ã¢â‚¬ËœI DonÃ¢â‚¬â„¢t KnowÃ¢â‚¬â„¢,Yes.,5,predominant issue propensity nonexistent fact concern term hallucination question parametric try make something fail indicate lack hallucination propensity,2024,June,"Keyphrase: ""Hallucination propensity""",2
naacl2024,LeanReasoner: Boosting Complex Logical Reasoning with Lean,Yes.,5,often struggle complex logical reasoning due logical inconsistency inherent difficulty reason struggle logical reasoning,2024,June,"Keyphrase: ""Struggles with logical reasoning""",0
naacl2024,UICoder: Finetuning Large Language Models to Generate User Interface Code through Automated Feedback,Yes.,4,many struggle consistently ui code compile produce visually relevant design struggle visually relevant design,2024,June,"Keyphrase: ""Struggles with generating visually relevant design""",0
naacl2024,Deceptive Semantic Shortcuts on Reasoning Chains: How Far Can Models Go without Hallucination?,Yes.,5,despite high performance across numerous benchmark recent research unveil suffering hallucination unfaithful reasoning experiment show exist follow correct reasoning path resist attempt greedy shortcut achieve accuracy unfaithful reasoning,2024,June,"Keyphrase: ""Unfaithful reasoning""",0
naacl2024,Learning to Compress Prompt in Natural Language Formats,Yes.,5,great process multiple natural processing ability constrain inferior performance long context slow inference speed high cost compute slow inference speed high compute cost,2024,June,"Keyphrase: ""Slow inference speed and high compute cost""",3
naacl2024,Branch-Solve-Merge Improves Large Language Model Evaluation and Generation,Yes.,5,however performance fall short due modelãs lack coherence inability plan decompose problem lack coherence planning ability,2024,June,"Keyphrase: ""Lack of coherence and planning ability""",0
naacl2024,Evaluating the Deductive Competence of Large Language Models,Yes.,5,test limit ability solve problem conventional form overall suggest unique reasoning bias partially predict human reasoning performance humangenerate corpora inform limited problemsolving ability,2024,June,"Keyphrase: ""Limited problem-solving ability""",0
naacl2024,Large Human Language Models: A Need and the Challenges,Yes.,4,time nlp become heavily reliant author bring fore range design consideration challenge term human aspect capture represent strategy pursue lack human aspect representation,2024,June,Keyphrase: Lack of human aspect representation,0
naacl2024,Hallucination Diversity-Aware Active Learning for Text Summarization,Yes.,5,show propensity hallucinate ie text factually incorrect unsupported exist alleviate hallucination typically require costly human annotation identify correct hallucination factually incorrect hallucination,2024,June,"Keyphrase: ""Factually incorrect hallucinations""",2
naacl2024,Investigating Data Contamination in Modern Benchmarks for Large Language Models,Yes.,5,recent observation underscore disparity inflate benchmark score actual performance raise concern potential contamination evaluation benchmark inflate benchmark score,2024,June,"Keyphrase: ""Inflated benchmark scores""",
naacl2024,IndiBias: A Benchmark Dataset to Measure Social Biases in Language Models for Indian Context,Yes.,4,pervasive influence social bias spark need benchmark dataset capture evaluate bias observe exhibit bias across majority intersectional group pervasive social bias,2024,June,"Keyphrase: ""Pervasive social bias""",1
naacl2024,Revisiting Zero-Shot Abstractive Summarization in the Era of Large Language Models from the Perspective of Position Bias,Yes.,5,position bias capture tendency unfairly prioritize information certain part text lead undesirable behavior position bias prioritization,2024,June,"Keyphrase: ""Position bias prioritization""",1
naacl2024,Struc-Bench: Are Large Language Models Good at Generating Complex Structured Tabular Data?,Yes.,4,produce complex structured tabular remain challenge indepth error analysis create ability map across six dimension coverage format reasoning comprehension pragmatic hallucination highlight area future enhancement suggest forthcoming research trajectory challenge structured comprehension,2024,June,"Keyphrase: ""Challenges with structured data comprehension""",0
naacl2024,Advancing the Robustness of Large Language Models through Self-Denoised Smoothing,Yes.,5,although achieve significant success vulnerability adversarial perturbation include recent jailbreak attack raise considerable concern vulnerability adversarial attack,2024,June,"Keyphrase: ""Vulnerability to adversarial attacks""",1
naacl2024,Lost in Space: Probing Fine-grained Spatial Understanding in Vision and Language Resamplers,Yes.,5,finegraine require spatial understanding thoroughly examine show information largely absent resampler keep freeze training classifier lack finegraine spatial understanding,2024,June,"Keyphrase: ""Lack of fine-grained spatial understanding""",
naacl2024,The Impact of Language on Arithmetic Proficiency: A Multilingual Investigation with Cross-Agent Checking Computation,Yes.,5,paper critically examine arithmetic capability uncover significant limitation performance limit arithmetic capability,2024,June,"Keyphrase: ""Limited arithmetic capability""",4
naacl2024,DIALIGHT: Lightweight Multilingual Development and Evaluation of Task-Oriented Dialogue Systems with Large Language Models,Yes.,4,also identify significant challenge adherence taskspecific instruction multiple highlight area future research difficulty follow taskspecific instruction,2024,June,"Keyphrase: ""Difficulty in following task-specific instructions""",4
naacl2024,OpinionGPT: Modelling Explicit Biases in Instruction-Tuned LLMs,Yes.,4,open research question concern inherent bias train response current research work seek debia suppress potentially biased inherent bias,2024,June,"Keyphrase: ""Inherent bias""",1
naacl2024,Exploring Inherent Biases in LLMs within Korean Social Context: A Comparative Analysis of ChatGPT and GPT-4,Yes.,4,critique perpetuate stereotype diverse group base race sexual orientation attribute finding indicate certain persona prompt combination consistently yield harmful content highlight potential risk associate specific personaissue alignment within korean cultural framework perpetuation harmful stereotype,2024,June,"Keyphrase: ""Perpetuation of harmful stereotypes""",1
naacl2024,HybridBERT - Making BERT Pretraining More Efficient Through Hybrid Mixture of Attention Mechanisms,Yes.,5,pretraine phase extremely computeintensive require several highperformance compute device like gpu several day even month training crucial capture global also significant impact finetune major high computational requirement,2024,June,"Keyphrase: ""High computational requirements""",3
naacl2024,Combating Security and Privacy Issues in the Era of Large Language Models,Yes.,5,tutorial seek provide systematic summary risk vulnerability security privacy copyright aspect recent solution address issue conclude discussion outline emergent challenge security privacy reliability deserve timely investigation community lack robust security privacy measure,2024,June,Keyphrase: Lack of robust security and privacy measures,1
aacl2022,Arabic Dialect Identification with a Few Labeled Examples Using Generative Adversarial Networks,Yes.,2,"""However, to fine-tune these models, a large corpus is required. Getting a large number high quality labeled examples for some Dialect Arabic classes is challenging and time-consuming.""",2022,November,,
aacl2022,Named Entity Recognition in Twitter: A Dataset and Analysis on Short-Term Temporal Shifts,,,,2022,November,,
aacl2022,Is Encoder-Decoder Redundant for Neural Machine Translation?,,,,2022,November,,
aacl2022,SBERT studies Meaning Representations: Decomposing Sentence Embeddings into Explainable Semantic Features,,,,2022,November,,
aacl2022,Unsupervised Domain Adaptation for Sparse Retrieval by Filling Vocabulary and Word Frequency Gaps,Yes.,3,"""SPLADE still struggles with exact matching of low-frequency words in training data. In addition, domain shifts in vocabulary and word frequencies deteriorate the IR performance of SPLADE.""",2022,November,,
aacl2022,Cross-lingual Few-Shot Learning on Unseen Languages,Yes.,3,"""However, this was mostly studied for relatively resource-rich languages, where at least enough unlabeled data is available to be included in pre-training a multilingual language model."" and ""we explore the problem of cross-lingual transfer in unseen languages, where no unlabeled data is available for pre-training a model.""",2022,November,,
aacl2022,Enhancing Financial Table and Text Question Answering with Tabular Graph and Numerical Reasoning,Yes.,3,"""their performances fall significantly when data and computational resources are limited.""",2022,November,,
aacl2022,A Simple Yet Effective Hybrid Pre-trained Language Model for Unsupervised Sentence Acceptability Prediction,Yes.,3,"""first, low-frequency words would have a significant negative impact on the sentence likelihood derived from the language model; second, when it comes to multiple domains, the language model needs to be trained on domain-specific text for domain adaptation.""",2022,November,,
aacl2022,Do ever larger octopi still amplify reporting biases? Evidence from judgments of typical colour,Yes.,3,"""texts rarely report on common facts, instead focusing on the unusual aspects of a situation. If LMs are only trained on text corpora and naively memorise local co-occurrence statistics, they thus naturally would learn a biased view of the physical world.""",2022,November,,
aacl2022,MiQA: A Benchmark for Inference on Metaphorical Questions,Yes.,3,"""We examine the performance of state-of-the-art pre-trained models on binary-choice tasks and find a large discrepancy between the performance of small and very large models, going from chance to near-human level."" and ""We also analyse the largest model in a generative setting and find that although human performance is approached, careful multiple-shot prompting is required.""",2022,November,,
aacl2022,CLASP: Few-Shot Cross-Lingual Data Augmentation for Semantic Parsing,Yes.,2,"""LLMs are unsuitable for runtime systems which require low latency.""",2022,November,,
aacl2022,Toward Building a Language Model for Understanding Temporal Commonsense,Yes.,3,"""pre-trained language models such as BERT, which have recently achieved great success in a wide range of natural language processing tasks, are still considered to have poor performance in temporal reasoning.""",2022,November,,
aacl2022,C3PO: A Lightweight Copying Mechanism for Translating Pseudocode to Code,Yes.,3,"""While large language models (LLMs) have been proposed to translate natural language pseudocode to PL code, they are costly in terms of data and compute.""",2022,November,,
aacl2022,Double Trouble: How to not Explain a Text Classifier’s Decisions Using Counterfactuals Synthesized by Masked Language Models?,No.,1,"""No evidence""",2022,November,,
aacl2022,CNN for Modeling Sanskrit Originated Bengali and Hindi Language,No.,1,"""No evidence""",2022,November,,
aacl2022,Neural Text Sanitization with Explicit Measures of Privacy Risk,No.,1,"""No evidence""",2022,November,,
aacl2022,AGRank: Augmented Graph-based Unsupervised Keyphrase Extraction,No.,1,"""No evidence""",2022,November,,
aacl2022,Food Knowledge Representation Learning with Adversarial Substitution,No.,1,"""No evidence""",2022,November,,
aacl2022,Construction Repetition Reduces Information Rate in Dialogue,No.,1,"""No evidence""",2022,November,,
aacl2022,Dual Mechanism Priming Effects in Hindi Word Order,No.,1,"""No evidence""",2022,November,,
aacl2022,Dead or Murdered? Predicting Responsibility Perception in Femicide News Reports,No.,1,"""No evidence""",2022,November,,
aacl2022,Whodunit? Learning to Contrast for Authorship Attribution,No.,1,"""No evidence""",2022,November,,
aacl2022,Combining Argumentation Structure and Language Model for Generating Natural Argumentative Dialogue,No.,1,"""No evidence""",2022,November,,
aacl2022,BERTSeg: BERT Based Unsupervised Subword Segmentation for Neural Machine Translation,No.,1,"""No evidence""",2022,November,,
aacl2022,NERDz: A Preliminary Dataset of Named Entities for Algerian,No.,1,"""No evidence""",2022,November,,
aacl2022,An Effective Post-training Embedding Binarization Approach for Fast Online Top-K Passage Matching,No.,1,"""No evidence""",2022,November,,
aacl2022,NepBERTa: Nepali Language Model Trained in a Large Corpus,No.,1,"""No evidence""",2022,November,,
aacl2022,Transformer-based Localization from Embodied Dialog with Large-scale Pre-training,No.,1,"""No evidence""",2022,November,,
aacl2022,Towards Simple and Efficient Task-Adaptive Pre-training for Text Classification,No.,1,"""No evidence""",2022,November,,
aacl2022,Evaluating Pre-Trained Sentence-BERT with Class Embeddings in Active Learning for Multi-Label Text Classification,No.,1,"""No evidence""",2022,November,,
aacl2022,Promoting Pre-trained LM with Linguistic Features on Automatic Readability Assessment,No.,1,"""No evidence""",2022,November,,
aacl2022,Dynamic Topic Modeling by Clustering Embeddings from Pretrained Language Models: A Research Proposal,No.,1,"""No evidence""",2022,November,,
aacl2022,TaxFree: a Visualization Tool for Candidate-free Taxonomy Enrichment,No.,1,"""No evidence""",2022,November,,
emnlp2022,"Tomayto, Tomahto. Beyond Token-level Answer Equivalence for Question Answering Evaluation",No.,1,The abstract does not mention LLMs or their limitations. It focuses on the evaluation of QA systems and the shortcomings of token-level equivalence measures.,2022,December,,
emnlp2022,UnifiedSKG: Unifying and Multi-Tasking Structured Knowledge Grounding with Text-to-Text Language Models,Yes.,3,"""we show that T0, GPT-3, and Codex struggle in zero-shot and few-shot learning for SKG.""",2022,December,,
emnlp2022,DocInfer: Document-level Natural Language Inference using Optimal Evidence Selection,Yes.,3,"""Our evidence selection mechanism allows it to transcend the input length limitation of modern BERT-like Transformer models while presenting the entire evidence together for inferential reasoning.""",2022,December,,
emnlp2022,Entity Extraction in Low Resource Domains with Selective Pre-training of Large Language Models,Yes.,3,"""Transformer-based language models trained on large natural language corpora have been very useful in downstream entity extraction tasks. However, they often result in poor performances when applied to domains that are different from those they are pretrained on.""",2022,December,,
emnlp2022,How Large Language Models are Transforming Machine-Paraphrase Plagiarism,Yes.,2,"""The recent success of large language models for text generation poses a severe threat to academic integrity, as plagiarists can generate realistic paraphrases indistinguishable from original work.""",2022,December,,
emnlp2022,ELMER: A Non-Autoregressive Pre-trained Language Model for Efficient and Effective Text Generation,,,,2022,December,,
emnlp2022,Z-LaVI: Zero-Shot Language Solver Fueled by Visual Imagination,Yes.,3,"""However, they generally suffer from reporting bias, the phenomenon describing the lack of explicit commonsense knowledge in written text, e.g., 'an orange is orange'.""",2022,December,,
emnlp2022,Generative Multi-hop Retrieval,Yes.,3,"""However, such a bi-encoder approach has limitations in multi-hop settings; (1) the reformulated query gets longer as the number of hops increases, which further tightens the embedding bottleneck of the query vector, and (2) it is prone to error propagation.""",2022,December,,
emnlp2022,Extracted BERT Model Leaks More Information than You Think!,Yes.,3,"""Our extensive experiments reveal that model extraction can cause severe privacy leakage even when victim models are facilitated with state-of-the-art defensive strategies.""",2022,December,,
emnlp2022,Large language models are few-shot clinical information extractors,Yes.,1,"""large language models, such as InstructGPT (Ouyang et al., 2022), perform well at zero- and few-shot information extraction from clinical text despite not being trained specifically for the clinical domain.""",2022,December,,
emnlp2022,Are Hard Examples also Harder to Explain? A Study with Human and Model-Generated Explanations,Yes.,3,"""for hard examples, human explanations are significantly better than GPT-3 explanations both in terms of label-supportiveness and generalizability judgements.""",2022,December,,
emnlp2022,Gradient-based Constrained Sampling from Language Models,Yes.,3,"""Large pretrained language models are successful at generating fluent text but are notoriously hard to controllably sample from.""",2022,December,,
emnlp2022,Language Model Decomposition: Quantifying the Dependency and Correlation of Language Models,Yes.,2,"""To further advance SOTA we need more diverse and novel LMs that are less dependent on existing LMs.""",2022,December,,
