Title,Talks about LLMs,Rate,Evidence,Published
Curriculum: A Broad-Coverage Benchmark for Linguistic Phenomena in Natural Language Understanding,Yes.,4.,"""current evaluation methods show some significant shortcomings. In particular, they do not provide insight into how well a language model captures distinct linguistic skills essential for language understanding and reasoning. Thus they fail to effectively map out the aspects of language understanding that remain challenging to existing models, which makes it hard to discover potential limitations in models and datasets.""",2022-04-13T10:32:03Z
Impossible Triangle: What's Next for Pre-trained Language Models?,Yes.,5.,"""However, many of such models come with a dauntingly huge size that few institutions can afford to pre-train, fine-tune or even deploy, while moderate-sized models usually lack strong generalized few-shot learning capabilities."" and ""We argue that all existing PLM models lack one or more properties from the Impossible Triangle.""",2022-04-13T01:28:18Z
MuCoT: Multilingual Contrastive Training for Question-Answering in Low-resource Languages,Yes.,3.,"""directly training an mBERT-based QA system for low-resource languages is challenging due to the paucity of training data.""",2022-04-12T13:52:54Z
Do Not Fire the Linguist: Grammatical Profiles Help Language Models Detect Semantic Change,Yes.,3.,"""This indicates that language models do not fully cover the fine-grained morphological and syntactic signals that are explicitly represented in grammatical profiles.""",2022-04-12T11:20:42Z
Uniform Complexity for Text Generation,Yes.,5.,"""existing models still do not capture factors that contribute to producing consistent text"" and ""we find that models such as GPT-2 struggle to preserve the complexity of input prompts used in its generations, even if finetuned with professionally written texts.""",2022-04-11T15:19:47Z
Few-Shot Cross-lingual Transfer for Coarse-grained De-identification of Code-Mixed Clinical Texts,Yes.,1.,"""Pre-trained language models (LM) have shown great potential for cross-lingual transfer in low-resource settings.""",2022-04-10T21:46:52Z
BioBART: Pretraining and Evaluation of A Biomedical Generative Language Model,Yes.,2.,"""We emphasize the lack of in-domain generative language models and the unsystematic generative downstream benchmarks in the biomedical domain, hindering the development of the research community.""",2022-04-08T08:07:42Z
"Read, Revise, Repeat: A System Demonstration for Human-in-the-loop Iterative Text Revision",Yes.,3.,"""Despite the success of large language models on text revision tasks, they are limited to non-iterative, one-shot revisions.""",2022-04-07T18:33:10Z
Testing the limits of natural language models for predicting human language judgments,Yes.,5.,"""experiments also revealed significant shortcomings of its alignment with human perception.""",2022-04-07T17:12:57Z
Parameter-Efficient Neural Reranking for Cross-Lingual and Multilingual Retrieval,Yes.,3.,"""State-of-the-art neural (re)rankers are notoriously data-hungry which -- given the lack of large-scale training data in languages other than English -- makes them rarely used in multilingual and cross-lingual retrieval settings.""",2022-04-05T15:44:27Z
Data Augmentation for Intent Classification with Off-the-shelf Large Language Models,Yes.,3.,"""In tasks with semantically close intents, we observe that the generated data is less helpful. Our analysis shows that this is because GPT often generates utterances that belong to a closely-related intent instead of the desired one.""",2022-04-05T03:29:26Z
Applying Automatic Text Summarization for Fake News Detection,Yes.,3.,"""combines the power of transformer-based language models while simultaneously addressing one of their inherent problems"" and ""circumventing sequential limits and related loss of information the underlying transformer architecture typically suffers from.""",2022-04-04T21:00:55Z
"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",Yes.,5.,"""a significant weakness of language models is that they lack real-world experience, which makes it difficult to leverage them for decision making within a given embodiment.""",2022-04-04T17:57:11Z
CTRLEval: An Unsupervised Reference-Free Metric for Evaluating Controlled Text Generation,Yes.,2.,"""Existing reference-free metrics have obvious limitations for evaluating controlled text generation models. Unsupervised metrics can only provide a task-agnostic evaluation result which correlates weakly with human judgments, whereas supervised ones may overfit task-specific data with poor generalization ability to other datasets.""",2022-04-02T13:42:49Z
CharacterBERT and Self-Teaching for Improving the Robustness of Dense Retrievers on Queries with Typos,No.,1.,"The abstract discusses the robustness of dense retrievers and CharacterBERT, but does not mention large language models (LLMs) or their limitations.",2022-04-01T23:02:50Z
Evaluation of Fake News Detection with Knowledge-Enhanced Language Models,Yes.,3.,"""However, large-scale PLMs are generally not trained on structured factual data and hence may not possess priors that are grounded in factually accurate knowledge.""",2022-04-01T14:14:46Z
Domain Adaptation for Sparse-Data Settings: What Do We Gain by Not Using Bert?,Yes.,3.,"""While transfer learning with pre-trained language models outperforms other methods across tasks, alternatives do not perform much worse while requiring much less computational effort, thus significantly reducing monetary and environmental cost.""",2022-03-31T09:59:08Z
Leveraging pre-trained language models for conversational information seeking from text,Yes.,2.,"""It also highlight the challenge posed by control flow relations for which further training needs to be devised.""",2022-03-31T09:00:46Z
Reproducibility Issues for BERT-based Evaluation Metrics,No.,1.,"The abstract discusses issues related to BERT-based evaluation metrics, but it does not mention LLMs or their limitations.",2022-03-30T20:35:37Z
Training Compute-Optimal Large Language Models,Yes.,2.,"""We find that current large language models are significantly undertrained, a consequence of the recent focus on scaling language models whilst keeping the amount of training data constant.""",2022-03-29T13:38:03Z
GPT-D: Inducing Dementia-related Linguistic Anomalies by Deliberate Degradation of Artificial Neural Language Models,Yes.,2.,"""questions remain about their ability to generalize beyond the small reference sets that are publicly available for research.""",2022-03-25T00:25:42Z
Adversarial Training for Improving Model Robustness? Look at Both Prediction and Interpretation,Yes.,3.,"""Neural language models show vulnerability to adversarial examples which are semantically similar to their original counterparts with a few words replaced by their synonyms.""",2022-03-23T20:04:14Z
BERT-ASC: Implicit Aspect Representation Learning through Auxiliary-Sentence Construction for Sentiment Analysis,Yes.,2.,"""Unfortunately, the aspect is often expressed implicitly through a set of representatives and thus renders implicit mapping process unattainable unless sufficient labeled examples are available. However, high-quality labeled examples may not be readily available in real-world scenarios.""",2022-03-22T13:12:27Z
Mitigating Gender Bias in Machine Translation through Adversarial Learning,Yes.,4.,"""restructuring training objectives in the context of fine-tuning pretrained large language models"" and ""addresses these challenges to mitigate gender bias in seq2seq machine translation.""",2022-03-20T23:35:09Z
Entropy-based Attention Regularization Frees Unintended Bias Mitigation from Lists,Yes.,4.,"""Natural Language Processing (NLP) models risk overfitting to specific terms in the training data, thereby reducing their performance, fairness, and generalizability."" and ""severe unintended bias, and lower performance.""",2022-03-17T09:29:50Z
Fine- and Coarse-Granularity Hybrid Self-Attention for Efficient BERT,Yes.,3.,"""the standard self-attention mechanism of the Transformer suffers from quadratic computational cost in the input sequence length.""",2022-03-17T03:33:47Z
Multi-Stage Prompting for Knowledgeable Dialogue Generation,Yes.,3.,"""These models typically fail to generalize on topics outside of the knowledge base, and require maintaining separate potentially large checkpoints each time finetuning is needed.""",2022-03-16T16:53:43Z
Thinking about GPT-3 In-Context Learning for Biomedical IE? Think Again,Yes.,5.,"""However, our results show that GPT-3 still significantly underperforms compared to simply fine-tuning a smaller PLM. In addition, GPT-3 in-context learning also yields smaller gains in accuracy when more training data becomes available. Our in-depth analyses further reveal issues of the in-context",2022-03-16T05:56:08Z
Representation Learning for Resource-Constrained Keyphrase Generation,Yes.,1.,"""based on a pre-trained language model using large-scale unlabeled documents.""",2022-03-15T17:48:04Z
Do Language Models Plagiarize?,Yes.,5.,"""Given that a majority of LMs' training data is scraped from the Web without informing content owners, their reiteration of words, phrases, and even core ideas from training sets into generated texts has ethical implications. Their patterns are likely to exacerbate as both the size of LMs and their training data increase, raising concerns about indis",2022-03-15T03:11:11Z
Leveraging Visual Knowledge in Language Tasks: An Empirical Study on Intermediate Pre-training for Cross-modal Knowledge Transfer,Yes.,3.,"""Pre-trained language models are still far from human performance in tasks that need understanding of properties (e.g. appearance, measurable quantity) and affordances of everyday objects in the real world since the text lacks such information due to reporting bias.""",2022-03-14T22:02:40Z
"GrIPS: Gradient-free, Edit-based Instruction Search for Prompting Large Language Models",Yes.,3.,"""manual rewriting is time-consuming and requires subjective interpretation, while gradient-based tuning can be extremely computationally demanding for large models and may not be feasible for API-based models.""",2022-03-14T16:54:46Z
The Optimal BERT Surgeon: Scalable and Accurate Second-Order Pruning for Large Language Models,Yes.,3.,"""While these models are extremely accurate, they can be too large and computationally intensive to run on standard deployments.""",2022-03-14T16:40:31Z
Can pre-trained Transformers be used in detecting complex sensitive sentences? -- A Monsanto case study,Yes.,1.,"""In this paper, we wish to explore whether pre-trained transformer models are well suited to detect complex sensitive information.""",2022-03-14T00:17:34Z
Low-Rank Softmax Can Have Unargmaxable Classes in Theory but Rarely in Practice,Yes.,3.,"""In theory, the result is some words may be impossible to be predicted via argmax, irrespective of input features, and empirically, there is evidence this happens in small language models.""",2022-03-12T15:34:54Z
"When classifying grammatical role, BERT doesn't care about word order... except when it matters",Yes.,4.,"""Recent work has shown large language models to be surprisingly word order invariant,"" and ""highlight how models use context in the uncommon, but critical, instances where it matters.""",2022-03-11T19:00:15Z
Block-Sparse Adversarial Attack to Fool Transformer-Based Text Classifiers,No.,1.,The abstract focuses on adversarial attacks against transformer-based text classifiers but does not specifically discuss language models (LMs or LLMs) or their limitations.,2022-03-11T14:37:41Z
"Contextualized Sensorimotor Norms: multi-dimensional measures of sensorimotor strength for ambiguous English words, in context",Yes.,2.,"""Most large language models are trained on linguistic input alone, yet humans appear to ground their understanding of words in sensorimotor experience.""",2022-03-10T21:23:00Z
Speciesist Language and Nonhuman Animal Bias in English Masked Language Models,Yes.,4.,"""We found that pre-trained masked language models tend to associate harmful words with nonhuman animals and have a bias toward using speciesist language for some nonhuman animal names.""",2022-03-10T03:32:29Z
Sentence-Select: Large-Scale Language Model Data Selection for Rare-Word Speech Recognition,Yes.,3.,"""However, such corpora have properties that hinder downstream performance, including being (1) too large, (2) beset with domain-mismatched content, and (3) heavy-headed rather than heavy-tailed (excessively many duplicate search queries such as 'weather').""",2022-03-09T19:20:03Z
Extraction of Sleep Information from Clinical Notes of Patients with Alzheimer's Disease Using Natural Language Processing,Yes.,1.,"""We developed a rule-based Natural Language Processing (NLP) algorithm, machine learning models, and Large Language Model(LLM)-based NLP algorithms to automate the extraction of sleep-related concepts.""",2022-03-08T21:20:19Z
What Did You Say? Task-Oriented Dialog Datasets Are Not Conversational!?,No.,1.,The abstract does not mention LLMs or their limitations.,2022-03-07T14:26:23Z
Input-Tuning: Adapting Unfamiliar Inputs to Frozen Pretrained Models,Yes.,3.,"""one of the factors hindering the development of prompt-tuning on NLG tasks is the unfamiliar inputs (i.e., inputs are linguistically different from the pretraining corpus).""",2022-03-07T05:04:32Z
Training language models to follow instructions with human feedback,Yes.,5.,"""large language models can generate outputs that are untruthful, toxic, or simply not helpful to the user.""",2022-03-04T07:04:42Z
LiteTransformerSearch: Training-free Neural Architecture Search for Efficient Language Models,Yes.,3.,"""finding architectures with the optimal trade-off between task performance (perplexity) and hardware constraints like peak memory utilization and latency is non-trivial.""",2022-03-04T02:10:43Z
BoMD: Bag of Multi-label Descriptors for Noisy Chest X-ray Classification,Yes.,1.,"""The proposed method optimises a bag of multi-label descriptors (BoMD) to promote their similarity with the semantic descriptors produced by BERT models from the multi-label image annotation.""",2022-03-03T08:04:59Z
Logical Fallacy Detection,Yes.,5.,"""We find that existing pretrained large language models perform poorly on this task.""",2022-02-28T13:18:26Z
Confidence Based Bidirectional Global Context Aware Training Framework for Neural Machine Translation,No.,1.,The abstract focuses on neural machine translation models and does not mention LLMs or their limitations.,2022-02-28T10:24:22Z
A Systematic Evaluation of Large Language Models of Code,Yes.,3.,"""However, the current state-of-the-art code LMs (e.g., Codex (Chen et al., 2021)) are not publicly available, leaving many questions about their model and data design decisions.""",2022-02-26T15:53:55Z
AugESC: Dialogue Augmentation with Large Language Models for Emotional Support Conversation,Yes.,1.,"""we leverage large language models for dialogue augmentation in the task of emotional support conversation (ESC).""",2022-02-26T03:17:08Z
Rethinking the Role of Demonstrations: What Makes In-Context Learning Work?,,,,2022-02-25T17:25:19Z
TrimBERT: Tailoring BERT for Trade-offs,Yes.,3.,"""many of these large models require a great deal of computational resources and/or time for pre-training and fine-tuning which limits wider adoptability.""",2022-02-24T23:06:29Z
Oolong: Investigating What Makes Transfer Learning Hard with Controlled Studies,Yes.,5.,"""We find that models can largely recover from syntactic-style shifts, but cannot recover from vocabulary misalignment and embedding matrix re-initialization, even with continued pretraining on 15 million tokens.""",2022-02-24T19:00:39Z
Capturing Failures of Large Language Models via Human Cognitive Biases,Yes.,5.,"""To hypothesize and test for such qualitative errors, we draw inspiration from human cognitive biases -- systematic patterns of deviation from rational judgement."" and ""Our results indicate that experimental methodology from cognitive science can help characterize how machine learning systems behave.""",2022-02-24T18:58:52Z
Ask2Mask: Guided Data Selection for Masked Speech Modeling,No.,1.,The abstract discusses masked speech modeling (MSM) methods and their limitations but does not mention language models (LLMs or LMs).,2022-02-24T17:34:54Z
Speciesist bias in AI -- How AI applications perpetuate discrimination and unfair outcomes against animals,Yes.,3.,"""Speciesist biases are learned and solidified by AI applications when they are trained on datasets in which speciesist patterns prevail. These patterns can be found in image recognition systems, large language models, and recommender systems.""",2022-02-22T12:23:21Z
Adaptive Discounting of Implicit Language Models in RNN-Transducers,Yes.,3.,"""One main reason for the degradation in performance on rare words is that the language model (LM) internal to RNN-Ts can become overconfident and lead to hallucinated predictions that are acoustically inconsistent with the underlying speech.""",2022-02-21T08:44:56Z
GPT-based Open-Ended Knowledge Tracing,Yes.,1.,"""We develop an initial solution to the OKT problem, a student knowledge-guided code generation approach, that combines program synthesis methods using language models with student knowledge tracing methods.""",2022-02-21T02:33:34Z
Reward Modeling for Mitigating Toxicity in Transformer-based Language Models,Yes.,4.,"""language models that are pretrained on large unlabeled web text corpora have been shown to suffer from degenerating toxic content and social bias behaviors, consequently hindering their safe deployment.""",2022-02-19T19:26:22Z
SGPT: GPT Sentence Embeddings for Semantic Search,Yes.,3.,"""Yet, these large foundation models remain unusable for the related fields of semantic search and sentence embeddings. This prevents possibly new state-of-the-art results and forces organizations to train and maintain separate models.""",2022-02-17T21:35:56Z
Information Extraction in Low-Resource Scenarios: Survey and Perspective,Yes.,2.,"""we conduct empirical study on LLM-based methods compared with previous state-of-the-art models, and discover that (1) well-tuned LMs are still predominant; (2) tuning open-resource LLMs and ICL with GPT family is promising in general; (3) the optimal LLM-based",2022-02-16T13:44:00Z
Should You Mask 15% in Masked Language Modeling?,Yes.,3.,"""We first establish that 15% is not universally optimal, and larger models should adopt a higher masking rate.""",2022-02-16T11:42:34Z
Knowledge Transfer from Large-scale Pretrained Language Models to End-to-end Speech Recognizers,Yes.,3.,"""training of end-to-end speech recognizers always requires transcribed utterances. Since end-to-end models are also known to be severely data hungry, this constraint is crucial especially because obtaining transcribed utterances is costly and can possibly be impractical or impossible.""",2022-02-16T07:02:24Z
"A Survey of Pretraining on Graphs: Taxonomy, Methods, and Applications",No.,1.,The abstract focuses on Pretrained Graph Models (PGMs) and does not discuss language models (LLMs).,2022-02-16T07:00:52Z
Predicting on the Edge: Identifying Where a Larger Model Does Better,Yes.,3.,"""large models have the largest improvement on examples where the small model is most uncertain. On more certain examples, even those where the small model is not particularly accurate, large models are often unable to improve at all, and can even perform worse than the smaller model.""",2022-02-15T18:53:14Z
Quantifying Memorization Across Neural Language Models,Yes.,5.,"""Large language models (LMs) have been shown to memorize parts of their training data, and when prompted appropriately, they will emit the memorized training data verbatim. This is undesirable because memorization violates privacy (exposing user data), degrades utility (repeated easy-to-memorize text is often low quality),",2022-02-15T18:48:31Z
"Can Machines Help Us Answering Question 16 in Datasheets, and In Turn Reflecting on Inappropriate Content?",Yes.,1.,"""We propose to use the information stored in pre-trained transformer models to assist us in the documentation process.""",2022-02-14T13:00:31Z
Deduplicating Training Data Mitigates Privacy Risks in Language Models,Yes.,5.,"""Past work has shown that large language models are susceptible to privacy attacks,"" and ""Finally, we find that after applying methods to deduplicate training data, language models are considerably more secure against these types of privacy attacks.""",2022-02-14T08:20:15Z
Assessment of contextualised representations in detecting outcome phrases in clinical trials,Yes.,3.,"""several contextualized representations like BERT and ELMO have achieved unparalleled success in detecting various diseases, genes, proteins, and chemicals, however, the same cannot be emphatically stated for outcomes, because these models have been relatively under-tested and studied for the OD task.""",2022-02-13T15:08:00Z
ET-BERT: A Contextualized Datagram Representation with Pre-training Transformers for Encrypted Traffic Classification,Yes.,1.,"""we propose a new traffic representation model called Encrypted Traffic Bidirectional Encoder Representations from Transformer (ET-BERT), which pre-trains deep contextualized datagram-level representation from large-scale unlabeled data.""",2022-02-13T14:54:48Z
Semantic-Oriented Unlabeled Priming for Large-Scale Language Models,Yes.,2.,"""Unfortunately, for in-context learning there is currently no way to leverage unlabeled data, which is often much easier to obtain in large quantities than labeled examples.""",2022-02-12T19:50:59Z
Maximizing Communication Efficiency for Large-scale Training via 0/1 Adam,Yes.,2.,"""we demonstrate the non-linearity in Adam causes slow convergence even when 1-bit compression or local steps are individually applied. To alleviate this limitation, we propose 0/1 Adam that linearizes each Adam step via approximating its optimizer states using their stale estimates and linear correlation.""",2022-02-12T08:02:23Z
What Does it Mean for a Language Model to Preserve Privacy?,,,,2022-02-11T09:18:27Z
Topic Discovery via Latent Space Clustering of Pretrained Language Model Representations,Yes.,3.,"""we begin by analyzing the challenges of using PLM representations for topic discovery""",2022-02-09T17:26:08Z
Exploring the Limits of Domain-Adaptive Training for Detoxifying Large-Scale Language Models,Yes.,4.,"""Pre-trained language models (LMs) are shown to easily generate toxic language."" and ""We find that i) large LMs have similar toxicity levels as smaller ones given the same pre-training corpus, and ii) large LMs require more endeavor to detoxify.""",2022-02-08T22:10:40Z
Logical Reasoning for Task Oriented Dialogue Systems,Yes.,3.,"""lack of reasoning capabilities of dialogue platforms make it difficult to provide relevant and fluent responses, unless the designers of a conversational experience spend a considerable amount of time implementing these capabilities in external rule based modules.""",2022-02-08T21:46:27Z
Survey of Hallucination in Natural Language Generation,Yes.,4.,"""deep learning based generation is prone to hallucinate unintended text, which degrades the system performance and fails to meet user expectations in many real-world scenarios"" and ""hallucinations in large language models (LLMs).""",2022-02-08T03:55:01Z
Do Language Models Learn Position-Role Mappings?,Yes.,3.,"""We do, however, observe some limitations of this generalization when tasks involve constructions with novel ditransitive verbs, hinting at a degree of lexical specificity which underlies model performance.""",2022-02-08T02:50:53Z
Fine-Tuning Approach for Arabic Offensive Language Detection System: BERT-Based Model,No.,1.,The abstract focuses on the problem of online offensive language detection using fine-tuning across several Arabic offensive language datasets and does not mention LLMs or their limitations.,2022-02-07T17:26:35Z
Multilingual Hate Speech and Offensive Content Detection using Modified Cross-entropy Loss,Yes.,1.,"""Large language models are trained on a lot of data and they also make use of contextual embeddings.""",2022-02-05T20:31:40Z
JARVix at SemEval-2022 Task 2: It Takes One to Know One? Idiomaticity Detection using Zero and One-Shot Learning,Yes.,3.,"""In spite of their great success, these vector representations fail to capture meaning of idiomatic multi-word expressions (MWEs).""",2022-02-04T21:17:41Z
Pop Quiz! Can a Large Language Model Help With Reverse Engineering?,,,,2022-02-02T17:09:15Z
GatorTron: A Large Clinical Language Model to Unlock Patient Information from Unstructured Electronic Health Records,Yes.,2.,"""However, there are few clinical language models, the largest of which trained in the clinical domain is comparatively small at 110 million parameters (compared with billions of parameters in the general domain).""",2022-02-02T14:28:51Z
What Has Been Enhanced in my Knowledge-Enhanced Language Model?,Yes.,4.,"""Pretrained language models (LMs) do not capture factual knowledge very well."" and ""it is unclear how and what kind of knowledge is effectively integrated into these models and if such integration may lead to catastrophic forgetting of already learned knowledge.""",2022-02-02T11:23:36Z
Co-training Improves Prompt-based Learning for Large Language Models,,,,2022-02-02T00:48:26Z
Examining Scaling and Transfer of Language Model Architectures for Machine Translation,Yes.,3.,"""Several design choices, including causal masking and language-modeling objectives for the source sequence, have detrimental effects on translation quality.""",2022-02-01T16:20:15Z
ScaLA: Accelerating Adaptation of Pre-Trained Transformer-Based Language Models via Efficient Large-Batch Adversarial Noise,Yes.,3.,"""increasing the batch size often makes the optimization more difficult, leading to slow convergence or poor generalization that can require orders of magnitude more training time to achieve the same model quality.""",2022-01-29T01:47:01Z
Clinical-Longformer and Clinical-BigBird: Transformers for long clinical sequences,Yes.,3.,"""One of the core limitations of these transformers is the substantial memory consumption due to their full self-attention mechanism.""",2022-01-27T22:51:58Z
Going Extreme: Comparative Analysis of Hate Speech in Parler and Gab,No.,1.,"The abstract focuses on hate speech analysis on social platforms like Parler and Gab, and mentions the use of BERT classifier but does not discuss LLMs or their limitations.",2022-01-27T19:29:17Z
DiscoScore: Evaluating Text Generation with BERT and Discourse Coherence,No.,1.,The abstract discusses BERT-based evaluation metrics and their limitations in recognizing coherence but does not mention LLMs or their limitations.,2022-01-26T20:28:26Z
Cheating Automatic Short Answer Grading: On the Adversarial Usage of Adjectives and Adverbs,Yes.,3.,"""We observed a loss of prediction accuracy between 10 and 22 percentage points using the state-of-the-art models BERT and T5.""",2022-01-20T17:34:33Z
AstBERT: Enabling Language Model for Financial Code Understanding with Abstract Syntax Trees,Yes.,3.,"""there are several challenges in applying these language models to solve programming language-related problems directly.""",2022-01-20T03:27:26Z
Unveiling Project-Specific Bias in Neural Code Models,Yes.,5.,"""Although the Large Language Models (LLMs) based neural code models demonstrate commendable performance when trained and tested within the intra-project independent and identically distributed (IID) setting, they often struggle to generalize effectively to real-world inter-project out-of-distribution (OOD) data.""",2022-01-19T02:09:48Z
Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,Yes.,3.,"""However, the plans produced naively by LLMs often cannot map precisely to admissible actions.""",2022-01-18T18:59:45Z
Hierarchical Neural Network Approaches for Long Document Classification,,,,2022-01-18T07:17:40Z
Unintended Bias in Language Model-driven Conversational Recommendation,Yes.,5.,"""pretrained LMs are well-known to be prone to intrinsic biases in their training data,"" and ""raises a red flag that advances in the language handling capability of LM-driven CRSs do not come without significant challenges related to mitigating unintended bias.""",2022-01-17T05:50:14Z
Memory-assisted prompt editing to improve GPT-3 after deployment,Yes.,5.,"""Large LMs such as GPT-3 are powerful, but can commit mistakes that are obvious to humans.""",2022-01-16T10:11:37Z
The Dark Side of the Language: Pre-trained Transformers in the DarkNet,Yes.,3.,"""Surprisingly, results show that syntactic and lexical neural networks perform on par with pre-trained Transformers even after fine-tuning. Only after what we call extreme domain adaptation, that is, retraining with the masked language model task on all the novel corpus, pre-trained Transformers reach their standard high results",2022-01-14T16:04:09Z
A Survey of Controllable Text Generation using Transformer-based Pre-trained Language Models,Yes.,3.,"""However, due to the limited level of interpretability of deep neural networks, the controllability of these methods need to be guaranteed.""",2022-01-14T08:32:20Z
Latency Adjustable Transformer Encoder for Language Understanding,Yes.,1.,"""The proposed method is applied to the BERT-base and GPT-2 models for evaluation.""",2022-01-10T13:04:39Z
Imagined versus Remembered Stories: Quantifying Differences in Narrative Flow,Yes.,1.,"""We quantify the differences between autobiographical and imagined stories by introducing sequentiality, a measure of narrative flow of events, drawing probabilistic inferences from a cutting-edge large language model (GPT-3).""",2022-01-07T20:10:47Z
Improving Mandarin End-to-End Speech Recognition with Word N-gram Language Model,Yes.,2.,"""the use of subword-level LMs will ignore the word-level information, which may limit the strength of the external LMs in E2E ASR.""",2022-01-06T10:04:56Z
Formal Analysis of Art: Proxy Learning of Visual Concepts from Style Through Language Models,Yes.,2.,"""The language modeling is a practical and scalable solution requiring no labeling, but it is inevitably imperfect.""",2022-01-05T21:03:29Z
Submix: Practical Private Prediction for Large-Scale Language Models,Yes.,4.,"""Recent data-extraction attacks have exposed that language models can memorize some training samples verbatim. This is a vulnerability that can compromise the privacy of the model's training data.""",2022-01-04T04:23:38Z
On Sensitivity of Deep Learning Based Text Classification Algorithms to Practical Input Perturbations,Yes.,3.,"""We show that these deep learning approaches including BERT are sensitive to such legitimate input perturbations on four standard benchmark datasets SST2, TREC-6, BBC News, and tweet_eval.""",2022-01-02T08:33:49Z
