Title,Talks about LLMs,Rate,Evidence,Published
Revisiting Acceptability Judgements,Yes.,5.,"""Our experiments show that even the largest InstructGPT model performs only at chance level on CoLAC, while ChatGPT's performance (48.30 MCC) is also much below supervised models (59.03 MCC) and human (65.11 MCC).""",2023-05-23T14:16:22Z
Evaluating Factual Consistency of Summaries with Large Language Models,Yes.,1.,"""Inspired by the emergent ability of large language models (LLMs), we explore evaluating factual consistency of summaries by directly prompting LLMs.""",2023-05-23T13:48:32Z
The CoT Collection: Improving Zero-shot and Few-shot Learning of Language Models via Chain-of-Thought Fine-Tuning,Yes.,3.,"""Language models (LMs) with less than 100B parameters are known to perform poorly on chain-of-thought (CoT) reasoning in contrast to large LMs when solving unseen tasks.""",2023-05-23T13:14:59Z
ChipGPT: How far are we from natural language hardware design,Yes.,1.,"""As large language models (LLMs) like ChatGPT exhibited unprecedented machine intelligence, it also shows great performance in assisting hardware engineers to realize higher-efficiency logic design via natural language interaction.""",2023-05-23T12:54:02Z
IfQA: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,,,,2023-05-23T12:43:19Z
Improving Language Models via Plug-and-Play Retrieval Feedback,Yes.,5.,"""Large language models (LLMs) exhibit remarkable performance across various NLP tasks. However, they often generate incorrect or hallucinated information, which hinders their practical applicability in real-world scenarios. Human feedback has been shown to effectively enhance the factuality and quality of generated content, addressing some of these limitations. However, this approach is resource-intensive, involving manual input and supervision, which can",2023-05-23T12:29:44Z
Make a Choice! Knowledge Base Question Answering with In-Context Learning,Yes.,1.,"""Recently, LLMs have shown strong few-shot performance in many NLP tasks."" and ""We expect LLM can help existing methods improve their generalization ability, especially in low-resource situations.""",2023-05-23T11:56:03Z
Grammar-Constrained Decoding for Structured NLP Tasks without Finetuning,Yes.,3.,"""Despite their impressive performance, large language models (LMs) still struggle with reliably generating complex output structures when not finetuned to follow the required output format exactly.""",2023-05-23T11:54:37Z
Robust Prompt Optimization for Large Language Models Against Distribution Shifts,Yes.,5.,"""We reveal that these prompt optimization techniques are vulnerable to distribution shifts such as subpopulation shifts, which are common for LLMs in real-world scenarios such as customer reviews analysis.""",2023-05-23T11:30:43Z
DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of Machine-Generated Text,Yes.,2.,"""Previous work has studied several zero-shot methods, which require no training data. These methods achieve good performance, but there is still a lot of room for improvement.""",2023-05-23T11:18:30Z
Generating Data for Symbolic Language with Large Language Models,,,,2023-05-23T10:44:00Z
PaD: Program-aided Distillation Can Teach Small Models Reasoning Better than Chain-of-thought Fine-tuning,Yes.,3.,"""their huge size and the inaccessibility of parameters present challenges for practical deployment"" and ""synthetic CoT data often contains faulty reasoning, which deteriorates the quality of distillation, especially in reasoning capabilities.""",2023-05-23T10:11:56Z
A Trip Towards Fairness: Bias and De-Biasing in Large Language Models,Yes.,4.,"""a little or a large bias in CtB-LLMs may cause huge harm,"" and ""we performed a large investigation of the bias of three families of CtB-LLMs,"" and ""we discovered that bias depends not on the number of parameters but on the perplexity.""",2023-05-23T09:35:37Z
Jailbreaking ChatGPT via Prompt Engineering: An Empirical Study,Yes.,5.,"""Large Language Models (LLMs), like ChatGPT, have demonstrated vast potential but also introduce challenges related to content constraints and potential misuse.""",2023-05-23T09:33:38Z
Learning from Mistakes via Cooperative Study Assistant for Large Language Models,Yes.,3.,"""the feedback from LLM itself is often inaccurate, thereby limiting its benefits.""",2023-05-23T08:51:08Z
"""Is the Pope Catholic?"" Applying Chain-of-Thought Reasoning to Understanding Conversational Implicatures",Yes.,5.,"""recent research indicates that large language models struggle to comprehend these implicatures as effectively as the average human.""",2023-05-23T08:49:50Z
Can Large Language Models Capture Dissenting Human Voices?,Yes.,5.,"""we show LLMs exhibit limited ability in solving NLI tasks and simultaneously fail to capture human disagreement distribution. The inference and human alignment performances plunge even further on data samples with high human disagreement levels, raising concerns about their natural language understanding (NLU) ability and their representativeness to a larger human population.""",2023-05-23T07:55:34Z
Enhancing Black-Box Few-Shot Text Classification with Prompt-Based Data Augmentation,Yes.,1.,"""Training or finetuning large-scale language models (LLMs) such as GPT-3 requires substantial computation resources, motivating recent efforts to explore parameter-efficient adaptation to downstream tasks.""",2023-05-23T07:54:34Z
Aligning Large Language Models through Synthetic Feedback,Yes.,2.,"""Aligning large language models (LLMs) to human values has become increasingly important as it enables sophisticated steering of LLMs. However, it requires significant human demonstrations and feedback or distillation from proprietary LLMs such as ChatGPT.""",2023-05-23T06:41:16Z
Enhancing Large Language Models Against Inductive Instructions with Dual-critique Prompting,Yes.,5.,"""we uncovered a universal vulnerability among LLMs in processing inductive instructions,"" and ""different inductive styles affect the models' ability to identify the same underlying errors, and the complexity of the underlying assumptions also influences the model's performance.""",2023-05-23T06:38:20Z
Discrete Prompt Optimization via Constrained Generation for Zero-shot Re-ranker,Yes.,1.,"""While LLM is highly dependent on the prompts, the impact and the optimization of the prompts for the zero-shot re-ranker are not explored yet.""",2023-05-23T06:35:33Z
Exploring Self-supervised Logic-enhanced Training for Large Language Models,Yes.,5.,"""Our preliminary experiments, nevertheless, show that LLMs do not show capability on logical reasoning. The performance of LLMs on logical reasoning benchmarks is far behind the existing state-of-the-art baselines.""",2023-05-23T06:13:10Z
Knowledge of Knowledge: Exploring Known-Unknowns Uncertainty with Large Language Models,Yes.,3.,"""We argue this is an important feature for mitigating hallucinations."" and ""we assess the LLMs' ability to differentiate between known and unknown questions and classify them accordingly.""",2023-05-23T05:59:21Z
Few-Shot Data Synthesis for Open Domain Multi-Hop Question Answering,Yes.,2.,"""While powerful, these LLMs usually contain tens or hundreds of billions of parameters, making them rather inefficient at inference time.""",2023-05-23T04:57:31Z
Error Detection for Text-to-SQL Semantic Parsing,No.,1.,The abstract does not mention LLMs or any specific limitations related to them. It focuses on text-to-SQL semantic parsing and error detection.,2023-05-23T04:44:22Z
Polyglot or Not? Measuring Multilingual Encyclopedic Knowledge in Foundation Models,Yes.,5.,"""an analysis of LLaMA's errors reveals significant limitations in its ability to recall facts in languages other than English, plus difficulties related to the location and gender of fact subjects.""",2023-05-23T04:31:39Z
The Knowledge Alignment Problem: Bridging Human and External Knowledge for Large Language Models,Yes.,5.,"""they can ignore them and rely on wrong groundings or their inherent biases to hallucinate when users, being largely unaware of the specifics of the stored information, pose questions that might not directly correlate with the retrieved groundings.""",2023-05-23T04:22:50Z
On the Risk of Misinformation Pollution with Large Language Models,Yes.,5.,"""Our study reveals that LLMs can act as effective misinformation generators, leading to a significant degradation in the performance of ODQA systems.""",2023-05-23T04:10:26Z
Prompt-Based Monte-Carlo Tree Search for Goal-Oriented Dialogue Policy Planning,Yes.,1.,"""GDP-Zero prompts a large language model to act as a policy prior, value function, user simulator, and system model during the tree search.""",2023-05-23T04:07:03Z
ChatGPT as your Personal Data Scientist,Yes.,5.,"""Interestingly, its development spotlighted several critical weaknesses in the current LLMs (ChatGPT) and highlighted substantial opportunities for improvement.""",2023-05-23T04:00:16Z
LLM-grounded Diffusion: Enhancing Prompt Understanding of Text-to-Image Diffusion Models with Large Language Models,Yes.,3.,"""However, these models still struggle with complex prompts, such as those that involve numeracy and spatial reasoning.""",2023-05-23T03:59:06Z
InstructAlign: High-and-Low Resource Language Alignment via Continual Crosslingual Instruction Tuning,Yes.,4.,"""their ability to generalize to underrepresented languages is limited due to the scarcity of available data. Additionally, directly adapting new languages to instruction-tuned LLMs can result in catastrophic forgetting, which leads to the loss of multitasking ability.""",2023-05-23T02:51:34Z
"Prompting and Evaluating Large Language Models for Proactive Dialogues: Clarification, Target-guided, and Non-collaboration",Yes.,5.,"""However, despite their impressive capabilities, they still possess limitations, such as providing randomly-guessed answers to ambiguous queries or failing to refuse users' requests, both of which are considered aspects of a conversational agent's proactivity.""",2023-05-23T02:49:35Z
Understanding Programs by Exploiting (Fuzzing) Test Cases,Yes.,3.,"""However, programs are essentially different from texts after all, in a sense that they are normally heavily structured and syntax-strict.""",2023-05-23T01:51:46Z
"Transformer-based Vulnerability Detection in Code at EditTime: Zero-shot, Few-shot, or Fine-tuning?",Yes.,1.,"""We discuss zero-shot, few-shot, and fine-tuning approaches on state of the art pre-trained Large Language Models (LLMs).""",2023-05-23T01:21:55Z
ReWOO: Decoupling Reasoning from Observations for Efficient Augmented Language Models,Yes.,3.,"""Such a paradigm, though straightforward and easy to implement, often leads to huge computation complexity from redundant prompts and repeated execution.""",2023-05-23T00:16:48Z
How Language Model Hallucinations Can Snowball,Yes.,5.,"""A major risk of using language models in practical applications is their tendency to hallucinate incorrect statements."" and ""We refer to this phenomenon as hallucination snowballing",2023-05-22T23:14:28Z
A Study of Generative Large Language Model for Medical Research and Healthcare,Yes.,2.,"""This study provides insights on the opportunities and challenges of LLMs for medical research and healthcare.""",2023-05-22T22:37:24Z
Small Language Models Improve Giants by Rewriting Their Outputs,Yes.,3.,"""Despite the impressive performance of large language models (LLMs), they often lag behind specialized models in various tasks.""",2023-05-22T22:07:50Z
Can ChatGPT Detect Intent? Evaluating Large Language Models for Spoken Language Understanding,Yes.,5.,"""We note that the error cases often arise from the annotation scheme of the dataset; responses from ChatGPT are still reasonable. We show, however, that the model is worse at slot filling, and its performance is sensitive to ASR errors, suggesting serious challenges for the application of those textual models on SLU.""",2023-05-22T21:59:26Z
Clembench: Using Game Play to Evaluate Chat-Optimized Language Models as Conversational Agents,Yes.,3.,"""showing that current chat-optimised LLMs are, to an extent, capable to follow game-play instructions"" and ""The metrics even for the comparatively simple example games are far from being saturated, suggesting that the proposed instrument will remain to have diagnostic value.""",2023-05-22T19:56:10Z
Element-aware Summarization with Large Language Models: Expert-aligned Evaluation and Chain-of-Thought Method,Yes.,1.,"""we observe the surprising zero-shot summary ability of LLMs, which addresses the issue of the inconsistent results between human preference and automatic evaluation metrics of LLMs' zero-shot summaries in prior work.""",2023-05-22T18:54:35Z
DADA: Dialect Adaptation via Dynamic Aggregation of Linguistic Rules,Yes.,4.,"""Existing large language models (LLMs) that mainly focus on Standard American English (SAE) often lead to significantly worse performance when being applied to other English dialects.""",2023-05-22T18:43:31Z
Can LLMs facilitate interpretation of pre-trained language models?,Yes.,3.,"""Work done to uncover the knowledge encoded within pre-trained language models rely on annotated corpora or human-in-the-loop methods. However, these approaches are limited in terms of scalability and the scope of interpretation.""",2023-05-22T18:03:13Z
RecurrentGPT: Interactive Generation of (Arbitrarily) Long Text,Yes.,5.,"""The fixed-size context of Transformer makes GPT models incapable of generating arbitrarily long text.""",2023-05-22T17:58:10Z
Language-Agnostic Bias Detection in Language Models with Bias Probing,Yes.,4.,"""Pretrained language models (PLMs) are key components in NLP, but they contain strong social biases."" and ""We find consistent patterns of nationality bias across monolingual PLMs in six languages that align with historical and political context.""",2023-05-22T17:58:01Z
Adaptive Chameleon or Stubborn Sloth: Revealing the Behavior of Large Language Models in Knowledge Conflicts,Yes.,5.,"""tool augmentation (including retrieval augmentation) has emerged as a promising solution for addressing the limitations of LLMs' static parametric memory"" and ""how receptive are LLMs to such external evidence, especially when the evidence conflicts with their parametric memory?"" and ""Our investigation reveals seemingly contradicting behaviors of LLMs"" and ""These results pose important implications that are worth careful",2023-05-22T17:57:41Z
Measuring Inductive Biases of In-Context Learning with Underspecified Demonstrations,Yes.,3.,"""We find that, while many interventions can influence the learner to prefer a particular feature, it can be difficult to overcome strong prior biases.""",2023-05-22T17:56:31Z
AlpacaFarm: A Simulation Framework for Methods that Learn from Human Feedback,Yes.,3.,"""Replicating and understanding this instruction-following requires tackling three major challenges",2023-05-22T17:55:50Z
Fairness of ChatGPT,Yes.,4.,"""there is a limited availability of quantitative analyses and in-depth studies regarding fairness evaluations in LLMs,"" and ""This work contributes to a deeper understanding of LLMs' fairness performance, facilitates bias mitigation and fosters the development of responsible artificial intelligence systems.""",2023-05-22T17:51:56Z
Evaluating ChatGPT's Performance for Multilingual and Emoji-based Hate Speech Detection,Yes.,5.,"""Our evaluation employs a series of functionality tests that reveals various intricate failures of the model which the aggregate metrics like macro F1 or accuracy are not able to unfold."" and ""Our analysis highlights the shortcomings of the generative models in detecting certain types of hate speech and highlighting the need for further research",2023-05-22T17:36:58Z
CLASS: A Design Framework for building Intelligent Tutoring Systems based on Learning Science principles,Yes.,1.,"""We present a design framework called Conversational Learning with Analytical Step-by-Step Strategies (CLASS) for building advanced Intelligent Tutoring Systems (ITS) powered by high-performance Large Language Models (LLMs).""",2023-05-22T17:35:05Z
Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources,Yes.,2.,"""It results in more factual rationales and reduced hallucination in generation.""",2023-05-22T17:34:23Z
Enhance Reasoning Ability of Visual-Language Models via Large Language Models,Yes.,2.,"""Pre-trained visual language models (VLM) have shown excellent performance in image caption tasks. However, it sometimes shows insufficient reasoning ability.""",2023-05-22T17:33:44Z
Prompting is not a substitute for probability measurements in large language models,Yes.,5.,"""we find that LLMs' metalinguistic judgments are inferior to quantities directly derived from representations. Furthermore, consistency gets worse as the prompt query diverges from direct measurements of next-word probabilities.""",2023-05-22T17:33:17Z
"""According to ..."": Prompting Language Models Improves Quoting from Pre-Training Data",Yes.,5.,"""Large Language Models (LLMs) may hallucinate and generate fake information, despite pre-training on factual data.""",2023-05-22T17:25:24Z
Chip-Chat: Challenges and Opportunities in Conversational Hardware Design,Yes.,2.,"""we thus explore the challenges faced and opportunities presented when leveraging these recent advances in LLMs for hardware design.""",2023-05-22T17:13:33Z
Deepfake Text Detection in the Wild,Yes.,3.,"""Human annotators are only slightly better than random guessing at identifying machine-generated texts. Empirical results on automatic detection methods further showcase the challenges of deepfake text detection in a wild testbed. In addition, out-of-distribution poses a greater challenge for a detector to be employed in realistic application scenarios.""",2023-05-22T17:13:29Z
To Repeat or Not To Repeat: Insights from Scaling LLM under Token-Crisis,Yes.,5.,"""LLMs are notoriously token-hungry during pre-training, and high-quality text data on the web is approaching its scaling limit for LLMs,"" ""revealing that the model is susceptible to overfitting, leading to multi-epoch degradation,"" ""significant factors",2023-05-22T17:02:15Z
Multi-Task Instruction Tuning of LLaMa for Specific Scenarios: A Preliminary Study on Writing Assistance,Yes.,2.,"""Finally, we initiate a discussion regarding the necessity of employing LLMs for only one targeted task, taking into account the efforts required for tuning and the resources consumed during deployment.""",2023-05-22T16:56:44Z
SCITAB: A Challenging Benchmark for Compositional Reasoning and Claim Verification on Scientific Tables,Yes.,5.,"""Through extensive evaluations, we demonstrate that SCITAB poses a significant challenge to state-of-the-art models, including table-based pretraining models and large language models. All models except GPT-4 achieved performance barely above random guessing. Popular prompting techniques, such as Chain-of",2023-05-22T16:13:50Z
Teaching Probabilistic Logical Reasoning to Transformers,Yes.,5.,"""Our evaluation results show that both generations of language models struggle with reasoning over uncertain text.""",2023-05-22T16:08:20Z
"Editing Large Language Models: Problems, Methods, and Opportunities",Yes.,4.,"""Despite the ability to train capable LLMs, the methodology for maintaining their relevancy and rectifying errors remains elusive."" and ""we provide an exhaustive overview of the task definition and challenges associated with model editing, along with an in-depth empirical analysis of the most progressive methods currently at our disposal.""",2023-05-22T16:00:00Z
LLMs for Knowledge Graph Construction and Reasoning: Recent Capabilities and Future Opportunities,Yes.,2.,"""Empirically, our findings suggest that LLMs, represented by GPT-4, are more suited as inference assistants rather than few-shot information extractors.""",2023-05-22T15:56:44Z
Can ChatGPT Defend its Belief in Truth? Evaluating LLM Reasoning via Debate,Yes.,5.,"""it is difficult to know whether the models are reasoning based on deep understandings of truth and logic, or leveraging their memorized patterns in a relatively superficial way."" and ""LLMs like ChatGPT cannot maintain their beliefs in truth for a significant portion of examples when challenged by oftentimes absurdly invalid arguments.""",2023-05-22T15:47:31Z
Rethinking the Evaluation for Conversational Recommendation in the Era of Large Language Models,Yes.,2.,"""revealing the inadequacy of the existing evaluation protocol. It might over-emphasize the matching with the ground-truth items or utterances generated by human annotators, while neglecting the interactive nature of being a capable CRS.""",2023-05-22T15:12:43Z
"Cognitive network science reveals bias in GPT-3, ChatGPT, and GPT-4 mirroring math anxiety in high-school students",Yes.,4.,"""it is important to understand the biases present in their outputs in order to avoid perpetuating harmful stereotypes"" and ""Our findings indicate that LLMs have an overall negative perception of math and STEM fields, with math being perceived most negatively.""",2023-05-22T15:06:51Z
Observations on LLMs for Telecom Domain: Capabilities and Limitations,Yes.,3.,"""we analyze capabilities and limitations of incorporating such models in conversational interfaces for the telecommunication domain, specifically for enterprise wireless products and services.""",2023-05-22T15:04:16Z
Large Language Models are Not Yet Human-Level Evaluators for Abstractive Summarization,Yes.,5.,"""We found that while ChatGPT and GPT-4 outperform the commonly used automatic metrics, they are not ready as human replacements due to significant limitations. That is, LLM evaluators rate each candidate system inconsistently and are dimension-dependent. They also struggle to compare candidates with close performance",2023-05-22T14:58:13Z
"InheritSumm: A General, Versatile and Compact Summarizer by Distilling from GPT",Yes.,3.,"""their extensive serving and fine-tuning costs hinder their utilization in various applications"" and ""the quality of the summaries they generate is inferior to that of larger models like GPT-3 when assessed by human evaluators.""",2023-05-22T14:52:32Z
Making Language Models Better Tool Learners with Execution Feedback,Yes.,3.,"""Existing tool learning methodologies, encompassing supervised fine-tuning and prompt engineering approaches, often induce large language models to utilize tools indiscriminately, as complex tasks often exceed their own competencies. However, introducing tools for simple tasks, which the models themselves can readily resolve, can inadvertently propagate errors rather than enhance performance.""",2023-05-22T14:37:05Z
Table Meets LLM: Can Large Language Models Understand Structured Table Data? A Benchmark and Empirical Study,Yes.,3.,"""However, there is still much to learn about how well LLMs understand structured data, such as tables."" and ""there is a lack of comprehensive studies that examine whether LLMs can truly comprehend such data.""",2023-05-22T14:23:46Z
Automated stance detection in complex topics and small languages: the challenging case of immigration in polarizing news media,Yes.,3.,"""Many of these approaches require annotated training datasets, which limits their applicability for languages where these may not be readily available.""",2023-05-22T13:56:35Z
Iterative Forward Tuning Boosts In-context Learning in Language Models,,,,2023-05-22T13:18:17Z
Can Large Language Models emulate an inductive Thematic Analysis of semi-structured interviews? An exploration and provocation on the limits of the approach and the model,Yes.,4.,"""Attempting an analysis based on human interpretation with an LLM clearly is a provocation but also a way to learn something about how these systems can or cannot be used in qualitative research.""",2023-05-22T13:16:07Z
Text-based Person Search without Parallel Image-Text Data,Yes.,1.,"""we propose a fine-grained image captioning strategy to obtain an enriched description of the person image, which firstly utilizes a set of instruction prompts to activate the off-the-shelf pretrained vision-language model to capture and generate fine-grained person attributes, and then converts the extracted attributes into a textual description via the finetuned large language model or the hand-crafted template.""",2023-05-22T12:13:08Z
ChatGPT to Replace Crowdsourcing of Paraphrases for Intent Classification: Higher Diversity and Comparable Model Robustness,Yes.,1.,"""The emergence of generative large language models (LLMs) raises the question",2023-05-22T11:46:32Z
ExplainCPE: A Free-text Explanation Benchmark of Chinese Pharmacist Examination,Yes.,4.,"""we present ExplainCPE (over 7k instances), a challenging medical benchmark in Simplified Chinese. We analyzed the errors of ChatGPT and GPT-4, pointing out the limitations of current LLMs in understanding text and computational reasoning.""",2023-05-22T11:45:42Z
Album Storytelling with Iterative Story-aware Captioning and Large Language Models,Yes.,3.,"""we find this often results in stories containing hallucinated information that contradicts the images, as each generated caption (""story-agnostic"") is not always about the description related to the whole story or miss some necessary information.""",2023-05-22T11:45:10Z
Lion: Adversarial Distillation of Proprietary Large Language Models,Yes.,1.,"""Previous works have focused on a unidirectional knowledge distillation way by aligning the responses of the student model with those of the teacher model to a set of instructions.""",2023-05-22T09:49:16Z
Automatic Code Summarization via ChatGPT: How Far Are We?,Yes.,5.,"""The experimental results show that in terms of BLEU and ROUGE-L, ChatGPT's code summarization performance is significantly worse than all three SOTA models.""",2023-05-22T09:43:40Z
MultiTabQA: Generating Tabular Answers for Multi-Table Question Answering,Yes.,3.,"""Recent advances in tabular question answering (QA) with large language models are constrained in their coverage and only answer questions over a single table.""",2023-05-22T08:25:15Z
LM-Switch: Lightweight Language Model Conditioning in Word Embedding Space,Yes.,3.,"""efficient adaptation of a language model to diverse conditions remains an open challenge.""",2023-05-22T07:52:04Z
GraphCare: Enhancing Healthcare Predictions with Personalized Knowledge Graphs,Yes.,1.,"""Our method extracts knowledge from large language models (LLMs) and external biomedical KGs to build patient-specific KGs, which are then used to train our proposed Bi-attention AugmenTed (BAT) graph neural network (GNN) for healthcare predictions.""",2023-05-22T07:35:43Z
Explaining Emergent In-Context Learning as Kernel Regression,Yes.,1.,"""Large language models (LLMs) have initiated a paradigm shift in transfer learning.""",2023-05-22T06:45:02Z
Fact-Checking Complex Claims with Program-Guided Reasoning,Yes.,1.,"""We first leverage the in-context learning ability of large language models to generate reasoning programs to guide the verification process.""",2023-05-22T06:11:15Z
Can We Edit Factual Knowledge by In-Context Learning?,Yes.,3.,"""the stored knowledge could be false or out-dated,"" and ""these gradient-based approaches bring large computation costs.""",2023-05-22T06:07:58Z
llm-japanese-dataset v0: Construction of Japanese Chat Dataset for Large Language Models and its Methodology,Yes.,3.,"""However, high-performing LLMs are usually mainly for English."" and ""However, we also revealed some difficulties in constructing LLMs in languages other than English.""",2023-05-22T04:59:33Z
Quantifying Association Capabilities of Large Language Models and Its Implications on Privacy Leakage,Yes.,4.,"""Our study reveals that as models scale up, their capacity to associate entities/information intensifies, particularly when target pairs demonstrate shorter co-occurrence distances or higher co-occurrence frequencies. However, there is a distinct performance gap when associating commonsense knowledge versus PII, with the latter showing lower accuracy.""",2023-05-22T04:30:35Z
G3Detector: General GPT-Generated Text Detector,Yes.,3.,"""it is critical to acknowledge the potential misuse of these models, which could give rise to a spectrum of social and ethical dilemmas.""",2023-05-22T03:35:00Z
Beneath Surface Similarity: Large Language Models Make Reasonable Scientific Analogies after Structure Abduction,Yes.,5.,"""Despite the attention previous research has given to word analogies, this work suggests that Large Language Models (LLMs) often overlook the structures that underpin these analogies, raising questions about the efficacy of word analogies as a measure of analogical reasoning skills akin to human cognition."" and ""The empirical evidence underlines the continued challenges faced by LLMs, including ChatGPT and GPT",2023-05-22T03:04:06Z
Abstract Meaning Representation-Based Logic-Driven Data Augmentation for Logical Reasoning,Yes.,3.,"""Nevertheless, the intricate nature of logical reasoning poses challenges to gathering reliable data from the web for building comprehensive training datasets, subsequently affecting the performance on downstream tasks.""",2023-05-21T23:16:26Z
On the Limitations of Simulating Active Learning,No.,1.,The abstract does not mention LLMs or any other type of language models.,2023-05-21T22:52:13Z
Has It All Been Solved? Open NLP Research Questions Not Solved by Large Language Models,Yes.,5.,"""We identify fourteen different research areas encompassing 45 research directions that require new research and are not directly solvable by LLMs.""",2023-05-21T19:06:30Z
TheoremQA: A Theorem-driven Question Answering dataset,Yes.,3.,"""However, their capabilities to solve more challenging math problems which require domain-specific knowledge (i.e. theorem) have yet to be investigated.""",2023-05-21T17:51:35Z
LLM Paternity Test: Generated Text Detection with LLM Genetic Inheritance,Yes.,2.,"""While existing detection methods exhibit superior performance, they often lack generalizability due to their heavy dependence on training data.""",2023-05-21T17:26:16Z
Retrieving Texts based on Abstract Descriptions,Yes.,5.,"""While instruction-tuned Large Language Models (LLMs) excel at extracting information from text, they are not suitable for locating texts conforming to a given description in a large document collection (semantic retrieval)."" and ""the retrieval task cannot be performed by the LLM directly.""",2023-05-21T17:14:31Z
"GPT-3.5, GPT-4, or BARD? Evaluating LLMs Reasoning Ability in Zero-Shot Setting and Performance Boosting Through Prompts",Yes.,5.,"""there is a current hot debate regarding their reasoning capacity"" and ""the three models show limited proficiency in Inductive, Mathematical, and Multi-hop Reasoning Tasks.""",2023-05-21T14:45:17Z
Evaluating the Performance of Large Language Models on GAOKAO Benchmark,Yes.,3.,"""Our findings reveal that LLMs have achieved competitive scores in Chinese GAOKAO examination, while they exhibit significant performance disparities across various subjects.""",2023-05-21T14:39:28Z
Teaching the Pre-trained Model to Generate Simple Texts for Text Simplification,Yes.,2.,"""Randomly masking text spans in ordinary texts in the pre-training stage hardly allows models to acquire the ability to generate simple texts. It can hurt the performance of pre-trained models on text simplification tasks.""",2023-05-21T14:03:49Z
Evaluating Open-QA Evaluation,Yes.,3.,"""Current automatic evaluation methods have shown limitations, indicating that human evaluation still remains the most reliable approach."" and ""We also discuss the pitfalls of current methods and methods to improve LLM-based evaluators.""",2023-05-21T10:40:55Z
Language Knowledge-Assisted Representation Learning for Skeleton-Based Action Recognition,Yes.,1.,"""LA-GCN proposes a graph convolution network using large-scale language models (LLM) knowledge assistance.""",2023-05-21T08:29:16Z
PiVe: Prompting with Iterative Verification Improving Graph-based Generative Capability of LLMs,Yes.,3.,"""Due to the training objective of LLMs and their pre-training data, LLMs are not very well equipped for tasks involving structured data generation.""",2023-05-21T08:11:24Z
Integer or Floating Point? New Outlooks for Low-Bit Quantization on Large Language Models,Yes.,1.,"""Efficient deployment of large language models (LLMs) necessitates low-bit quantization to minimize model size and inference cost.""",2023-05-21T05:28:37Z
Task-agnostic Distillation of Encoder-Decoder Language Models,Yes.,3.,"""Frustratingly, we discover that existing task-agnostic distillation methods can fail to handle the distillation of encoder-decoder LMs.""",2023-05-21T03:35:45Z
Gene Set Summarization using Large Language Models,,,,2023-05-21T02:06:33Z
Logic-LM: Empowering Large Language Models with Symbolic Solvers for Faithful Logical Reasoning,Yes.,3.,"""Large Language Models (LLMs) have shown human-like reasoning abilities but still struggle with complex logical problems.""",2023-05-20T22:25:38Z
Tweetorial Hooks: Generative AI Tools to Motivate Science on Social Media,Yes.,2.,"""Lastly, we discuss the importance of interactivity with LLMs to preserve the correctness, effectiveness, and authenticity of the writing.""",2023-05-20T18:47:40Z
Collaborative Development of NLP models,Yes.,2.,"""Despite substantial advancements, Natural Language Processing (NLP) models often require post-training adjustments to enforce business rules, rectify undesired behavior, and align with user values"" and ""Moreover, the exhaustive delineation of a concept is challenging, and an improper approach can create shortcuts or interfere with original data or other concepts.""",2023-05-20T15:55:39Z
VNHSGE: VietNamese High School Graduation Examination Dataset for Large Language Models,Yes.,5.,"""They still have space to grow, though, especially in the areas of mathematics, physics, chemistry, and biology."" and ""especially in resolving LLMs' limits in disciplines involving mathematics and the natural sciences.""",2023-05-20T14:13:08Z
The Case Against Explainability,Yes.,3.,"""we suggest that in some cases the right to explanation of AI systems could bring more harm than good to end users."" and ""considering recent end-user Explainability research trends, Large Language Models' capabilities, and the ability to manipulate end-users by both humans and machines.""",2023-05-20T10:56:19Z
LogiCoT: Logical Chain-of-Thought Instruction-Tuning,Yes.,3.,"""However, they fall short of helping the model handle complex reasoning tasks.""",2023-05-20T09:23:09Z
LMs: Understanding Code Syntax and Semantics for Code Analysis,Yes.,,,2023-05-20T08:43:49Z
Can Public Large Language Models Help Private Cross-device Federated Learning?,Yes.,2.,"""The language models in cross-device FL are relatively small, which can be trained with meaningful formal user-level differential privacy (DP) guarantees when massive parallelism in training is enabled by the participation of a moderate size of users."" and ""Recently, public data has been used to improve privacy-utility trade-offs for both large and small language models.""",2023-05-20T07:55:58Z
Can NLP Models Correctly Reason Over Contexts that Break the Common Assumptions?,Yes.,5.,"""while doing fairly well on contexts that follow the common assumptions, the models struggle to correctly reason over contexts that break those assumptions. Specifically, the performance gap is as high as 20% absolute points.""",2023-05-20T05:20:37Z
UP5: Unbiased Foundation Model for Fairness-aware Recommendation,Yes.,4.,"""there is unfairness involved in LLMs that lead to unfair recommendation results.""",2023-05-20T04:32:59Z
"MediTab: Scaling Medical Tabular Data Predictors via Data Consolidation, Enrichment, and Refinement",Yes.,1.,"""The method uses a data engine that leverages large language models (LLMs) to consolidate tabular samples to overcome the barrier across tables with distinct schema.""",2023-05-20T03:37:09Z
DisCo: Distilled Student Models Co-training for Semi-supervised Text Mining,,,,2023-05-20T03:23:16Z
"AI-assisted Code Authoring at Scale: Fine-tuning, deploying, and mixed methods evaluation",,,,2023-05-20T00:45:15Z
